Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCE AUTO PARTS INC,00751Y106,1500100,94617307,SOLE,
ALPHABET INC,02079K305,1980000,360657000,SOLE,
AMAZON COM INC,023135106,5100000,985575000,SOLE,
AMERICAN INTL GROUP INC,026874784,3450000,256128000,SOLE,
AMPHENOL CORP NEW,032095101,2800000,188636000,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,1000000,118070000,SOLE,
APOLLO GLOBAL MGMT INC,03769M304,900000,59049000,SOLE,
APPLE INC,037833100,1950000,410709000,SOLE,
ASML HOLDING N V,N07059210,80000,81818400,SOLE,
AURORA INNOVATION INC,051774115,1835000,379845,SOLE,
AURORA INNOVATION INC,051774107,1032463,2859923,SOLE,
BATH & BODY WORKS INC,070830104,11975000,467623750,SOLE,
CINEMARK HLDGS INC,17243V102,7000000,151340000,SOLE,
CORPAY INC,219948106,765000,203803650,SOLE,
CRH PLC,G25508105,650000,48737000,SOLE,
DANAHER CORPORATION,235851102,2050000,512192500,SOLE,
DYNATRACE INC,268150109,150000,6711000,SOLE,
EQT CORP,26884L109,1950000,72111000,SOLE,
FERGUSON PLC NEW,G3421J106,965000,186872250,SOLE,
FLYEXCLUSIVE INC,343928115,367499,203962,SOLE,
FLYEXCLUSIVE INC,343928107,1022000,4118660,SOLE,
GLOBAL BLUE GROUP HOLDING AG,H33700115,1333333,106667,SOLE,
GLOBAL BLUE GROUP HOLDING AG,H33700107,8387601,40428237,SOLE,
HERTZ GLOBAL HLDGS INC,42806J148,3970000,9726500,SOLE,
HESS CORP,42809H107,625000,92200000,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,1000000,136890000,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,1300000,123773000,SOLE,
JACOBS SOLUTIONS INC,46982L108,1743239,243547921,SOLE,
JAWS MUSTANG ACQUISITION COR,G50737124,1000000,100000,SOLE,
KB HOME,48666K109,2100000,147378000,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,1365000,127955100,SOLE,
META PLATFORMS INC,30303M102,1100000,554642000,SOLE,
MICRON TECHNOLOGY INC,595112103,275000,36139125,SOLE,
MICROSOFT CORP,594918104,1580000,706181000,SOLE,
MSCI INC,55354G100,150000,72262500,SOLE,
NET POWER INC,64107A113,500000,1142900,SOLE,
PG&E CORP,69331C108,53750000,938475000,SOLE,
ROPER TECHNOLOGIES INC,776696106,240000,135098160,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,2025000,351965250,SOLE,
TELEPHONE & DATA SYS INC,879433829,2266060,46975424,SOLE,
UBER TECHNOLOGIES INC,90353T100,2100000,152628000,SOLE,
UNITED STATES CELLULAR CORP,911684108,545344,30441102,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,4675000,192797000,SOLE,
VISTRA CORP,92840M102,4470000,384330600,SOLE,
