Company,CUSIP,Shares,Value,Discretion,PutCall
ADT INC DEL,00090Q103,41393,360533,OTR,
ADT INC DEL,00090Q103,905926,7890615,OTR,
ADT INC DEL,00090Q103,21121623,183969336,SOLE,
ADTALEM GLOBAL ED INC,00737L103,2844,439256,OTR,
ADTALEM GLOBAL ED INC,00737L103,52501,8108779,OTR,
ADTALEM GLOBAL ED INC,00737L103,1239531,191445563,SOLE,
AFFILIATED MANAGERS GROUP IN,008252108,55368,13201392,OTR,
AFFILIATED MANAGERS GROUP IN,008252108,1208456,288132164,SOLE,
AFLAC INC,001055102,2233,249426,OTR,
AFLAC INC,001055102,213115,23804946,SOLE,
ALGONQUIN PWR UTILS CORP,015857105,16345606,87775904,SOLE,
ALLSTATE CORP,020002101,69734,14968403,SOLE,
APA CORPORATION,03743Q108,299492,7271666,SOLE,
APTIV PLC,G3265R107,1150265,99175848,SOLE,
AXALTA COATING SYS LTD,G0750C108,10995,314677,OTR,
AXALTA COATING SYS LTD,G0750C108,176928,5063679,OTR,
AXALTA COATING SYS LTD,G0750C108,4001038,114509708,SOLE,
BANK AMERICA CORP,060505104,539659,27841008,SOLE,
BARRICK MNG CORP,06849F108,244597,8015444,SOLE,
BIO RAD LABS INC,090572207,1351,378807,OTR,
BIO RAD LABS INC,090572207,16134,4523812,OTR,
BIO RAD LABS INC,090572207,791995,222067478,SOLE,
BOK FINL CORP,05561Q201,60857,6781904,OTR,
BOK FINL CORP,05561Q201,1658603,184834718,SOLE,
BORGWARNER INC,099724106,64987,2856829,SOLE,
BOYD GAMING CORP,103304101,103911,8983106,OTR,
BOYD GAMING CORP,103304101,2498549,215999561,SOLE,
BRADY CORP,104674106,3640,284029,OTR,
BRINKS CO,109696104,10541,1231821,OTR,
BRINKS CO,109696104,145030,16948206,OTR,
BRINKS CO,109696104,1070216,125065442,SOLE,
CAPITAL ONE FINL CORP,14040H105,205962,43783402,SOLE,
CARLYLE GROUP INC,14316J108,8413,527495,OTR,
CARLYLE GROUP INC,14316J108,220220,13807794,OTR,
CARLYLE GROUP INC,14316J108,4004753,251098013,SOLE,
CARMAX INC,143130102,3821,171448,OTR,
CARMAX INC,143130102,567784,25476468,SOLE,
CBRE GROUP INC,12504L109,2892,455664,OTR,
CBRE GROUP INC,12504L109,15218,2397748,OTR,
CBRE GROUP INC,12504L109,210796,33213018,SOLE,
CENTERPOINT ENERGY INC,15189T107,1027312,39859706,SOLE,
CHARLES RIV LABS INTL INC,159864107,2753,430734,OTR,
CHARLES RIV LABS INTL INC,159864107,41722,6527824,OTR,
CHARLES RIV LABS INTL INC,159864107,1445623,226182175,SOLE,
CHECK POINT SOFTWARE TECH LT,M22465104,486268,100613712,SOLE,
CHEVRON CORP NEW,166764100,41499,6444380,SOLE,
CORE LABORATORIES INC,21867A105,396776,4904151,OTR,
CORE LABORATORIES INC,21867A105,13376792,165337149,SOLE,
CREDICORP LTD,G2519Y108,5242,1395840,SOLE,
CVS HEALTH CORP,126650100,989646,74609412,SOLE,
D R HORTON INC,23331A109,128669,21805535,SOLE,
