Company,CUSIP,Shares,Value,Discretion
1 800 FLOWERS COM INC,68243Q106,349260,2853454,SOLE
AAR CORP,000361105,156,9560,SOLE
AAR CORP,000361105,213747,13098416,SOLE
ACCENTURE PLC IRELAND,G1151C101,2,704,SOLE
ACCENTURE PLC IRELAND,G1151C101,2654,933651,SOLE
ACCO BRANDS CORP,00081T108,490525,2575256,SOLE
ADAPTHEALTH CORP,00653Q102,857136,8159935,SOLE
ADTRAN HOLDINGS INC,00486H105,1246807,10385902,SOLE
ADVANCED ENERGY INDS,007973100,113133,13081569,SOLE
ADVANSIX INC,00773T101,464661,13238192,SOLE
AGNICO EAGLE MINES LTD,008474108,6676455,521665453,SOLE
AIR LEASE CORP,00912X302,464,22369,SOLE
AIR LEASE CORP,00912X302,257723,12424826,SOLE
AIR TRANSPORT SERVICES GRP I,00922R105,409126,8992589,SOLE
AIRGAIN INC,00938A104,568069,4010567,SOLE
ALAMOS GOLD INC NEW,011532108,6784980,125017314,SOLE
ALIGN TECHNOLOGY INC,016255101,88,18349,SOLE
ALIGN TECHNOLOGY INC,016255101,4176,870738,SOLE
ALPHA & OMEGA SEMICONDUCTOR,G6331P104,315408,11679558,SOLE
ALPHABET INC,02079K107,64604,12303239,SOLE
ALPHABET INC,02079K107,6608874,1258593965,SOLE
ALPHABET INC,02079K305,56,10601,SOLE
ALPHABET INC,02079K305,3342226,632683382,SOLE
ALPHATEC HLDGS INC,02081G201,658437,6044452,SOLE
ALTA EQUIPMENT GROUP INC,02128L106,395855,2588892,SOLE
AMBEV SA,02319V103,6956192,12868954,SOLE
AMBEV SA,02319V103,332568395,615251531,SOLE
AMERESCO INC,02361E108,421136,9888273,SOLE
AMERICAN EXPRESS CO,025816109,18803,5580652,SOLE
AMERICAN EXPRESS CO,025816109,2333250,692485268,SOLE
AMERICAN WOODMARK CORPORATIO,030506109,82800,6585084,SOLE
AMERICAN WTR WKS CO INC NEW,030420103,1194,148641,SOLE
AMERIS BANCORP,03076K108,272283,17036747,SOLE
AMKOR TECHNOLOGY INC,031652100,382,9814,SOLE
AMKOR TECHNOLOGY INC,031652100,530918,13639283,SOLE
AMMO INC,00175J107,1508870,1659757,SOLE
AMTECH SYS INC,032332504,834922,4550325,SOLE
ANALOG DEVICES INC,032654105,19826,4212321,SOLE
ANALOG DEVICES INC,032654105,2836727,602691018,SOLE
ANGIODYNAMICS INC,03475V101,410335,3758669,SOLE
ANGLOGOLD ASHANTI PLC,G0378L100,2517132,58095407,SOLE
ARAMARK,03852U106,350,13059,SOLE
ARAMARK,03852U106,15085,562821,SOLE
ARCH RESOURCES INC,03940R107,69100,9758302,SOLE
ARCOSA INC,039653100,32,3096,SOLE
ARCOSA INC,039653100,137648,13316068,SOLE
ARMADA HOFFLER PPTYS INC,04208T108,683736,6994619,SOLE
ARTIVION INC,228903100,591715,16917132,SOLE
ASHLAND INC,044186104,156050,11151333,SOLE
ASSURED GUARANTY LTD,G0585R106,26300,2367263,SOLE
ASTEC INDS INC,046224101,245851,8260594,SOLE
ASTRONICS CORP,046433108,401426,6406759,SOLE
ASURE SOFTWARE INC,04649U102,387620,3647504,SOLE
AVANTOR INC,05352A100,468,9861,SOLE
