Company,CUSIP,Shares,Value,Discretion
3M CO,88579Y101,1644145,168015178,SOLE
4D MOLECULAR THERAPEUTICS IN,35104E100,2934914,61603845,SOLE
ACADIA HEALTHCARE COMPANY IN,00404A109,3236785,218612459,SOLE
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,108577223,SOLE
ADOBE INC,00724F101,2276627,1264757364,SOLE
ALLSTATE CORP,020002101,545182,87043758,SOLE
AMAZON COM INC,023135106,9293613,1795990712,SOLE
AMERIPRISE FINL INC,03076C106,909020,388324254,SOLE
API GROUP CORP,00187Y100,27032516,1017233577,SOLE
APOLLO GLOBAL MGMT INC,03769M106,971224,114672418,SOLE
APPLE INC,037833100,4590693,966891760,SOLE
ATLASSIAN CORPORATION,049468101,1465977,259302012,SOLE
BIOMARIN PHARMACEUTICAL INC,09061G101,7063564,581543224,SOLE
BRIDGEBIO PHARMA INC,10806X102,25120991,636314702,SOLE
BROADCOM INC,11135F101,293097,470576026,SOLE
CAMDEN PPTY TR,133131102,3259567,355651355,SOLE
CARVANA CO,146869102,553621,71262095,SOLE
CBRE GROUP INC,12504L109,3620575,322629438,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,438601,131124155,SOLE
CSX CORP,126408103,4738544,158504297,SOLE
DATADOG INC,23804L103,1376071,178462648,SOLE
DAY ONE BIOPHARMACEUTICALS I,23954D109,2558563,35256998,SOLE
DOLLAR TREE INC,256746108,6808797,726975256,SOLE
DOORDASH INC,25809K105,5535921,602197486,SOLE
EDGEWISE THERAPEUTICS INC,28036F105,1481146,26675439,SOLE
ELI LILLY & CO,532457108,144175,130533162,SOLE
EPAM SYS INC,29414B104,756261,142260257,SOLE
EQUITABLE HLDGS INC,29452E101,5859547,239421090,SOLE
FERGUSON PLC NEW,G3421J106,1673699,324111811,SOLE
FIVE9 INC,338307101,1734414,76487657,SOLE
FORD MTR CO DEL,345370860,18789638,235622061,SOLE
FORTIVE CORP,34959J108,10039510,743927691,SOLE
FREEPORT-MCMORAN INC,35671D857,5229917,254173966,SOLE
GE VERNOVA INC,36828A101,2428614,416531587,SOLE
GINKGO BIOWORKS HOLDINGS INC,37611X100,143085126,47833358,SOLE
HCA HEALTHCARE INC,40412C101,654167,210170774,SOLE
HDFC BANK LTD,40415F101,8756864,563329061,SOLE
IMMUNOVANT INC,45258J102,2320902,61271813,SOLE
INHIBRX BIOSCIENCES INC,45720N103,1787705,25331780,SOLE
INSMED INC,457669307,1035970,69409990,SOLE
INTEGER HLDGS CORP,45826H109,1111779,128732890,SOLE
INTUIT,461202103,335994,220818617,SOLE
INTUITIVE SURGICAL INC,46120E602,337893,150311701,SOLE
JPMORGAN CHASE & CO.,46625H100,3009822,608766598,SOLE
KKR & CO INC,48251W104,545092,57365482,SOLE
LAS VEGAS SANDS CORP,517834107,19785682,875516429,SOLE
LONGBOARD PHARMACEUTICALS IN,54300N103,1658962,44841743,SOLE
LPL FINL HLDGS INC,50212V100,130000,36309000,SOLE
MCDONALDS CORP,580135101,1876019,478084682,SOLE
MCKESSON CORP,58155Q103,142169,83032383,SOLE
META PLATFORMS INC,30303M102,266259,134253113,SOLE
MICROSOFT CORP,594918104,2292331,1024557340,SOLE
NETFLIX INC,64110L106,932867,629573281,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,8024565,154151894,SOLE
NRG ENERGY INC,629377508,943457,73457562,SOLE
NVIDIA CORPORATION,67066G104,1384547,171046936,SOLE
ORIC PHARMACEUTICALS INC,68622P109,4000000,28280000,SOLE
OSCAR HEALTH INC,687793109,5928038,93781561,SOLE
PEPGEN INC,713317105,1482434,23659647,SOLE
PHARVARIS N V,N69605108,3653310,68682228,SOLE
PHILIP MORRIS INTL INC,718172109,10912378,1105751263,SOLE
PROCORE TECHNOLOGIES INC,74275K108,1374580,91148400,SOLE
PROGRESSIVE CORP,743315103,4006859,832264683,SOLE
RALLYBIO CORP,75120L100,4194777,5621001,SOLE
REGAL REXNORD CORPORATION,758750103,1123163,151874101,SOLE
ROIVANT SCIENCES LTD,G76279101,69155846,730977292,SOLE
ROYALTY PHARMA PLC,G7709Q104,11970058,315650429,SOLE
RUBRIK INC.,781154109,897170,27507232,SOLE
SALESFORCE INC,79466L302,405135,104160209,SOLE
SANOFI,80105N105,326290,15831591,SOLE
SHERWIN WILLIAMS CO,824348106,407786,121695576,SOLE
SPOTIFY TECHNOLOGY S A,L8681T102,474981,149044288,SOLE
STANDARD BIOTOOLS INC,34385P108,58651170,103812571,SOLE
T-MOBILE US INC,872590104,2492802,439181856,SOLE
TREVI THERAPEUTICS INC,89532M101,4400000,13112000,SOLE
UBS GROUP AG,H42097107,5186506,152688612,SOLE
UNITEDHEALTH GROUP INC,91324P102,441795,224988522,SOLE
US BANCORP DEL,902973304,25404913,1008575046,SOLE
VERTIV HOLDINGS CO,92537N108,689687,59706204,SOLE
VIKING THERAPEUTICS INC,92686J106,1354450,71799395,SOLE
WORKDAY INC,98138H101,3959965,885289775,SOLE
ZAI LAB LTD,98887Q104,2037374,35307691,SOLE
