Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,4500,1587375,SOLE,
ALPHABET INC,02079K305,2234098,543109224,SOLE,
AMERICAN EXPRESS CO,025816109,10200,3388032,SOLE,
BROWN FORMAN CORP,115637209,1649764,44675609,SOLE,
BROWN FORMAN CORP,115637100,2742740,73807133,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,28500,2122965,SOLE,
CME GROUP INC,12572Q105,7400,1999406,SOLE,
COCA COLA CO,191216100,18500,1226920,SOLE,
COLGATE PALMOLIVE CO,194162103,15000,1199100,SOLE,
DISNEY WALT CO,254687106,3725830,426607535,SOLE,
EBAY INC.,278642103,2455079,223289435,SOLE,
EQUIFAX INC,294429105,10500,2693565,SOLE,
FAIR ISAAC CORP,303250104,222955,333658846,SOLE,
INTUIT,461202103,611810,417811167,SOLE,
LAUDER ESTEE COS INC,518439104,15500,1365860,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,749100,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,4376500,66260210,SOLE,
MONDELEZ INTL INC,609207105,5028787,314148324,SOLE,
NIKE INC,654106103,20400,1422492,SOLE,
ORACLE CORP,68389X105,9000,2531160,SOLE,
PAYPAL HLDGS INC,70450Y103,4483618,300671423,SOLE,
PEPSICO INC,713448108,2201671,309202675,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1231680,SOLE,
S&P GLOBAL INC,78409V104,6500,3163615,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,817529,396517916,SOLE,
TKO GROUP HOLDINGS INC,87256C101,2954704,596732020,SOLE,
VERISK ANALYTICS INC,92345Y106,7500,1886325,SOLE,
VISA INC,92826C839,10000,3413800,SOLE,
