Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,247928,40999889,SOLE,
APPLE INC,037833100,165093,35054147,SOLE,
BOOKING HOLDINGS INC,09857L108,5811,30314781,SOLE,
CDW CORP,12514G108,115264,21826401,SOLE,
COPART INC,217204106,488407,30486365,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,191818,14722032,SOLE,
ISHARES TR,464287614,7588,3032317,SOLE,
META PLATFORMS INC,30303M102,69553,45860270,SOLE,
MICROSOFT CORP,594918104,77161,34949393,SOLE,
MOTOROLA SOLUTIONS INC,620076307,56589,23495755,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,82371,14138999,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,12593,16694918,SOLE,
PAYPAL HLDGS INC,70450Y103,473775,34433967,SOLE,
POOL CORP,73278L105,30276,9355845,SOLE,
S&P GLOBAL INC,78409V104,34091,17452625,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,236813,46121612,SOLE,
TRACTOR SUPPLY CO,892356106,480065,24665742,SOLE,
UNITED RENTALS INC,911363109,24829,17711838,SOLE,
UNITEDHEALTH GROUP INC,91324P102,10302,3173119,SOLE,
VISA INC,92826C839,89688,31970169,SOLE,
