Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,4493481,810534103,SOLE,
APPLOVIN CORP,03831W108,5319671,368227627,SOLE,
ASML HOLDING N V,N07059210,494040,479450999,SOLE,
AVIDXCHANGE HOLDINGS INC,05368X102,5080632,66810311,SOLE,
BATH & BODY WORKS INC,070830104,9768116,488601162,SOLE,
BLOCK INC,852234103,6735935,569725382,SOLE,
BOOKING HOLDINGS INC,09857L108,104294,378366117,SOLE,
CONSTELLATION ENERGY CORP,21037T109,875961,161921391,SOLE,
DICKS SPORTING GOODS INC,253393102,1198897,269583979,SOLE,
EPAM SYS INC,29414B104,929917,256805879,SOLE,
ICICI BANK LIMITED,45104G104,9642665,254662783,SOLE,
INTUIT,461202103,902450,586592500,SOLE,
KKR & CO INC,48251W104,6992120,703267430,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,3217551,340320369,SOLE,
LPL FINL HLDGS INC,50212V100,1685070,445195494,SOLE,
MASTERCARD INCORPORATED,57636Q104,680424,327671786,SOLE,
MCKESSON CORP,58155Q103,560936,301138492,SOLE,
META PLATFORMS INC,30303M102,2137817,1038081179,SOLE,
MICROSOFT CORP,594918104,1929918,811955101,SOLE,
PHILIP MORRIS INTL INC,718172109,6671129,611208839,SOLE,
PTC INC,69370C100,2967958,560765985,SOLE,
SALESFORCE INC,79466L302,2400267,722912415,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,1687415,445308819,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,6172524,839771890,SOLE,
VISTRA CORP,92840M102,6412881,446657162,SOLE,
WORKDAY INC,98138H101,1414824,385893246,SOLE,
