Company,CUSIP,Shares,Value,Discretion
ALPHABET INC CLASS                  C,02079K107,36351,6448303,SOLE
AMERICAN INTL GROUP INC COM NEW,026874784,2349,201050,SOLE
ANTERO MIDSTREAM CORP COM,03676B102,18856,357321,SOLE
ANTERO RES CORP COM,03674X106,24906,1003213,SOLE
APPLE INC COM,037833100,2992,613868,SOLE
ASSURED GUARANTY LTD   F,G0585R106,43986,3831180,SOLE
BANK OF AMERICA CORP,060505104,11887,562492,SOLE
BAYER AG SPONS ADR,072730302,6728903,50734969,SOLE
BLACKSTONE INC COM,09260D107,1500,224370,SOLE
BP PLC,055622104,1129372,33802103,SOLE
BRISTOL-MYERS SQUIBB,110122108,550683,25491116,SOLE
CHEVRON CORP.,166764100,2053,293969,SOLE
CITIGROUP INC,172967424,886688,75474882,SOLE
COMCAST CORP NEW CL A,20030N101,6380,227702,SOLE
CSX CORP COM,126408103,40731,1329052,SOLE
DEUTSCHE BANK AG NAMEN AKT,D18190898,10000,292800,SOLE
EXXONMOBIL,30231G102,19143,2063615,SOLE
FAIRFAX FINL HLDGS LTD SUB VTG,303901102,1018,1834084,SOLE
FIRST NATL BK ALASKA COM,32112J106,6290,1621247,SOLE
"FLAGSTAR FINANCIAL, INC.",649445400,4321165,45804349,SOLE
GENIE ENERGY LTD CLASS   B,372284208,198999,5349093,SOLE
GSK PLC ADR,37733W204,659872,25339084,SOLE
HALEON PLC,405552100,118437,1228191,SOLE
IDT CORP CLASS     B,448947507,396564,27093252,SOLE
INTL BUSINESS MACHINES,459200101,1508,444528,SOLE
JPMORGAN CHASE,46625H100,2775,804500,SOLE
MERCK & CO. INC.,58933Y105,490465,38825234,SOLE
MICROSOFT,594918104,1905,947566,SOLE
NAM TAI PROPERTY INC F,02079K107,34740,146000,SOLE
NAVIENT CORP,63938C108,20600,290460,SOLE
NOVARTIS AG SPONSORED ADR,66987V109,18471,2235175,SOLE
ORANGE CNTY BANCORP INC COM,68417L107,8000,206720,SOLE
ORGANON & CO,68622V106,3490150,33784652,SOLE
PATTERSON UTI ENERGY,703481101,1917660,11371723,SOLE
PEPSICO INC COM,713448108,1800,237672,SOLE
PEYTO EXPL & DEV CORP NEW COM,717046106,32307,460580,SOLE
PFIZER,717081103,730989,17719173,SOLE
PINE CLIFF ENERGY LTD COM,722524105,530000,244740,SOLE
PNC FINL SVCS GROUP INC COM,693475105,1497,279070,SOLE
PROCTER & GAMBLE,742718109,1767,281518,SOLE
PUBLIC SVC ENTERPRISE GROUP INC COM,744573106,3624,305068,SOLE
RAFAEL HOLDINGS INC CLASS   B,75062E106,161032,278585,SOLE
SEABOARD CORP,811543107,8623,24672127,SOLE
SEI INVT CO PA PV $0.01,784117103,6596,592716,SOLE
TOURMALINE OIL CORP COM,89156V106,27959,1346408,SOLE
TRINITY PL HLDGS INC,896CNT011,166999,6679,SOLE
VERIZON,92343V104,7715,333828,SOLE
WALT DISNEY,254687106,392450,48667724,SOLE
WEBSTER FINL CO,947890109,30089,1642859,SOLE
WINDROCK LTD CO,97349V107,569,258895,SOLE
ZEDGE INC     CLASS  B,98923T104,84781,339971,SOLE
