Company,CUSIP,Shares,Value,Discretion
"International Flavors & Fragrances, Inc.",459506101,27729011,2384417656,SOLE
Itau Unibanco Holding SA,465562106,15806905,109541852,SOLE
"JD.com, Inc.",47215P106,23931049,655471432,SOLE
Johnson & Johnson,478160104,21097,3337334,SOLE
Johnson Controls International PLC,G51502105,79938324,5221571324,SOLE
"JOYY, Inc.",46591M109,33710,1036583,SOLE
JPMorgan Chase & Co.,46625H100,320565,64209170,SOLE
"Juniper Networks, Inc.",48203R104,34259515,1269657626,SOLE
Kaspi.KZ JSC,48581R205,5526,710865,SOLE
"KE Holdings, Inc.",482497104,38440,527781,SOLE
Las Vegas Sands Corp.,517834107,28400,1468280,SOLE
"Liberty Global, Ltd.",G61188101,4767561,80667132,SOLE
"Liberty Global, Ltd.",G61188127,8786768,154998588,SOLE
Lincoln National Corp.,534187109,8500,271405,SOLE
Linde PLC,G54950103,1326990,616147997,SOLE
Lockheed Martin Corp.,539830109,775,352524,SOLE
Loma Negra Cia Industrial Argentina SA,54150E104,40800,272544,SOLE
LyondellBasell Industries NV,N53745100,16227752,1659774475,SOLE
McDonald's Corp.,580135101,6550,1846773,SOLE
Medtronic PLC,G5960L103,6789315,591688802,SOLE
"Merck & Co., Inc.",58933Y105,160495,21177315,SOLE
"Meta Platforms, Inc.",30303M102,3831944,1860715368,SOLE
"MetLife, Inc.",59156R108,56509034,4187884510,SOLE
"Microchip Technology, Inc.",595017104,8688028,779402992,SOLE
Microsoft Corp.,594918104,9490609,3992889018,SOLE
Molson Coors Beverage Co.,60871R209,14514739,976116198,SOLE
"Mondelez International, Inc.",609207105,11840,828800,SOLE
Moody's Corp.,615369105,1566,615485,SOLE
"Motorola Solutions, Inc.",620076307,8627,3062412,SOLE
"NetEase, Inc.",64110W102,947126,97999127,SOLE
"Neurocrine Biosciences, Inc.",64125C109,1265244,174502452,SOLE
News Corp.,65249B109,10466332,274008572,SOLE
"NextEra Energy, Inc.",65339F101,24000,1533840,SOLE
"Noah Holdings, Ltd.",65487X102,26840,306781,SOLE
Norfolk Southern Corp.,655844108,8125067,2070835826,SOLE
Novartis AG,66987V109,12353985,1195000969,SOLE
Nucor Corp.,670346105,6800,1345720,SOLE
"Nutrien, Ltd.",67077M108,12255459,665593978,SOLE
Occidental Petroleum Corp.,674599162,14273570,615190872,SOLE
Occidental Petroleum Corp.,674599105,79525798,5168381612,SOLE
Otis Worldwide Corp.,68902V107,22260,2209750,SOLE
"Ovintiv, Inc.",69047Q102,8665010,449714019,SOLE
Parker-Hannifin Corp.,701094104,2850,1584002,SOLE
"PayPal Holdings, Inc.",70450Y103,14600,978054,SOLE
"PepsiCo, Inc.",713448108,3075,538156,SOLE
Petroleo Brasileiro SA,71654V408,16500,250965,SOLE
"Pfizer, Inc.",717081103,116385,3229684,SOLE
"Philip Morris International, Inc.",718172109,17000,1557540,SOLE
Phillips 66,718546104,2600,424684,SOLE
"The PNC Financial Services Group, Inc.",693475105,14275,2306840,SOLE
"PPG Industries, Inc.",693506107,2200,318780,SOLE
The Procter & Gamble Co.,742718109,95803,15544037,SOLE
"Qurate Retail, Inc.",74915M100,22000,27060,SOLE
"Regeneron Pharmaceuticals, Inc.",75886F107,2359864,2271345501,SOLE
Rio Tinto PLC,767204100,4000,254960,SOLE
RTX Corp.,75513E101,44303200,4320891096,SOLE
"S&P Global, Inc.",78409V104,5400,2297430,SOLE
Sanofi SA,80105N105,78125609,3796904597,SOLE
Schlumberger NV,806857108,732847,40167344,SOLE
Shell PLC,780259305,58213,3902600,SOLE
State Street Corp.,857477103,19046599,1472683035,SOLE
"Sun Communities, Inc.",866674104,5418615,696725517,SOLE
"Suncor Energy, Inc.",867224107,40018854,1477095901,SOLE
"Synopsys, Inc.",871607107,11450,6543675,SOLE
Target Corp.,87612E106,117799,20875161,SOLE
TC Energy Corp.,87807B107,11860400,476788080,SOLE
"TE Connectivity, Ltd.",H84989104,15814523,2296901321,SOLE
"Teck Resources, Ltd.",878742204,10560340,483452365,SOLE
"Thermo Fisher Scientific, Inc.",883556102,26798,15575266,SOLE
"T-Mobile U.S., Inc.",872590104,11041654,1802218766,SOLE
"The Travelers Co., Inc.",89417E109,112870,25975902,SOLE
"Trip.com Group, Ltd.",89677Q107,30400,1334256,SOLE
Truist Financial Corp.,89832Q109,51941210,2024668366,SOLE
"Taiwan Semiconductor Manufacturing Co., Ltd.",874039100,86500,11768325,SOLE
UBS Group AG,H42097107,75422942,2319072696,SOLE
Unilever PLC,904767704,23900,1199541,SOLE
Union Pacific Corp.,907818108,283191,69645163,SOLE
"UnitedHealth Group, Inc.",91324P102,3946005,1952088674,SOLE
U.S. Bancorp,902973304,25000,1117500,SOLE
"Verizon Communications, Inc.",92343V104,5500,230780,SOLE
VF Corp.,918204108,35430050,543496967,SOLE
"Vipshop Holdings, Ltd.",92763W103,94197,1558960,SOLE
"Visa, Inc.",92826C839,1000,279080,SOLE
Vulcan Materials Co.,929160109,24700,6741124,SOLE
"Walmart, Inc.",931142103,206860,12446766,SOLE
The Walt Disney Co.,254687106,310878,38039032,SOLE
Wells Fargo & Co.,949746101,115176052,6675603987,SOLE
"The Williams Co., Inc.",969457100,37785026,1472482463,SOLE
"XP, Inc.",G98239109,29685045,761718255,SOLE
"Yum China Holdings, Inc.",98850P109,6719862,267383309,SOLE
"Zimmer Biomet Holdings, Inc.",98956P102,16419270,2167015255,SOLE
"Zoetis, Inc.",98978V103,1700,287657,SOLE
