Company,CUSIP,Shares,Value,Discretion,PutCall
8X8 INC,282914AE0,4083000,3045231,DFND,
ADVANCED ENERGY INDUSTRIES INC,007973AE0,7855000,8306662,DFND,
AFFIRM HOLDINGS INC,00827BAB2,5193000,4621770,DFND,
AIR TRANSPORT SERVICES GROUP INC,00922RAD7,6319000,5965767,DFND,
AIRBNB INC,009066AB7,1533000,1430250,DFND,
AKAMAI TECHNOLOGIES INC,00971TAL5,9774000,10113646,DFND,
ALARM.COM HOLDINGS INC,011642AB1,4254000,3985998,DFND,
ALIBABA GROUP HOLDING LTD,01609W102,224719,23847180,DFND,
ALNYLAM PHARMACEUTICALS INC,02043QAB3,1800000,2108700,DFND,
ALPHATEC HOLDINGS INC,02081GAB8,15000000,13529764,DFND,
ALTICE USA INC,02156K103,7500000,18450000,DFND,
ALVOTECH SA,L01800108,2532027,30131121,DFND,
ALVOTECH SA,L01800116,4666667,14233334,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,5657451,150657920,DFND,
ANYWHERE REAL ESTATE INC,75606DAP6,37148000,32588083,DFND,
ARBOR REALTY TRUST INC,038923BA5,1750000,1787187,DFND,
ARRAY TECHNOLOGIES INC,04271TAB6,3145000,2346763,DFND,
ASCENDIS PHARMA A/S,04351PAD3,12369000,14420502,DFND,
ATLANTICA SUSTAINABLE INFRASTRUCTURE JERSEY LTD,04916EAB0,2383000,2358411,DFND,
BANCO BRADESCO SA,059460303,14114711,37545131,DFND,
BANCO MACRO SA,05961W105,464300,29483050,DFND,
BANDWIDTH INC,05988JAD5,6975000,5477670,DFND,
BATTALION OIL CORP,07134L107,3009912,20076113,DFND,
BAUSCH HEALTH COS INC,071734107,1270000,10363200,DFND,
BENTLEY SYSTEMS INC,08265TAB5,2500000,2512500,DFND,
BERRY CORP,08579X101,3697000,19002580,DFND,
BILIBILI INC,090040AF3,1480000,1471120,DFND,
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,4376000,4168140,DFND,
BLOCK INC,852234AF0,1253000,1229506,DFND,
BLOCK INC,852234AJ2,3178000,2940444,DFND,
BRASKEM SA,105532105,2491792,18289753,DFND,
BRIDGEBIO PHARMA INC,10806XAB8,1246000,1288245,DFND,
BRIDGEBIO PHARMA INC,10806XAD4,2382000,2000880,DFND,
CABLE ONE INC,12685JAE5,41521000,38199320,DFND,
CALIFORNIA RESOURCES CORP,13057Q305,2046753,107393129,DFND,
CARDLYTICS INC,14161WAB1,3206000,2949514,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,4005126,100929200,DFND,
CEMEX SAB DE CV,151290889,14689032,89603095,DFND,
CHEGG INC,163092AD1,5568000,5345280,DFND,
CHESAPEAKE ENERGY CORP,165167735,6870884,565130229,DFND,
CMS ENERGY CORP,125896BX7,5980000,6434479,DFND,
COHERUS BIOSCIENCES INC,19249HAB9,46030000,36133550,DFND,
CONMED CORP,207410AH4,681000,633451,DFND,
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,2461000,2266581,DFND,
CYTOKINETICS INC,23282WAC4,1700000,2200650,DFND,
DAQO NEW ENERGY CORP,23703Q203,604939,12322607,DFND,
DIGITALOCEAN HOLDINGS INC,25402DAB8,7997000,7101336,DFND,
ECD AUTOMOTIVE DESIGN INC,27877D104,75000,89250,DFND,
ENLINK MIDSTREAM LLC,29336T100,2525098,36639171,DFND,
ETSY INC,29786AAJ5,1550000,1536050,DFND,
ETSY INC,29786AAN6,7782000,6380733,DFND,
EVENTBRITE INC,29975EAD1,3062000,2655881,DFND,
EZCORP INC,302301AE6,3975000,3930722,DFND,
FIRST MAJESTIC SILVER CORP,32076VAD5,15092000,13407732,DFND,
FIVE9 INC,338307AD3,2879000,2785434,DFND,
FIVERR INTERNATIONAL LTD,33835LAA3,4904000,4615145,DFND,
FLUOR CORP,343412AJ1,6718000,8236267,DFND,
FORD MOTOR CO,345370CZ1,4988000,4900709,DFND,
FREEPORT-MCMORAN INC,35671D857,2425239,121067930,DFND,
GARRETT MOTION INC,366505105,44082816,360597434,DFND,
GROUPON INC,399473AF4,2075000,1862257,DFND,
GUARDANT HEALTH INC,40131MAB5,21573000,17369577,DFND,
H WORLD GROUP LTD,44332N106,1167869,43444726,DFND,
H WORLD GROUP LTD,44332NAB2,10049000,11872893,DFND,
HAEMONETICS CORP,405024AB6,6589000,6094825,DFND,
HALOZYME THERAPEUTICS INC,40637HAF6,4778000,5685820,DFND,
HDFC BANK LTD,40415F101,54040,3380742,DFND,
HIMS & HERS HEALTH INC,433000106,666962,12285440,DFND,
INDIVIOR PLC,G4766E116,9521980,94068047,DFND,
INFINERA CORP,45667G103,25175384,169933842,DFND,
INFOSYS LTD,456788108,1711512,38115372,DFND,
INNOVIVA INC,45781MAD3,3062000,2991648,DFND,
INSMED INC,457669AB5,1642000,3770853,DFND,
INTEGRA LIFESCIENCES HOLDINGS CORP,457985AM1,3062000,2917320,DFND,
ITAU UNIBANCO HOLDING SA,465562106,9076407,60358106,DFND,
JD.COM INC,47215P106,1760208,70408320,DFND,
JETBLUE AIRWAYS CORP,477143AP6,17160000,15830099,DFND,
JOYY INC,46591M109,882590,31985061,DFND,
KANZHUN LTD,48553T106,2011574,34920924,DFND,
KILROY REALTY CORP,49427F108,1850011,71595425,DFND,
LENDINGTREE INC,52603BAD9,3386000,3186733,DFND,
LIBERTY GLOBAL LTD,G61188101,500000,10555000,DFND,Call
LIBERTY GLOBAL LTD,G61188101,5973258,126095476,DFND,
LIBERTY MEDIA CORP-LIBERTY FORMULA ONE,531229AQ5,10969000,12108769,DFND,
LIVE NATION ENTERTAINMENT INC,538034BA6,4903000,6047793,DFND,
LUMENTUM HOLDINGS INC,55024UAF6,4084000,3551038,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,2849858,13308836,DFND,
MAGNITE INC,55955DAB6,3403000,3169039,DFND,
MANNKIND CORP,56400PAQ5,1000000,1332500,DFND,
MARA HOLDINGS INC,565788AB2,6293000,5587362,DFND,
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAD9,1461000,1363103,DFND,
MESA LABORATORIES INC,59064RAA7,7146000,6901085,DFND,
MIDDLEBY CORP/THE,596278AB7,1400000,1635340,DFND,
NATIONAL VISION HOLDINGS INC,63845RAB3,4765000,4676847,DFND,
NEOGENOMICS INC,64049MAB6,3607000,3002827,DFND,
NETEASE INC,64110W102,232594,21749864,DFND,
NEW MOUNTAIN FINANCE CORP,647551AE0,6635000,6717937,DFND,
NIO INC,62914VAJ5,1215000,1127090,DFND,
NIO INC,62914VAF3,2324000,2267062,DFND,
NORTHERN OIL & GAS INC,665531AJ8,1400000,1603350,DFND,
NORWEGIAN CRUISE LINE HOLDINGS LTD,62886HBD2,7225000,7020515,DFND,
NUTANIX INC,67059NAH1,7407000,8869882,DFND,
NUVASIVE INC,670704AJ4,6791000,6651224,DFND,
OAKTREE SPECIALTY LENDING CORP,67401P405,1852456,30213557,DFND,
OKTA INC,679295AD7,3402000,3259116,DFND,
ON SEMICONDUCTOR CORP,682189AU9,6440000,6534990,DFND,
ONITY GROUP INC,675746606,451029,14405866,DFND,
PACIRA BIOSCIENCES INC,695127AF7,6494000,6203950,DFND,
PAMPA ENERGIA SA,697660207,203767,12234170,DFND,
PDD HOLDINGS INC,722304102,283267,38187224,DFND,
PEBBLEBROOK HOTEL TRUST,70509VAA8,21851000,20146622,DFND,
PEGASYSTEMS INC,705573AB9,7315000,7186987,DFND,
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAD5,578000,575832,DFND,
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAF0,4503000,4383670,DFND,
PERFICIENT INC,71375UAF8,2823000,2782066,DFND,
PETROLEO BRASILEIRO SA,71654V408,4069272,58638209,DFND,
POST HOLDINGS INC,737446AT1,1300000,1548950,DFND,
PPL CORP,69352PAS2,4491000,4768319,DFND,
REALREAL INC/THE,88339PAD3,1616000,775680,DFND,
REDFIN CORP,75737FAE8,3063000,2258962,DFND,
REDWOOD TRUST INC,758075AF2,1954000,1957908,DFND,
REDWOOD TRUST INC,749772AD1,7884000,7765739,DFND,
RUNWAY GROWTH FINANCE CORP,78163D100,10779667,110922782,DFND,
SAREPTA THERAPEUTICS INC,803607AD2,6524000,7411263,DFND,
SEA LTD,81141RAG5,7152000,6497592,DFND,
SEAGATE TECHNOLOGY HOLDINGS PLC,81180WBL4,1679000,2418599,DFND,
SHAKE SHACK INC,819047AB7,8475000,7897841,DFND,
SHIFT4 PAYMENTS INC,82452JAB5,2950000,3600475,DFND,
SITIO ROYALTIES CORP,82983N108,12935120,269567900,DFND,
SMARTRENT INC,83193G107,7505294,12984160,DFND,
SNAP INC,83304AAH9,8848000,7109368,DFND,
SOLAREDGE TECHNOLOGIES INC,83417MAD6,681000,634011,DFND,
SOUTHERN CO/THE,842587DP9,11016000,12263562,DFND,
SSR MINING INC,784730AB9,3039000,2855900,DFND,
STAR BULK CARRIERS CORP,Y8162K204,5712206,135322160,DFND,
STATE STREET CORP,78462F103,395000,226635200,DFND,Put
