Company,CUSIP,Shares,Value,Discretion,PutCall
Unilever PLC ADR,904767704,239440,14646545,SOLE,
Alphabet Inc.,02079K107,1281057,227246701,SOLE,
Altria Group Inc.,02209S103,4900,287287,SOLE,
America's CAR MART Inc,03062T105,11000,616440,SOLE,
Amplify Energy Corp,03212B103,240000,768000,SOLE,
Aon PLC,G0403H108,12915,4607555,SOLE,
Armstrong World Industries,04247X102,861335,139915257,SOLE,
BNY Mellon Corp.,064058100,539131,49120225,SOLE,
Berkshire Hathaway A,084670108,13,9474400,SOLE,
Berkshire Hathaway B,084670702,326867,158782183,SOLE,
Booking Hldgs Inc. Com,09857L108,1115,6455003,SOLE,
Canadian Natural Resources Ltd,136385101,22126877,694783938,SOLE,
Cato Corp,149205106,105445,296300,SOLE,
Charles Schwab Corp,808513105,4565374,416544724,SOLE,
Cisco Systems Inc.,17275R102,386100,26787618,SOLE,
Clorox Company,189054109,45210,5428365,SOLE,
Coca-Cola Co.,191216100,2216552,156821054,SOLE,
Cognizant Technology Solutions,192446102,3410672,266134736,SOLE,
Colgate-Palmolive,194162103,802400,72938160,SOLE,
Comcast Cl A,20030N101,1243500,44380515,SOLE,
ConocoPhillips,20825C104,1625996,145916881,SOLE,
Darling Ingredients Inc.,237266101,1578504,59888442,SOLE,
Devon Energy Corp,25179M103,642409,20435030,SOLE,
Diamondback Energy Inc,25278X109,1050617,144354776,SOLE,
EOG Resources Inc,26875P101,1259812,150686113,SOLE,
Ebay Inc.,278642103,2037683,151725876,SOLE,
"Elevance Health, Inc.",036752103,341340,132767606,SOLE,
Embecta Corp,29082K105,2373386,22998110,SOLE,
Exxon Mobil Corp.,30231G102,16400,1767920,SOLE,
Fox Corp A,35137L105,1636463,91707405,SOLE,
Fox Corp B,35137L204,6226402,321469135,SOLE,
Goldman Sachs Grp,38141G104,8700,6157425,SOLE,
Graftech International LTD,384313508,10826186,10529549,SOLE,
Hershey Co.,427866108,38250,6347587,SOLE,
Ingredion Inc,457187102,1577486,213938651,SOLE,
Johnson & Johnson,478160104,1363534,208279757,SOLE,
Kenvue Inc,49177J102,8187172,171357510,SOLE,
L3Harris Technologies,502431109,519641,130346748,SOLE,
Legacy Housing Corporation,52472M101,60000,1359600,SOLE,
Lockheed Martin Corp.,539830109,222615,103101911,SOLE,
MSCI Inc.,55354G100,10900,6286466,SOLE,
Masco Corporation,574599106,258206,16618138,SOLE,
Mastercard Inc.,57636Q104,11670,6557840,SOLE,
Microsoft Corp.,594918104,1105264,549769366,SOLE,
Moody's Corp.,615369105,12425,6232256,SOLE,
News Corp CL B,65249B208,8140,279283,SOLE,
News Corp Cl A,65249B109,8119440,241309757,SOLE,
Northern Trust Corp.,665859104,9500,1204505,SOLE,
Northrop Grumman Corp,666807102,222144,111067557,SOLE,
Olin Corp,680665205,4060376,81572954,SOLE,
Oracle Corporation,68389X105,105828,23137176,SOLE,
"PepsiCo, Inc.",713448108,2107392,278260040,SOLE,
Philip Morris Intl,718172109,6700,1220271,SOLE,
Procter & Gamble,742718109,2018491,321585986,SOLE,
"Reading International, Inc.",755408101,385000,515900,SOLE,
"Reliance, Inc.",759509102,748372,234913971,SOLE,
Spdr S&P 500 ETF,78462F103,3503,2164329,SOLE,
State Street Corp,857477103,1208504,128512315,SOLE,
Sysco Corporation,871829107,1318241,99843573,SOLE,
Talen Energy Corp,87422Q109,443700,129014649,SOLE,
Teledyne Technologies Inc Com,879360105,3500,1793085,SOLE,
Tyson Foods Inc,902494103,2612306,146132398,SOLE,
U-Haul Holding Company,023586100,332758,20151824,SOLE,
U-Haul Holding Company Class B,023586506,5986465,325484102,SOLE,
UnitedHealth Group,91324P102,129000,40244130,SOLE,
VISA Inc.,92826C839,732,259897,SOLE,
Verizon Commun.,92343V104,51000,2206770,SOLE,
Walt Disney Company,254687106,1424444,176645338,SOLE,
Warner Bros Discovery Inc,934423104,7626797,87403094,SOLE,
Wells Fargo & Co,949746101,151707,12154765,SOLE,
