Company,CUSIP,Shares,Value,Discretion,PutCall
AFFIRM HLDGS INC,00827B106,3817170,284111963,SOLE,
AMAZON COM INC,023135106,2414520,557319506,SOLE,
AMPHENOL CORP NEW,032095101,2809773,379712723,SOLE,
APPLOVIN CORP,03831W108,780530,525936725,SOLE,
ASML HOLDING N V,N07059210,605017,647283488,SOLE,
BOOKING HOLDINGS INC,09857L108,4630,24795178,SOLE,
BOSTON SCIENTIFIC CORP,101137107,201703,19232381,SOLE,
BROADCOM INC,11135F101,1730216,598827758,SOLE,
BROOKFIELD CORP,11271J107,15923360,730722990,SOLE,
CAPITAL ONE FINL CORP,14040H105,2294891,556189783,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,1312938,413365400,SOLE,
CARVANA CO,146869102,1779328,750912003,SOLE,
CLEAN HARBORS INC,184496107,1378125,323142750,SOLE,
DOORDASH INC,25809K105,2529879,572966996,SOLE,
ENTEGRIS INC,29362U104,3054230,257318878,SOLE,
HILTON WORLDWIDE HLDGS INC,43300A203,57817,16607933,SOLE,
KKR & CO INC,48251W104,5001085,637538316,SOLE,
LPL FINL HLDGS INC,50212V100,2074948,741109177,SOLE,
MASTERCARD INCORPORATED,57636Q104,96338,54997437,SOLE,
MEDLINE INC,58507V107,11716697,492101274,SOLE,
MICROSOFT CORP,594918104,1234125,596847533,SOLE,
NU HLDGS LTD,G6683N103,29630237,496010167,SOLE,
PHILIP MORRIS INTL INC,718172109,2643579,424030072,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,17762,10314571,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3052400,927593836,SOLE,
TALEN ENERGY CORP,87422Q109,1292516,484486697,SOLE,
TENET HEALTHCARE CORP,88033G407,1787326,355177423,SOLE,
TRANSDIGM GROUP INC,893641100,19228,25570356,SOLE,
VISA INC,92826C839,15217,5336754,SOLE,
VISTRA CORP,92840M102,5211885,840833407,SOLE,
VULCAN MATLS CO,929160109,1683932,480291085,SOLE,
WINGSTOP INC,974155103,1595258,380453080,SOLE,
