Company,CUSIP,Shares,Value,Discretion,PutCall
1 800 FLOWERS COM INC,68243Q106,357760,2110784,SOLE,
AAR CORP,000361105,68,3807,SOLE,
AAR CORP,000361105,139647,7818836,SOLE,
ACCENTURE PLC IRELAND,G1151C101,2,624,SOLE,
ACCENTURE PLC IRELAND,G1151C101,2626,819417,SOLE,
ACCO BRANDS CORP,00081T108,719764,3015811,SOLE,
ADAPTHEALTH CORP,00653Q102,841636,9123334,SOLE,
ADTRAN HOLDINGS INC,00486H105,1144107,9976613,SOLE,
ADVANCED ENERGY INDS,007973100,118983,11340270,SOLE,
ADVANSIX INC,00773T101,225324,5103589,SOLE,
AGNICO EAGLE MINES LTD,008474108,6535053,708140834,SOLE,
AIR LEASE CORP,00912X302,464,22416,SOLE,
AIR LEASE CORP,00912X302,262523,12682486,SOLE,
AIR TRANSPORT SERVICES GRP I,00922R105,184747,4145723,SOLE,
AIRGAIN INC,00938A104,559214,1884551,SOLE,
ALAMOS GOLD INC NEW,011532108,6398366,170986560,SOLE,
ALIGN TECHNOLOGY INC,016255101,44,6990,SOLE,
ALIGN TECHNOLOGY INC,016255101,1276,202705,SOLE,
ALPHA & OMEGA SEMICONDUCTOR,G6331P104,306708,7624761,SOLE,
ALPHABET INC,02079K107,91190,14246584,SOLE,
ALPHABET INC,02079K107,7085585,1106980945,SOLE,
ALPHABET INC,02079K305,56,8660,SOLE,
ALPHABET INC,02079K305,3340657,516599198,SOLE,
ALPHATEC HLDGS INC,02081G201,710437,7203831,SOLE,
ALTA EQUIPMENT GROUP INC,02128L106,681659,3196981,SOLE,
ALTISOURCE PORTFOLIO SOLNS S,L0175J104,3759044,2518559,SOLE,
AMBEV SA,02319V103,9441739,21999252,SOLE,
AMBEV SA,02319V103,332135406,773875496,SOLE,
AMERESCO INC,02361E108,566427,6842438,SOLE,
AMERICAN EXPRESS CO,025816109,26742,7194889,SOLE,
AMERICAN EXPRESS CO,025816109,2078532,559229035,SOLE,
AMERICAN WOODMARK CORPORATIO,030506109,128600,7565538,SOLE,
AMERICAN WTR WKS CO INC NEW,030420103,1089,160649,SOLE,
AMERIS BANCORP,03076K108,182783,10522817,SOLE,
AMKOR TECHNOLOGY INC,031652100,382,6899,SOLE,
AMKOR TECHNOLOGY INC,031652100,424118,7659571,SOLE,
AMMO INC,00175J107,1819870,2511421,SOLE,
AMTECH SYS INC,032332504,841922,4066483,SOLE,
ANALOG DEVICES INC,032654105,28991,5846657,SOLE,
ANALOG DEVICES INC,032654105,2825315,569781276,SOLE,
ANGIODYNAMICS INC,03475V101,377835,3547871,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,2501368,92850780,SOLE,
ARAMARK,03852U106,350,12082,SOLE,
ARAMARK,03852U106,16085,555254,SOLE,
ARCOSA INC,039653100,32,2468,SOLE,
ARCOSA INC,039653100,133448,10291510,SOLE,
ARTIVION INC,228903100,433215,10648425,SOLE,
ASTEC INDS INC,046224101,300650,10357393,SOLE,
ASTRONICS CORP,046433108,277426,6705386,SOLE,
ASURE SOFTWARE INC,04649U102,272620,2603521,SOLE,
AVANTOR INC,05352A100,468,7586,SOLE,
AVANTOR INC,05352A100,11614,188263,SOLE,
AVEANNA HEALTHCARE HLDGS INC,05356F105,723167,3919565,SOLE,
AVIAT NETWORKS INC,05366Y201,328907,6305147,SOLE,
AVNET INC,053807103,189,9089,SOLE,
AVNET INC,053807103,164456,7908689,SOLE,
AXIS CAP HLDGS LTD,G0692U109,214,21451,SOLE,
AXIS CAP HLDGS LTD,G0692U109,184535,18497788,SOLE,
AXOS FINANCIAL INC,05465C100,162272,10469789,SOLE,
AZEK CO INC,05478C105,130,6356,SOLE,
AZEK CO INC,05478C105,58429,2856594,SOLE,
AZENTA INC,114340102,170200,5895728,SOLE,
B2GOLD CORP,11777Q209,12842101,36505302,SOLE,
BACKBLAZE INC,05637B105,1065390,5145834,SOLE,
BANK AMERICA CORP,060505682,24541,30297580,SOLE,
BANK NEW YORK MELLON CORP,064058100,153623,12884381,SOLE,
BANK NEW YORK MELLON CORP,064058100,13783913,1156056783,SOLE,
BARRICK GOLD CORP,067901108,1143095,22221763,SOLE,
BARRICK GOLD CORP,067901108,44474779,864589704,SOLE,
BEAZER HOMES USA INC,07556Q881,717,14620,SOLE,
BEAZER HOMES USA INC,07556Q881,694458,14159999,SOLE,
BECTON DICKINSON & CO,075887109,54247,12425715,SOLE,
BECTON DICKINSON & CO,075887109,5463465,1251461293,SOLE,
BELDEN INC,077454106,135,13534,SOLE,
BELDEN INC,077454106,88306,8852677,SOLE,
BENCHMARK ELECTRS INC,08160H101,244879,9312748,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,912,728178739,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,14899,7935096,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,983,523526,SOLE,
BIO RAD LABS INC,090572207,14095,3433051,SOLE,
BIO RAD LABS INC,090572207,1552095,378028258,SOLE,
BLACK HILLS CORP,092113109,196,11887,SOLE,
BLACK HILLS CORP,092113109,162020,9826513,SOLE,
BLACK STONE MINERALS L P,09225M101,14564,222392,SOLE,
BLADE AIR MOBILITY INC,092667104,1127820,3078949,SOLE,
BOISE CASCADE CO DEL,09739D100,45853,4497721,SOLE,
BRITISH AMERN TOB PLC,110448107,1008943,41739954,SOLE,
BRITISH AMERN TOB PLC,110448107,1872,77445,SOLE,
BROOKDALE SR LIVING INC,112463104,1987886,12444166,SOLE,
BROWN & BROWN INC,115236101,28358,3527709,SOLE,
BROWN & BROWN INC,115236101,1893341,235531620,SOLE,
BXP INC,101121101,3636733,244352090,SOLE,
C H ROBINSON WORLDWIDE INC,12541W209,119493,12236082,SOLE,
C H ROBINSON WORLDWIDE INC,12541W209,10612684,1086738842,SOLE,
CAE INC,124765108,942214,23168821,SOLE,
CANADIAN NATL RY CO,136375102,1765,171788,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,2446,171685,SOLE,
CANTALOUPE INC,138103106,274701,2161897,SOLE,
CARDINAL HEALTH INC,14149Y108,237,32651,SOLE,
CARDINAL HEALTH INC,14149Y108,10779,1485023,SOLE,
CAREDX INC,14167L103,239,4242,SOLE,
CAREDX INC,14167L103,328375,5828656,SOLE,
CARLISLE COS INC,142339100,548101,186628391,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,28454,5155296,SOLE,
CARS COM INC,14575E105,585143,6594562,SOLE,
CASEYS GEN STORES INC,147528103,28,12153,SOLE,
CASEYS GEN STORES INC,147528103,1293,561214,SOLE,
CAVCO INDS INC DEL,149568107,4728,2456811,SOLE,
CECO ENVIRONMENTAL CORP,125141101,588278,13412738,SOLE,
CENTURY ALUM CO,156431108,365056,6775439,SOLE,
CENTURY CMNTYS INC,156504300,174947,11738944,SOLE,
CERAGON NETWORKS LTD,M22013102,451332,1060630,SOLE,
CHAMPION HOMES INC,830830105,44,4169,SOLE,
CHAMPION HOMES INC,830830105,92161,8733176,SOLE,
CHART INDS INC,16115Q308,108,15591,SOLE,
CHART INDS INC,16115Q308,5030,726131,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,768911,283366771,SOLE,
CHEESECAKE FACTORY INC,163072101,427,20778,SOLE,
CHEESECAKE FACTORY INC,163072101,206991,10072182,SOLE,
CHEFS WHSE INC,163086101,248,13506,SOLE,
CHEFS WHSE INC,163086101,207313,11290266,SOLE,
CITIZENS INC,174740100,557394,2536143,SOLE,
CLARUS CORP NEW,18270P109,926975,3476156,SOLE,
CLEARWATER PAPER CORP,18538R103,83913,2128873,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,356823,32574372,SOLE,
COEUR MNG INC,192108504,2463978,14586750,SOLE,
COHERENT CORP,19247G107,135,8767,SOLE,
COHERENT CORP,19247G107,6301,409187,SOLE,
COLGATE PALMOLIVE CO,194162103,95783,8974855,SOLE,
COLGATE PALMOLIVE CO,194162103,8623900,808059430,SOLE,
COMCAST CORP NEW,20030N101,348073,12843882,SOLE,
COMCAST CORP NEW,20030N101,35066240,1293944256,SOLE,
COMMERCIAL METALS CO,201723103,262479,12076659,SOLE,
COMPANIA CERVECERIAS UNIDAS,204429104,984129,14958757,SOLE,
COMPANIA CERVECERIAS UNIDAS,204429104,14908221,226604959,SOLE,
CONCENTRA GROUP HOLDINGS PAR,20603L102,315759,6851970,SOLE,
CONCRETE PUMPING HLDGS INC,206704108,357962,1954473,SOLE,
CORE NATURAL RESOURCES INC,218937100,50107,3863250,SOLE,
COTY INC,222070203,1202,6575,SOLE,
COTY INC,222070203,59074,323135,SOLE,
CRH PLC,G25508105,4052,351196,SOLE,
CUMMINS INC,231021106,19260,6036864,SOLE,
CUMMINS INC,231021106,1526104,478342038,SOLE,
CUMULUS MEDIA INC,231082801,21927,19954,SOLE,
CURTISS WRIGHT CORP,231561101,44,13960,SOLE,
CURTISS WRIGHT CORP,231561101,2056,652307,SOLE,
CUSTOM TRUCK ONE SOURCE INC,23204X103,145523,614107,SOLE,
CUSTOMERS BANCORP INC,23204G100,86117,4323073,SOLE,
DEERE & CO,244199105,530173,248836698,SOLE,
DELTA AIR LINES INC DEL,247361702,311,13560,SOLE,
DELTA AIR LINES INC DEL,247361702,14494,631938,SOLE,
DENNYS CORP,24869P104,2835,10404,SOLE,
DENNYS CORP,24869P104,1835691,6736986,SOLE,
DENTSPLY SIRONA INC,24906P109,14438975,215718287,SOLE,
DHI GROUP INC,23331S100,156344,217318,SOLE,
DIAGEO PLC,25243Q205,40366,4229954,SOLE,
DIGI INTL INC,253798102,184909,5146017,SOLE,
DIME CMNTY BANCSHARES INC,25432X102,343002,9562896,SOLE,
DISNEY WALT CO,254687106,40480,3995378,SOLE,
DISNEY WALT CO,254687106,3435921,339125403,SOLE,
DNOW INC,67011P100,249934,4268873,SOLE,
DOCGO INC,256086109,607140,1602850,SOLE,
DOLLAR GEN CORP NEW,256677105,66024,5805497,SOLE,
DOLLAR GEN CORP NEW,256677105,6003967,527928818,SOLE,
DOMINION ENERGY INC,25746U109,3940,220916,SOLE,
DONALDSON INC,257651109,246,16497,SOLE,
DONALDSON INC,257651109,11371,762539,SOLE,
DORIAN LPG LTD,Y2106R110,389125,8693053,SOLE,
DOUGLAS ELLIMAN INC,25961D105,1474312,2535817,SOLE,
DOUGLAS EMMETT INC,25960P109,13261676,212186816,SOLE,
DOVER CORP,260003108,113,19852,SOLE,
DOVER CORP,260003108,5576,979592,SOLE,
DUCOMMUN INC DEL,264147109,248587,14425504,SOLE,
DYCOM INDS INC,267475101,90,13711,SOLE,
DYCOM INDS INC,267475101,62912,9584014,SOLE,
EASTGROUP PPTYS INC,277276101,547,96354,SOLE,
EASTMAN KODAK CO,277461406,513216,3243525,SOLE,
EL POLLO LOCO HLDGS INC,268603107,619893,6384898,SOLE,
ELEVANCE HEALTH INC,036752103,33676,14647883,SOLE,
ELEVANCE HEALTH INC,036752103,3207685,1395214668,SOLE,
EMBECTA CORP,29082K105,395494,5042549,SOLE,
ENOVIS CORPORATION,194014502,200,7642,SOLE,
ENOVIS CORPORATION,194014502,310321,11857365,SOLE,
ENPRO INC,29355X107,54493,8816422,SOLE,
ENSIGN GROUP INC,29358P101,113,14622,SOLE,
ENSIGN GROUP INC,29358P101,5225,676115,SOLE,
ENTEGRIS INC,29362U104,107,9360,SOLE,
ENTEGRIS INC,29362U104,5076,444048,SOLE,
ENTERPRISE PRODS PARTNERS L,293792107,1651887,56395422,SOLE,
EQUINIX INC,29444U700,222,181008,SOLE,
EQUITY RESIDENTIAL,29476L107,88764,6353701,SOLE,
EQUITY RESIDENTIAL,29476L107,9213875,659529173,SOLE,
ETHAN ALLEN INTERIORS INC,297602104,218661,6056910,SOLE,
EVERCORE INC,29977A105,103,20571,SOLE,
EVERCORE INC,29977A105,4740,946673,SOLE,
EVERQUOTE INC,30041R108,297857,7800875,SOLE,
EXELIXIS INC,30161Q104,416,15359,SOLE,
EXELIXIS INC,30161Q104,19271,711485,SOLE,
EXPAND ENERGY CORPORATION,165167735,219,24379,SOLE,
EXPAND ENERGY CORPORATION,165167735,10074,1121438,SOLE,
EXPEDITORS INTL WASH INC,302130109,54877,6598904,SOLE,
EXPEDITORS INTL WASH INC,302130109,5306840,638147510,SOLE,
EXTRA SPACE STORAGE INC,30225T102,27,4009,SOLE,
EXTRA SPACE STORAGE INC,30225T102,1616022,239963107,SOLE,
EXXON MOBIL CORP,30231G102,99325,11812688,SOLE,
EXXON MOBIL CORP,30231G102,8607012,1023631937,SOLE,
FABRINET,G3323L100,87,17183,SOLE,
FABRINET,G3323L100,66867,13206901,SOLE,
FASTLY INC,31188V100,646673,4093440,SOLE,
FERROGLOBE PLC,G33856108,2040772,7571264,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,71046,4623661,SOLE,
FIDELITY NATIONAL FINANCIAL,31620R303,6021804,391899004,SOLE,
FIRST AMERN FINL CORP,31847R102,47,3085,SOLE,
FIRST AMERN FINL CORP,31847R102,126128,8277781,SOLE,
FLEX LTD,Y2573F102,356,11776,SOLE,
FLEX LTD,Y2573F102,16348,540792,SOLE,
FLOWSERVE CORP,34354P105,3986791,194714872,SOLE,
FOMENTO ECONOMICO MEXICANO S,344419106,337601,32943109,SOLE,
FOMENTO ECONOMICO MEXICANO S,344419106,12306888,1200906131,SOLE,
FORESTAR GROUP INC,346232101,528769,11178177,SOLE,
FOSSIL GROUP INC,34988V106,649269,746659,SOLE,
FRANCO NEV CORP,351858105,3219191,506398801,SOLE,
FTAI INFRASTRUCTURE INC,35953C106,1286241,5826672,SOLE,
GENCOR INDS INC,368678108,28801,350220,SOLE,
GENERAC HLDGS INC,368736104,97,12285,SOLE,
GENERAC HLDGS INC,368736104,4935,625018,SOLE,
GENERAL DYNAMICS CORP,369550108,7297,1989016,SOLE,
GEOSPACE TECHNOLOGIES CORP,37364X109,467887,3373465,SOLE,
GOLAR LNG LTD,G9456A100,285972,10864076,SOLE,
GOLD FIELDS LTD,38059T106,6148502,135820409,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,1024,9462,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,951948,8796000,SOLE,
GRAHAM CORP,384556106,368173,10610746,SOLE,
GXO LOGISTICS INCORPORATED,36262G101,256,10004,SOLE,
GXO LOGISTICS INCORPORATED,36262G101,345944,13519492,SOLE,
HALEON PLC,405552100,2485152,25572210,SOLE,
HALEON PLC,405552100,3786,38958,SOLE,
HARMONIC INC,413160102,261576,2508514,SOLE,
HCA HEALTHCARE INC,40412C101,46246,15980191,SOLE,
HCA HEALTHCARE INC,40412C101,4475855,1546631695,SOLE,
HEALTHCARE SVCS GROUP INC,421906108,504348,5083828,SOLE,
HEALTHSTREAM INC,42222N103,412898,13287058,SOLE,
HEARTLAND EXPRESS INC,422347104,719868,6637183,SOLE,
HECLA MNG CO,422704106,1947728,10829368,SOLE,
HELIX ENERGY SOLUTIONS GRP I,42330P107,372258,3093464,SOLE,
HELMERICH & PAYNE INC,423452101,141993,3708857,SOLE,
HF SINCLAIR CORP,403949100,164,5392,SOLE,
HF SINCLAIR CORP,403949100,6191,203560,SOLE,
HOLLEY INC,43538H103,359446,923776,SOLE,
HOME DEPOT INC,437076102,20,7330,SOLE,
HOME DEPOT INC,437076102,50476,18498949,SOLE,
HOOKER FURNISHINGS CORPORATI,439038100,233653,2345876,SOLE,
HOULIHAN LOKEY INC,441593100,95,15343,SOLE,
HOULIHAN LOKEY INC,441593100,4102,662473,SOLE,
ICAD INC,44934S206,724519,1492509,SOLE,
ICHOR HOLDINGS,G4740B105,366795,8293235,SOLE,
ICU MED INC,44930G107,8150,1131709,SOLE,
IDACORP INC,451107106,102765,11943348,SOLE,
IMPERIAL OIL LTD,453038408,755439,54633358,SOLE,
IMPERIAL OIL LTD,453038408,20332918,1468996549,SOLE,
INFUSYSTEM HLDGS INC,45685K102,920371,4951596,SOLE,
INGREDION INC,457187102,145,19605,SOLE,
INGREDION INC,457187102,92856,12555060,SOLE,
INSTALLED BLDG PRODS INC,45780R101,70028,12007001,SOLE,
INSTEEL INDS INC,45774W108,517054,13598520,SOLE,
INTERFACE INC,458665304,155617,3087441,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,151,11719,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,2449538,190108644,SOLE,
INTERNATIONAL MNY EXPRESS IN,46005L101,494334,6238495,SOLE,
INTEST CORP,461147100,610834,4269730,SOLE,
INTREPID POTASH INC,46121Y201,584321,17173194,SOLE,
INVESCO EXCH TRADED FD TR II,46138G508,433094,9116629,SOLE,
IPG PHOTONICS CORP,44980X109,41378,2612597,SOLE,
IPG PHOTONICS CORP,44980X109,4466854,282037162,SOLE,
ISHARES GOLD TR,464285204,968,56097,SOLE,
ISHARES TR,464288513,6500000,518180000,SOLE,Put
ITAU UNIBANCO HLDG S A,465562106,2050066,11275365,SOLE,
ITAU UNIBANCO HLDG S A,465562106,3137,17254,SOLE,
JANUS INTERNATIONAL GROUP IN,47103N106,1124442,8095982,SOLE,
JBT MAREL CORPORATION,477839104,76423,9338891,SOLE,
JELD-WEN HLDG INC,47580P103,254818,1521263,SOLE,
JOHNSON OUTDOORS INC,479167108,105900,2630556,SOLE,
KAISER ALUMINUM CORP,483007704,152232,9228304,SOLE,
KEMPER CORP,488401100,216631,14481782,SOLE,
KINROSS GOLD CORP,496902404,11787211,148636731,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,140,6089,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,6295,273770,SOLE,
KOSMOS ENERGY LTD,500688106,1799091,4101927,SOLE,
KRAFT HEINZ CO,500754106,4874718,148337669,SOLE,
KRATOS DEFENSE & SEC SOLUTIO,50077B207,394263,11705668,SOLE,
KRONOS WORLDWIDE INC,50105F105,504177,3771244,SOLE,
KULICKE & SOFFA INDS INC,501242101,132738,4377699,SOLE,
KVH INDS INC,482738101,110835,586317,SOLE,
LAKELAND INDS INC,511795106,218953,4446935,SOLE,
LANTRONIX INC,516548203,643017,1601112,SOLE,
LENNOX INTL INC,526107107,28,15703,SOLE,
LENNOX INTL INC,526107107,1302,730201,SOLE,
LEONARDO DRS INC,52661A108,195885,6440699,SOLE,
LGI HOMES INC,50187T106,78,5185,SOLE,
LGI HOMES INC,50187T106,129237,8590383,SOLE,
LIBERTY ENERGY INC,53115L104,365467,5785343,SOLE,
LIFEMD INC,53216B104,86492,470516,SOLE,
LIFESTANCE HEALTH GROUP INC,53228F101,992166,6607826,SOLE,
LINCOLN EDL SVCS CORP,533535100,890730,14135885,SOLE,
LINCOLN NATL CORP IND,534187109,517650,18588812,SOLE,
LINDE PLC,G54950103,53,24679,SOLE,
LITHIA MTRS INC,536797103,38,11155,SOLE,
LITHIA MTRS INC,536797103,1194,350487,SOLE,
