Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,5300,1854947,SOLE,
ALPHABET INC,02079K305,2088598,653731174,SOLE,
AMERICAN EXPRESS CO,025816109,9800,3625510,SOLE,
BROWN FORMAN CORP,115637100,2742740,72161489,SOLE,
BROWN FORMAN CORP,115637209,1649764,42992850,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,30000,2208900,SOLE,
CME GROUP INC,12572Q105,7400,2020792,SOLE,
COCA COLA CO,191216100,17000,1188470,SOLE,
COLGATE PALMOLIVE CO,194162103,14600,1153692,SOLE,
DISNEY WALT CO,254687106,3481830,396127799,SOLE,
EBAY INC.,278642103,2079079,181087781,SOLE,
EQUIFAX INC,294429105,11000,2386780,SOLE,
FAIR ISAAC CORP,303250104,216593,366176458,SOLE,
INTUIT,461202103,610251,404242467,SOLE,
LAUDER ESTEE COS INC,518439104,15500,1623160,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,853545,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,3596500,57256280,SOLE,
MONDELEZ INTL INC,609207105,4479854,241150541,SOLE,
NIKE INC,654106103,20400,1299684,SOLE,
ORACLE CORP,68389X105,9000,1754190,SOLE,
PAYPAL HLDGS INC,70450Y103,4298618,250953319,SOLE,
PEPSICO INC,713448108,1801971,258618878,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1228560,SOLE,
S&P GLOBAL INC,78409V104,6800,3553612,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,689503,399532513,SOLE,
TKO GROUP HOLDINGS INC,87256C101,2820204,589422636,SOLE,
VERISK ANALYTICS INC,92345Y106,7500,1677675,SOLE,
VISA INC,92826C839,10000,3507100,SOLE,
