Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1875693,SOLE,
ALPHABET INC,02079K107,16850,3100906,SOLE,
AMERICAN EXPRESS CO,025816109,11600,2675424,SOLE,
BROWN FORMAN CORP,115637100,2843575,122728697,SOLE,
BROWN FORMAN CORP,115637209,290307,12544165,SOLE,
CME GROUP INC,12572Q105,8600,1668916,SOLE,
COCA COLA CO,191216100,21100,1346602,SOLE,
COLGATE PALMOLIVE CO,194162103,20100,1983669,SOLE,
DISNEY WALT CO,254687106,4890282,499737918,SOLE,
EBAY INC.,278642103,4376022,236130147,SOLE,
EQUIFAX INC,294429105,10300,2445529,SOLE,
FAIR ISAAC CORP,303250104,448421,653703650,SOLE,
HERSHEY CO,427866108,5100,948243,SOLE,
INTUIT,461202103,937800,591010938,SOLE,
JOHNSON & JOHNSON,478160104,6065,892707,SOLE,
KENVUE INC,49177J102,14739,275030,SOLE,
LAUDER ESTEE COS INC,518439104,11425,1300508,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,612546,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,7131283,114813656,SOLE,
MONDELEZ INTL INC,609207105,11587743,786112485,SOLE,
NIKE INC,654106103,15900,1507161,SOLE,
ORACLE CORP,68389X105,19200,2671488,SOLE,
PAYPAL HLDGS INC,70450Y103,4613859,273786393,SOLE,
PEPSICO INC,713448108,2803311,469246228,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1409160,SOLE,
S&P GLOBAL INC,78409V104,5900,2647330,SOLE,
TKO GROUP HOLDINGS INC,87256C101,5072802,543246366,SOLE,
VERISK ANALYTICS INC,92345Y106,7300,1987425,SOLE,
VISA INC,92826C839,7700,2107798,SOLE,
