Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,215574,77039680,SOLE,
APPLIED MATLS INC,038222105,1207737,873193851,SOLE,
APPLOVIN CORP,03831W108,1042268,537007742,SOLE,
ARGAN INC,04010E109,368673,294403824,SOLE,
ASML HLDG NV,N07059210,569174,1132337523,SOLE,
BITDEER TECHNOLOGIES GROUP,G11448100,7020026,111407813,SOLE,
BROOKFIELD CORP,11271J107,792717,33761817,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,962839,593917609,SOLE,
CARVANA CO,146869102,10520666,692470236,SOLE,
CORNING INC,219350105,2728058,696827855,SOLE,
HOME DEPOT INC,437076102,2603189,918092697,SOLE,
HUT 8 CORP,44812J104,5773045,666469180,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,577666,50280049,SOLE,
KODIAK GAS SVCS INC,50012A108,845070,63490109,SOLE,
LINDE PLC,G54950103,1558081,808550554,SOLE,
LPL FINL HLDGS INC,50212V100,1219099,343395806,SOLE,
MASTEC INC,576323109,1345157,559666021,SOLE,
MCKESSON CORP,58155Q103,57851,43712216,SOLE,
MEDLINE INC,58507V107,20968367,826992394,SOLE,
NEBIUS GROUP N.V.,N97284108,4258008,1175934069,SOLE,
NU HLDGS LTD,G6683N103,47219717,630855419,SOLE,
ON HLDG AG,H5919C104,13280030,470378663,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,5852740,654277805,SOLE,
SEA LTD,81141R100,494581,47395697,SOLE,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,1000109,965105185,SOLE,
SHARONAI HOLDINGS INC,778920306,1209848,102425731,SOLE,
STERLING INFRASTRUCTURE INC,859241101,609643,511709948,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,101242,48350142,SOLE,
TERADYNE INC,880770102,1493080,722411827,SOLE,
TERAWULF INC,88080T104,24144625,596372238,SOLE,
TRANSDIGM GROUP INC,893641100,28532,38005765,SOLE,
TTM TECHNOLOGIES INC,87305R109,2738075,512074787,SOLE,
US FOODS HLDG CORP,912008109,4914492,502506807,SOLE,
VISA INC,92826C839,165960,56939216,SOLE,
