Company,CUSIP,Shares,Value,Discretion
ACUREN CORP,00510N102,34360000,457331600,SOLE
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,448705872,SOLE
ADVANCED MICRO DEVICES INC,007903107,4181269,676487512,SOLE
AIR PRODS & CHEMS INC,009158106,3667119,1000096694,SOLE
AMER SPORTS INC,G0260P102,6343481,220435965,SOLE
AON PLC,G0403H108,1414618,504424486,SOLE
API GROUP CORP,00187Y100,12306277,422966740,SOLE
APPLOVIN CORP,03831W108,162525,116780714,SOLE
BANK AMERICA CORP,060505104,11500290,593299961,SOLE
BIOMARIN PHARMACEUTICAL INC,09061G101,8322179,450729215,SOLE
BLACKROCK INC,09290D101,619492,722247138,SOLE
BOEING CO,097023105,3010551,649767222,SOLE
BOSTON SCIENTIFIC CORP,101137107,2641682,257907414,SOLE
BRIDGEBIO PHARMA INC,10806X102,15977849,829889477,SOLE
CAMDEN PPTY TR,133131102,3846740,410754897,SOLE
CAPITAL ONE FINL CORP,14040H105,7388506,1570648605,SOLE
CARVANA CO,146869102,2101241,792672155,SOLE
CBRE GROUP INC,12504L109,1210004,190648230,SOLE
CELESTICA INC,15101Q207,1722780,424458536,SOLE
CENCORA INC,03073E105,1778135,555720532,SOLE
CHEWY INC,16679L109,5483690,221815261,SOLE
CHIPOTLE MEXICAN GRILL INC,169656105,6636563,260086904,SOLE
COSTAR GROUP INC,22160N109,1849729,156061636,SOLE
CSX CORP,126408103,15947719,566303502,SOLE
DANAHER CORPORATION,235851102,2751245,545461834,SOLE
DECKERS OUTDOOR CORP,243537107,1726926,175058489,SOLE
DEUTSCHE BANK AG,D18190898,6102855,214593455,SOLE
DISNEY WALT CO,254687106,10449711,1196491910,SOLE
DRAFTKINGS INC NEW,26142V105,15003351,561125327,SOLE
EDWARDS LIFESCIENCES CORP,28176E108,3069151,238687873,SOLE
ESTABLISHMENT LABS HLDGS INC,G31249108,343465,14078630,SOLE
FIRST SOLAR INC,336433107,767996,169366158,SOLE
FORTIVE CORP,34959J108,20483680,1003495483,SOLE
GENERAL MTRS CO,37045V100,13027139,794264665,SOLE
GINKGO BIOWORKS HOLDINGS INC,37611X209,3577128,52154526,SOLE
HCA HEALTHCARE INC,40412C101,1380583,588404475,SOLE
INHIBRX BIOSCIENCES INC,45720N103,1787705,60209904,SOLE
INTEGER HLDGS CORP,45826H109,1024942,105907257,SOLE
INTUIT,461202103,264136,180381116,SOLE
JOHNSON CTLS INTL PLC,G51502105,6796942,747323773,SOLE
JPMORGAN CHASE & CO.,46625H100,5059060,1595779296,SOLE
KKR & CO INC,48251W104,2709024,352037669,SOLE
MAPLEBEAR INC,565394103,832857,30615823,SOLE
MASIMO CORP,574795100,1073433,158385039,SOLE
MCDONALDS CORP,580135101,3374875,1025590764,SOLE
META PLATFORMS INC,30303M102,929003,682241223,SOLE
MICROSOFT CORP,594918104,2429412,1258313945,SOLE
MID-AMER APT CMNTYS INC,59522J103,2645082,369597308,SOLE
NETFLIX INC,64110L106,500812,600433523,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,6475534,184164187,SOLE
NIKE INC,654106103,8996579,627331454,SOLE
ORIC PHARMACEUTICALS INC,68622P109,6572700,78872400,SOLE
ORUKA THERAPEUTICS INC,687604108,2666690,51280449,SOLE
PEPGEN INC,713317105,3482434,16088845,SOLE
PHARVARIS N V,N69605108,3653310,91150085,SOLE
PHILIP MORRIS INTL INC,718172109,4426128,717917962,SOLE
PNC FINL SVCS GROUP INC,693475105,7956766,1598752992,SOLE
PRIMO BRANDS CORPORATION,741623102,23033970,509050737,SOLE
RALLIANT CORP,750940108,5082472,222256501,SOLE
RALLYBIO CORP,75120L100,4194777,2093194,SOLE
REGAL REXNORD CORPORATION,758750103,3123262,448000701,SOLE
ROIVANT SCIENCES LTD,G76279101,23594831,356989793,SOLE
ROSS STORES INC,778296103,2023868,308417245,SOLE
RYAN SPECIALTY HOLDINGS INC,78351F107,1934957,109054177,SOLE
SAIA INC,78709Y105,1383888,414280712,SOLE
SCHWAB CHARLES CORP,808513105,16583101,1583188652,SOLE
SEA LTD,81141R100,3039203,543196752,SOLE
SHERWIN WILLIAMS CO,824348106,2881091,997606570,SOLE
SIONNA THERAPEUTICS INC,829401108,3195181,93970273,SOLE
STANDARD BIOTOOLS INC,34385P108,58651170,76246521,SOLE
STUBHUB HLDGS INC,86384P109,2040816,34367341,SOLE
T-MOBILE US INC,872590104,3262466,780969111,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3944366,1101621980,SOLE
TESLA INC,88160R101,1609828,715922708,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,2532119,51148804,SOLE
TREVI THERAPEUTICS INC,89532M101,5128875,46929206,SOLE
UBS GROUP AG,H42097107,13096560,534852290,SOLE
VISA INC,92826C839,2897030,988988101,SOLE
