Company,CUSIP,Shares,Value,Discretion,PutCall
RICE ACQUISITION CORP 3,G7553X114,399999,319999,DFND,
BIOXCEL THERAPEUTICS INC,09075P204,241188,323193,DFND,
ALVOTECH SA,L01800108,97982,336078,DFND,
PDD HOLDINGS INC,722304102,4823,492814,DFND,
ALVOTECH SA,L01800116,4669508,1332056,DFND,
HDFC BANK LTD,40415F101,114261,2842813,DFND,
INVESCO SENIOR INCOME TRUST,46138G508,200020,4082408,DFND,
NRG ENERGY INC,629377508,49028,7164951,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,839020,7249132,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,2849858,7979602,DFND,
OPTIMUM COMMUNICATIONS INC,02156K103,7330490,9529637,DFND,
SMARTRENT INC,83193G107,7505294,11257942,DFND,
BATTALION OIL CORP,07134L107,3009912,11738656,DFND,
SIMPLY GOOD FOODS CO/THE,82900L102,1128889,16199557,DFND,
TELECOM ARGENTINA SA,879273209,1622244,18964032,DFND,
OAKTREE SPECIALTY LENDING CORP,67401P405,1852456,20932752,DFND,
TERNIUM SA,880890108,582924,23404398,DFND,
RICE ACQUISITION CORP 3,G7553X106,2400000,24744000,DFND,
EMBRAER SA,29082A107,447606,26560940,DFND,
ECOVYST INC,27923Q109,2393791,30784152,DFND,
CEMEX SAB DE CV,151290889,2763083,31609669,DFND,
ARRAY DIGITAL INFRASTRUCTURE INC,911684108,724444,33425846,DFND,
YPF SA,984245100,886465,40972412,DFND,
RUNWAY GROWTH FINANCE CORP,78163D100,7029667,48293821,DFND,
CREDO TECHNOLOGY GROUP HOLDING LTD,G25457105,539000,50595930,DFND,
LIBERTY LATIN AMERICA LTD,G9001E128,5748780,50704239,DFND,
KILROY REALTY CORP,49427F108,1850011,52188810,DFND,
BAUSCH LOMB CORP,071705107,3382739,53785550,DFND,
GRUPO AEROMEXICO SAB DE CV,40054J109,3968686,55601290,DFND,
XP INC,G98239109,3172009,60395051,DFND,
FREEPORT-MCMORAN INC,35671D857,1220122,71718771,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,2153717,82767382,DFND,
TRANSALTA CORP,89346D107,6415253,84077945,DFND,
NOKIA OYJ,654902204,11200308,90050476,DFND,
ITAU UNIBANCO HOLDING SA,465562106,12188995,102143786,DFND,
LIBERTY GLOBAL LTD,G61188101,8551191,103383899,DFND,
TALEN ENERGY CORP,87422Q109,331117,105702479,DFND,
BARRICK MINING CORP,06849F108,2624859,107067998,DFND,
PETROLEO BRASILEIRO SA - PETROBRAS,71654V408,6089413,126355319,DFND,
SUNOPTA INC,8676EP108,20726126,134230239,DFND,
CORE SCIENTIFIC INC,21874A106,9400708,139896591,DFND,
VIPER ENERGY INC,64361Q101,3791432,178159389,DFND,
TELEPHONE AND DATA SYSTEMS INC,879433829,4292243,180703430,DFND,
GARRETT MOTION INC,366505105,14594816,265187806,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,3223092,313800237,DFND,
EXPAND ENERGY CORP,165167735,5237477,574970225,DFND,
TORM PLC,G89479102,23839575,675076008,DFND,
CORE SCIENTIFIC INC,21874A106,3500000,52360000,DFND,Call
INVESCO QQQ TRUST SERIES 1,46090E103,570000,328992600,DFND,Put
STATE STREET SPDR S&P OIL & GAS EXPLORATION & PRODUCTION ETF,78468R556,1000000,181830000,DFND,Put
TALEN ENERGY CORP,87422Q109,150000,47884500,DFND,Call
LYONDELLBASELL INDUSTRIES NV,N53745100,500000,40280000,DFND,Put
Indivior Pharmaceuticals Inc,04546C106,212875428,6984102,DFND,
