Company,CUSIP,Shares,Value,Discretion,PutCall
ABBVIE INC,00287Y109,84394,17682231,SOLE,
ADT INC DEL,00090Q103,43895,357305,OTR,
ADT INC DEL,00090Q103,921698,7502622,OTR,
ADT INC DEL,00090Q103,26091702,212386454,SOLE,
ADTALEM GLOBAL ED INC,00737L103,3015,303430,OTR,
ADTALEM GLOBAL ED INC,00737L103,53416,5375786,OTR,
ADTALEM GLOBAL ED INC,00737L103,1800447,181196986,SOLE,
AFFILIATED MANAGERS GROUP IN,008252108,54159,9100337,OTR,
AFFILIATED MANAGERS GROUP IN,008252108,1352992,227343246,SOLE,
AFLAC INC,001055102,2369,263409,OTR,
AFLAC INC,001055102,217054,24134234,SOLE,
ALGONQUIN PWR UTILS CORP,015857105,6952341,35735033,SOLE,
ALLSTATE CORP,020002101,177344,36722622,SOLE,
APA CORPORATION,03743Q108,246222,5175586,SOLE,
APTIV PLC,G3265R107,769398,45779181,SOLE,
AXALTA COATING SYS LTD,G0750C108,9960,330373,OTR,
AXALTA COATING SYS LTD,G0750C108,180008,5970865,OTR,
AXALTA COATING SYS LTD,G0750C108,3935593,130543620,SOLE,
BANK AMERICA CORP,060505104,839929,35050237,SOLE,
BARRICK GOLD CORP,067901108,217272,4223768,SOLE,
BIO RAD LABS INC,090572207,1104,268890,OTR,
BIO RAD LABS INC,090572207,15175,3696023,OTR,
BIO RAD LABS INC,090572207,708381,172533276,SOLE,
BOK FINL CORP,05561Q201,61917,6448656,OTR,
BOK FINL CORP,05561Q201,1746378,181885269,SOLE,
BORGWARNER INC,099724106,686002,19653957,SOLE,
BOYD GAMING CORP,103304101,114522,7538983,OTR,
BOYD GAMING CORP,103304101,2983289,196389915,SOLE,
BRADY CORP,104674106,3860,272670,OTR,
BRINKS CO,109696104,9325,803442,OTR,
BRINKS CO,109696104,129934,11195113,OTR,
BRINKS CO,109696104,1255025,108132954,SOLE,
CAPITAL ONE FINL CORP,14040H105,291117,52197278,SOLE,
CARLYLE GROUP INC,14316J108,4031,175711,OTR,
CARLYLE GROUP INC,14316J108,224054,9766514,OTR,
CARLYLE GROUP INC,14316J108,4611128,200999070,SOLE,
CARMAX INC,143130102,3253,253474,OTR,
CARMAX INC,143130102,555896,43315416,SOLE,
