Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,106850,37588762,SOLE,
ACI WORLDWIDE INC,004498101,356600,18511106,SOLE,
ADOBE SYSTEMS INC,00724F101,40000,17787200,SOLE,
ALPHABET INC,02079K107,518700,98781228,SOLE,
AMAZON COM INC,023135106,247500,54299025,SOLE,
ANALOG DEVICES INC,032654105,141000,29956860,SOLE,
AON PLC,G0403H108,260950,93722802,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,323200,146500096,SOLE,
BIO-TECHNE CORP,09073M104,381250,27461438,SOLE,
CARMAX INC,143130102,825200,67468352,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,135450,46428197,SOLE,
COMCAST CORP NEW,20030N101,95000,3565350,SOLE,
CORECARD CORPORATION,45816D100,515000,11690500,SOLE,
COSTAR GROUP INC,22160N109,889875,63706151,SOLE,
DANAHER CORPORATION,235851102,403210,92556856,SOLE,
DIAGEO PLC,25243Q205,28300,3597779,SOLE,
EQUIFAX INC,294429105,188500,48039225,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,272500,22009825,SOLE,
FORTIVE CORP,34959J108,40800,3060000,SOLE,
GARTNER INC,366651107,64425,31211980,SOLE,
GLOBAL PMTS INC,37940X102,589600,66070576,SOLE,
HEICO CORP NEW,422806208,162900,30312432,SOLE,
HONEYWELL INTL INC,438516106,11300,2552557,SOLE,
IDEX CORP,45167R104,330500,69170345,SOLE,
LABCORP HOLDINGS INC,504922105,236175,54159651,SOLE,
LIBERTY BROADBAND CORP,530307107,140000,10410400,SOLE,
LIBERTY BROADBAND CORP,530307305,530500,39660180,SOLE,
LIBERTY GLOBAL LTD,G61188127,792933,10419140,SOLE,
LINDE PLC,G54950103,6900,2888823,SOLE,
LKQ CORP,501889208,458300,16842525,SOLE,
MARTIN MARIETTA MATLS INC,573284106,40675,21008638,SOLE,
MASTERCARD INCORPORATED,57636Q104,187070,98505450,SOLE,
META PLATFORMS INC,30303M102,158600,92861886,SOLE,
MICROSOFT CORP,594918104,45850,19325775,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,189900,33498360,SOLE,
ORACLE CORP,68389X105,207575,34590298,SOLE,
PERIMETER SOLUTIONS INC,71385M107,2107291,26931179,SOLE,
ROPER TECHNOLOGIES INC,776696106,31425,16336286,SOLE,
RWT HLDGS INC,749772AD1,3500000,3482500,SOLE,
S&P GLOBAL INC,78409V104,47140,23477134,SOLE,
SALESFORCE COM INC,79466L302,95000,31761350,SOLE,
SIRIUSXM HOLDINGS INC,829933100,1465500,33413400,SOLE,
TEXAS INSTRS INC,882508104,169575,31797008,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,120200,62531646,SOLE,
VERALTO CORP,92338C103,298699,30422493,SOLE,
VISA INC,92826C839,346700,109571068,SOLE,
VULCAN MATLS CO,929160109,191400,49233822,SOLE,
