Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,74000,11265760,SOLE,
3M CO,88579Y101,44250,6736620,DFND,
ACCENTURE PLC IRELAND,G1151C101,1,299,SOLE,
ACCENTURE PLC IRELAND,G1151C101,159399,47642767,DFND,
ACUITY INC,00508Y102,9750,2908815,DFND,
ADOBE INC,00724F101,14000,5416320,DFND,
AIR PRODS & CHEMS INC,009158106,65000,18333900,DFND,
AIRBNB INC,009066101,212003,28056478,DFND,
ALLSTATE CORP,020002101,154550,31112461,DFND,
ALPHABET INC,02079K305,72000,12688560,SOLE,
ALPHABET INC,02079K107,297230,52725630,SOLE,
ALPHABET INC,02079K305,500000,88115000,DFND,
ALPHABET INC,02079K107,2452630,435072035,DFND,
AMAZON COM INC,023135106,148432,32564496,SOLE,
AMAZON COM INC,023135106,1882328,412963940,DFND,
AMERICAN EXPRESS CO,025816109,10000,3189800,SOLE,
AMERICAN EXPRESS CO,025816109,474250,151276265,DFND,
ANALOG DEVICES INC,032654105,11000,2618220,SOLE,
ANALOG DEVICES INC,032654105,1156671,275310833,DFND,
ANHEUSER BUSCH INBEV SA/NV,03524A108,11000,755920,DFND,
AON PLC,G0403H108,1500,535140,SOLE,
AON PLC,G0403H108,128300,45772308,DFND,
APOLLO GLOBAL MGMT INC,03769M106,22500,3192075,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,990000,140451300,DFND,
APPLE INC,037833100,48200,9889194,SOLE,
APPLE INC,037833100,1179090,241913896,DFND,
APPLIED MATLS INC,038222105,16500,3020655,DFND,
ARCHER DANIELS MIDLAND CO,039483102,170727,9010971,SOLE,
ARCHER DANIELS MIDLAND CO,039483102,1403073,74054194,DFND,
BALL CORP,058498106,51000,2860590,DFND,
BANK NEW YORK MELLON CORP,064058100,121500,11069865,DFND,
BERKLEY W R CORP,084423102,60750,4463304,DFND,
BERKSHIRE HATHAWAY INC DEL,084670108,590,429992000,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,1104460,536513534,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,524,381891200,DFND,
BERKSHIRE HATHAWAY INC DEL,084670702,427511,207672018,DFND,
BLACKROCK INC,09290D101,12000,12591000,SOLE,
BLACKROCK INC,09290D101,208200,218453851,DFND,
BLACKSTONE INC,09260D107,34500,5160510,SOLE,
BLACKSTONE INC,09260D107,1194500,178673311,DFND,
BROOKFIELD ASSET MANAGMT LTD,113004105,1238500,68464280,SOLE,
BROOKFIELD ASSET MANAGMT LTD,113004105,955453,52817442,DFND,
BROOKFIELD CORP,11271J107,3172138,196196736,SOLE,
BROOKFIELD CORP,11271J107,5543603,342871846,DFND,
BROWN FORMAN CORP,115637100,164600,4521562,SOLE,
BROWN FORMAN CORP,115637209,145400,3912714,SOLE,
BROWN FORMAN CORP,115637100,678400,18635648,DFND,
BROWN FORMAN CORP,115637209,328787,8847658,DFND,
BRUNSWICK CORP,117043109,29500,1629580,DFND,
CAPITAL ONE FINL CORP,14040H105,7500,1595700,SOLE,
CAPITAL ONE FINL CORP,14040H105,83500,17765460,DFND,
CARLYLE GROUP INC,14316J108,44500,2287300,SOLE,
CARLYLE GROUP INC,14316J108,1282500,65920500,DFND,
CARMAX INC,143130102,7000,470470,SOLE,
CARMAX INC,143130102,129500,8703695,DFND,
CARRIER GLOBAL CORPORATION,14448C104,54600,3996174,SOLE,
CARRIER GLOBAL CORPORATION,14448C104,180400,13203476,DFND,
CATERPILLAR INC,149123101,10001,3882488,SOLE,
CATERPILLAR INC,149123101,318649,123702729,DFND,
CBOE GLOBAL MKTS INC,12503M108,19000,4430990,DFND,
CELANESE CORP DEL,150870103,6000,331980,SOLE,
CELANESE CORP DEL,150870103,75300,4166349,DFND,
CHOICE HOTELS INTL INC,169905106,115500,14654640,DFND,
CISCO SYS INC,17275R102,148000,10268240,SOLE,
CISCO SYS INC,17275R102,201500,13980070,DFND,
CME GROUP INC,12572Q105,22500,6201450,DFND,
COMCAST CORP NEW,20030N101,133100,4750339,SOLE,
COMCAST CORP NEW,20030N101,828780,29579158,DFND,
COMFORT SYS USA INC,199908104,13000,6970730,DFND,
COSTAR GROUP INC,22160N109,18600,1495440,DFND,
COSTCO WHSL CORP NEW,22160K105,39150,38756151,DFND,
CROWN HLDGS INC,228368106,3000,308940,SOLE,
CROWN HLDGS INC,228368106,186500,19205770,DFND,
CSX CORP,126408103,65000,2120950,DFND,
DEERE & CO,244199105,877900,446403372,DFND,
DIAGEO PLC,25243Q205,290814,29325684,SOLE,
DIAGEO PLC,25243Q205,1075894,108493151,DFND,
DISNEY WALT CO,254687106,454237,56329931,SOLE,
DISNEY WALT CO,254687106,1577428,195616847,DFND,
DOLLAR GEN CORP NEW,256677105,3500,400330,SOLE,
DOLLAR GEN CORP NEW,256677105,865750,99024484,DFND,
DOMINOS PIZZA INC,25754A201,5500,2478300,DFND,
EAGLE MATLS INC,26969P108,9000,1818990,DFND,
EASTMAN CHEM CO,277432100,4000,298640,SOLE,
EASTMAN CHEM CO,277432100,70950,5297127,DFND,
ECOLAB INC,278865100,23000,6197120,SOLE,
ECOLAB INC,278865100,251300,67710272,DFND,
EQUIFAX INC,294429105,72850,18895105,DFND,
FACTSET RESH SYS INC,303075105,23000,10287440,SOLE,
FACTSET RESH SYS INC,303075105,93720,41919082,DFND,
FEDEX CORP,31428X106,4000,909240,SOLE,
FEDEX CORP,31428X106,209000,47507790,DFND,
FERGUSON ENTERPRISES INC,31488V107,134500,29287375,DFND,
FRANCO NEV CORP,351858105,569500,93352440,DFND,
GARTNER INC,366651107,5700,2304054,DFND,
GENERAL DYNAMICS CORP,369550108,44000,12833040,SOLE,
GENERAL DYNAMICS CORP,369550108,347000,101206020,DFND,
GOLDMAN SACHS GROUP INC,38141G104,23650,16738288,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,335710,237598754,DFND,
GRAHAM HLDGS CO,384637104,5200,4920084,DFND,
GRAPHIC PACKAGING HLDG CO,388689101,174000,3666180,DFND,
HAGERTY INC,405166109,3108000,31421880,SOLE,
HANOVER INS GROUP INC,410867105,6000,1019220,SOLE,
HANOVER INS GROUP INC,410867105,275000,46714250,DFND,
HCA HEALTHCARE INC,40412C101,68963,26419726,DFND,
HEICO CORP NEW,422806208,12202,3157268,SOLE,
HEICO CORP NEW,422806208,367442,95075618,DFND,
HERSHEY CO,427866108,54500,9044275,DFND,
HEXCEL CORP NEW,428291108,38000,2146620,SOLE,
HEXCEL CORP NEW,428291108,151000,8529990,DFND,
HOME DEPOT INC,437076102,276906,101524816,SOLE,
HOME DEPOT INC,437076102,643094,235783984,DFND,
HUNTINGTON INGALLS INDS INC,446413106,20500,4949930,DFND,
ILLINOIS TOOL WKS INC,452308109,16851,4166410,SOLE,
ILLINOIS TOOL WKS INC,452308109,310649,76807967,DFND,
INSPERITY INC,45778Q107,131728,7919488,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,5120,939366,DFND,
INTUIT,461202103,2720,2142353,DFND,
INVESTORS TITLE CO NC,461804106,213300,45070290,DFND,
IQVIA HLDGS INC,46266C105,49642,7823083,DFND,
JOHNSON & JOHNSON,478160104,26715,4080716,SOLE,
JOHNSON & JOHNSON,478160104,584085,89218984,DFND,
JPMORGAN CHASE & CO.,46625H100,252550,73216771,DFND,
KKR & CO INC,48251W104,18000,2394540,SOLE,
KKR & CO INC,48251W104,1433800,190738414,DFND,
LAMAR ADVERTISING CO NEW,512816109,158000,19174880,DFND,
LAUDER ESTEE COS INC,518439104,15000,1212000,DFND,
LINDE PLC,G54950103,7400,3471932,SOLE,
LINDE PLC,G54950103,179200,84077056,DFND,
LOCKHEED MARTIN CORP,539830109,62263,28836486,DFND,
LOWES COS INC,548661107,61748,13700029,SOLE,
LOWES COS INC,548661107,655482,145431791,DFND,
LPL FINL HLDGS INC,50212V100,2289,858306,SOLE,
LPL FINL HLDGS INC,50212V100,542315,203351855,DFND,
MARRIOTT INTL INC NEW,571903202,60250,16460903,DFND,
MARSH & MCLENNAN COS INC,571748102,20500,4482120,SOLE,
MARSH & MCLENNAN COS INC,571748102,728250,159224580,DFND,
MASTERCARD INCORPORATED,57636Q104,19984,11229809,SOLE,
MASTERCARD INCORPORATED,57636Q104,187556,105395219,DFND,
META PLATFORMS INC,30303M102,21610,15950125,SOLE,
META PLATFORMS INC,30303M102,258671,190922478,DFND,
MGM RESORTS INTERNATIONAL,552953101,87500,3009125,DFND,
MICROSOFT CORP,594918104,23619,11748327,SOLE,
MICROSOFT CORP,594918104,503861,250625499,DFND,
MOODYS CORP,615369105,21096,10581543,SOLE,
MOODYS CORP,615369105,192794,96703543,DFND,
MSCI INC,55354G100,1000,576740,SOLE,
MSCI INC,55354G100,141850,81810569,DFND,
NIKE INC,654106103,46000,3267840,SOLE,
NIKE INC,654106103,401400,28515456,DFND,
NORFOLK SOUTHN CORP,655844108,29000,7423130,SOLE,
NORFOLK SOUTHN CORP,655844108,207500,53113775,DFND,
NOVO-NORDISK A S,670100205,571840,39468397,SOLE,
NOVO-NORDISK A S,670100205,1686748,116419348,DFND,
NVR INC,62944T105,175,1292491,SOLE,
NVR INC,62944T105,11722,86574707,DFND,
O-I GLASS INC,67098H104,100,1474,SOLE,
O-I GLASS INC,67098H104,473600,6980864,DFND,
OLD DOMINION FREIGHT LINE IN,679580100,6000,973800,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,336450,54605835,DFND,
OTIS WORLDWIDE CORP,68902V107,27300,2703246,SOLE,
OTIS WORLDWIDE CORP,68902V107,87320,8646426,DFND,
PAYCHEX INC,704326107,70000,10182200,SOLE,
PAYCHEX INC,704326107,80000,11636800,DFND,
PEPSICO INC,713448108,96210,12703568,DFND,
PHILIP MORRIS INTL INC,718172109,114500,20853885,DFND,
PRICE T ROWE GROUP INC,74144T108,32000,3088000,SOLE,
PRICE T ROWE GROUP INC,74144T108,282000,27213000,DFND,
PROGRESSIVE CORP,743315103,60000,16011600,SOLE,
PROGRESSIVE CORP,743315103,693750,185134126,DFND,
RENAISSANCERE HLDGS LTD,G7496G103,3000,728700,SOLE,
RENAISSANCERE HLDGS LTD,G7496G103,67000,16274300,DFND,
RLI CORP,749607107,2394544,172933967,DFND,
ROCKWELL AUTOMATION INC,773903109,7900,2624143,SOLE,
ROCKWELL AUTOMATION INC,773903109,147000,48828990,DFND,
ROLLINS INC,775711104,62475,3524840,SOLE,
ROLLINS INC,775711104,1406800,79371657,DFND,
RTX CORPORATION,75513E101,54600,7972692,SOLE,
RTX CORPORATION,75513E101,169400,24735788,DFND,
S&P GLOBAL INC,78409V104,1000,527290,SOLE,
S&P GLOBAL INC,78409V104,149690,78930041,DFND,
SCHWAB CHARLES CORP,808513105,129000,11769960,SOLE,
SCHWAB CHARLES CORP,808513105,1235800,112754391,DFND,
SCOTTS MIRACLE-GRO CO,810186106,9000,593640,SOLE,
SCOTTS MIRACLE-GRO CO,810186106,159000,10487640,DFND,
SEI INVTS CO,784117103,59000,5301740,SOLE,
SEI INVTS CO,784117103,114200,10262012,DFND,
SHERWIN WILLIAMS CO,824348106,94172,32334898,DFND,
SHOPIFY INC,82509L107,102750,11852213,DFND,
SONY GROUP CORP,835699307,335000,8720050,DFND,
SPOTIFY TECHNOLOGY S A,L8681T102,25900,19874106,DFND,
STARBUCKS CORP,855244109,40500,3711015,SOLE,
STARBUCKS CORP,855244109,583318,53449428,DFND,
SYSCO CORP,871829107,24000,1817760,DFND,
TARGET CORP,87612E106,7500,739875,SOLE,
TARGET CORP,87612E106,125500,12380575,DFND,
TEXAS INSTRS INC,882508104,1,208,SOLE,
TEXAS INSTRS INC,882508104,723999,150316672,DFND,
THERMO FISHER SCIENTIFIC INC,883556102,49550,20090543,DFND,
TRANSUNION,89400J107,3000,264000,SOLE,
TRANSUNION,89400J107,98050,8628400,DFND,
TYSON FOODS INC,902494103,10000,559400,SOLE,
TYSON FOODS INC,902494103,806000,45087640,DFND,
UBER TECHNOLOGIES INC,90353T100,123500,11522550,DFND,
UNION PAC CORP,907818108,11100,2553888,SOLE,
UNION PAC CORP,907818108,86178,19827834,DFND,
UNITED RENTALS INC,911363109,31150,23468410,DFND,
UNITEDHEALTH GROUP INC,91324P102,26500,8267206,DFND,
VERISK ANALYTICS INC,92345Y106,2500,778750,SOLE,
VERISK ANALYTICS INC,92345Y106,153450,47799675,DFND,
VISA INC,92826C839,76150,27037058,SOLE,
VISA INC,92826C839,923135,327759082,DFND,
WATSCO INC,942622200,41600,18371392,SOLE,
WATSCO INC,942622200,523569,231218541,DFND,
WELLS FARGO CO NEW,949746101,32000,2563840,SOLE,
WELLS FARGO CO NEW,949746101,172450,13816694,DFND,
WILLIS TOWERS WATSON PLC LTD,G96629103,8627,2644177,DFND,
YUM BRANDS INC,988498101,226451,33555509,DFND,
