Company,CUSIP,Shares,Value,Discretion
AMAZON COM INC,023135106,3450000,756895500,SOLE
APOLLO GLOBAL MGMT INC,03769M106,400000,66064000,SOLE
APOLLO GLOBAL MGMT INC,03769M304,900000,78219000,SOLE
AURORA INNOVATION INC,051774115,1835000,1945100,SOLE
AURORA INNOVATION INC,051774107,1032463,6504517,SOLE
BROOKFIELD CORP,11271J107,4990000,286675500,SOLE
CAPITAL ONE FINL CORP,14040H105,925000,164946000,SOLE
CARPENTER TECHNOLOGY CORP,144285103,870000,147647700,SOLE
CINEMARK HLDGS INC,17243V102,3750000,116175000,SOLE
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,900000,1233000,SOLE
CORPAY INC,219948106,610000,206436200,SOLE
CRH PLC,G25508105,2715000,251191800,SOLE
DANAHER CORPORATION,235851102,1900000,436145000,SOLE
DISCOVER FINL SVCS,254709108,640000,110867200,SOLE
EQT CORP,26884L109,2950000,136024500,SOLE
FERGUSON ENTERPRISES INC,31488V107,1200000,208284000,SOLE
FLUTTER ENTMT PLC,G3643J108,870000,224851500,SOLE
FLYEXCLUSIVE INC,343928115,367499,66150,SOLE
FLYEXCLUSIVE INC,343928107,1022000,3219300,SOLE
FORTIVE CORP,34959J108,1900000,142500000,SOLE
GLOBAL BLUE GROUP HOLDING AG,H33700115,1333333,40667,SOLE
GLOBAL BLUE GROUP HOLDING AG,H33700107,8387601,58126075,SOLE
HERTZ GLOBAL HLDGS INC,42806J148,3970000,8535500,SOLE
HESS CORP,42809H107,625000,83131250,SOLE
INTERCONTINENTAL EXCHANGE IN,45866F104,2085000,310685850,SOLE
JACOBS SOLUTIONS INC,46982L108,1650000,220473000,SOLE
LIVE NATION ENTERTAINMENT IN,538034109,1720000,222740000,SOLE
LPL FINL HLDGS INC,50212V100,655000,213864050,SOLE
META PLATFORMS INC,30303M102,665000,389364150,SOLE
MICROSOFT CORP,594918104,600000,252900000,SOLE
NET POWER INC,64107A113,500000,1799650,SOLE
PG&E CORP,69331C108,48500000,978730000,SOLE
PG&E CORP,69331CAL2,10000000,10865632,SOLE
PG&E CORP,69331C306,140000,6970600,SOLE
PRIMO BRANDS CORPORATION,741623102,2400000,73848000,SOLE
SEADRILL 2021 LTD,G7997W102,1025000,39903250,SOLE
SOHO HOUSE & CO INC,586001109,2352076,17522966,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1780000,351532200,SOLE
TELEPHONE & DATA SYS INC,879433829,6000000,204660000,SOLE
TESLA INC,88160R101,500000,201920000,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,350000,182080500,SOLE
VISTRA CORP,92840M102,1000000,137870000,SOLE
WORKDAY INC,98138H101,500000,129015000,SOLE
