Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,81000,8591670,SOLE,
3M CO,88579Y101,212750,22566393,DFND,
ACCENTURE PLC IRELAND,G1151C101,1,347,SOLE,
ACCENTURE PLC IRELAND,G1151C101,159399,55249287,DFND,
AIR PRODS & CHEMS INC,009158106,15000,3634050,DFND,
ALLSTATE CORP,020002101,154550,26738696,DFND,
ALPHABET INC,02079K305,72000,10866960,SOLE,
ALPHABET INC,02079K107,297230,45256240,SOLE,
ALPHABET INC,02079K305,483000,72899190,DFND,
ALPHABET INC,02079K107,2452630,373437445,DFND,
AMAZON COM INC,023135106,148432,26774164,SOLE,
AMAZON COM INC,023135106,1882328,339534325,DFND,
AMERICAN EXPRESS CO,025816109,10000,2276900,SOLE,
AMERICAN EXPRESS CO,025816109,474250,107981983,DFND,
AMERICAN TOWER CORP NEW,03027X100,1000,197590,SOLE,
AMERICAN TOWER CORP NEW,03027X100,50910,10059307,DFND,
ANALOG DEVICES INC,032654105,11000,2175690,SOLE,
ANALOG DEVICES INC,032654105,1156471,228738399,DFND,
ANHEUSER BUSCH INBEV SA/NV,03524A108,11000,668580,DFND,
AON PLC,G0403H108,1500,500580,SOLE,
AON PLC,G0403H108,108550,36225306,DFND,
APOLLO GLOBAL MGMT INC,03769M106,22500,2530125,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,990000,111325500,DFND,
APPLE INC,037833100,48200,8265336,SOLE,
APPLE INC,037833100,1178990,202173206,DFND,
ARCHER DANIELS MIDLAND CO,039483102,170727,10723363,SOLE,
ARCHER DANIELS MIDLAND CO,039483102,1292573,81186511,DFND,
BALL CORP,058498106,51000,3435360,DFND,
BANK NEW YORK MELLON CORP,064058100,121500,7000830,DFND,
BERKLEY W R CORP,084423102,40500,3581820,DFND,
BERKSHIRE HATHAWAY INC DEL,084670108,590,374319600,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,1104460,464447519,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,524,332446560,DFND,
BERKSHIRE HATHAWAY INC DEL,084670702,427511,179776927,DFND,
BLACKROCK INC,09247X101,12000,10004400,SOLE,
BLACKROCK INC,09247X101,208200,173576340,DFND,
BLACKSTONE INC,09260D107,34500,4532265,SOLE,
BLACKSTONE INC,09260D107,1194500,156921464,DFND,
BROOKFIELD ASSET MANAGMT LTD,113004105,1238500,52041770,SOLE,
BROOKFIELD ASSET MANAGMT LTD,113004105,955453,40148135,DFND,
BROOKFIELD CORP,11271J107,3172138,132817419,SOLE,
BROOKFIELD CORP,11271J107,5543603,232110658,DFND,
BROOKFIELD REINS LTD,G16250105,24674,1030880,SOLE,
BROOKFIELD REINS LTD,G16250105,35427,1480138,DFND,
BROWN FORMAN CORP,115637100,164600,8715570,SOLE,
BROWN FORMAN CORP,115637209,145400,7505548,SOLE,
BROWN FORMAN CORP,115637100,678400,35921280,DFND,
BROWN FORMAN CORP,115637209,328787,16971986,DFND,
CABLE ONE INC,12685J105,48100,20352553,DFND,
CAPITAL ONE FINL CORP,14040H105,7500,1116675,SOLE,
CAPITAL ONE FINL CORP,14040H105,83500,12432315,DFND,
CARLYLE GROUP INC,14316J108,44500,2087495,SOLE,
CARLYLE GROUP INC,14316J108,1282500,60162075,DFND,
CARMAX INC,143130102,7000,609770,SOLE,
CARMAX INC,143130102,116500,10148315,DFND,
CARRIER GLOBAL CORPORATION,14448C104,54600,3173898,SOLE,
CARRIER GLOBAL CORPORATION,14448C104,180400,10486652,DFND,
CATERPILLAR INC,149123101,10001,3664666,SOLE,
CATERPILLAR INC,149123101,297599,109049201,DFND,
CELANESE CORP DEL,150870103,6000,1031160,SOLE,
CELANESE CORP DEL,150870103,71800,12339548,DFND,
CHOICE HOTELS INTL INC,169905106,84500,10676575,DFND,
CISCO SYS INC,17275R102,148000,7386680,SOLE,
CISCO SYS INC,17275R102,194000,9682540,DFND,
COMCAST CORP NEW,20030N101,133100,5769885,SOLE,
COMCAST CORP NEW,20030N101,939141,40711762,DFND,
COMFORT SYS USA INC,199908104,13000,4130230,DFND,
COSTAR GROUP INC,22160N109,18600,1796760,DFND,
COSTCO WHSL CORP NEW,22160K105,39150,28682464,DFND,
CRACKER BARREL OLD CTRY STOR,22410J106,6000,436380,SOLE,
CRACKER BARREL OLD CTRY STOR,22410J106,105000,7636650,DFND,
CROWN HLDGS INC,228368106,3000,237780,SOLE,
CROWN HLDGS INC,228368106,186500,14781990,DFND,
CVS HEALTH CORP,126650100,2000,159520,SOLE,
CVS HEALTH CORP,126650100,330000,26320800,DFND,
DEERE & CO,244199105,823800,338367612,DFND,
DIAGEO PLC,25243Q205,585314,87059604,SOLE,
DIAGEO PLC,25243Q205,775094,115287482,DFND,
DISNEY WALT CO,254687106,454237,55580439,SOLE,
DISNEY WALT CO,254687106,1577428,193014089,DFND,
DOLLAR GEN CORP NEW,256677105,3500,546210,SOLE,
DOLLAR GEN CORP NEW,256677105,671750,104833306,DFND,
DUN & BRADSTREET HLDGS INC,26484T106,115000,1154600,DFND,
EASTMAN CHEM CO,277432100,4000,400880,SOLE,
EASTMAN CHEM CO,277432100,70950,7110609,DFND,
ECOLAB INC,278865100,23000,5310700,SOLE,
ECOLAB INC,278865100,251300,58025170,DFND,
ELECTRONIC ARTS INC,285512109,80800,10719736,DFND,
EQUIFAX INC,294429105,97850,26176831,DFND,
FACTSET RESH SYS INC,303075105,23000,10450970,SOLE,
FACTSET RESH SYS INC,303075105,93720,42585431,DFND,
FEDEX CORP,31428X106,4000,1158960,SOLE,
FEDEX CORP,31428X106,164000,47517360,DFND,
FERGUSON PLC NEW,G3421J106,57500,12559725,DFND,
GARTNER INC,366651107,5700,2717019,DFND,
GENERAL DYNAMICS CORP,369550108,44000,12429560,SOLE,
GENERAL DYNAMICS CORP,369550108,347000,98024030,DFND,
GOLDMAN SACHS GROUP INC,38141G104,23650,9878369,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,335710,140222709,DFND,
GRAHAM HLDGS CO,384637104,5200,3991936,DFND,
GRAPHIC PACKAGING HLDG CO,388689101,240824,7027244,DFND,
HAGERTY INC,405166109,3000000,27450000,SOLE,
HAGERTY INC,405166117,540000,1053000,SOLE,
HANOVER INS GROUP INC,410867105,6000,817020,SOLE,
HANOVER INS GROUP INC,410867105,221000,30093570,DFND,
HCA HEALTHCARE INC,40412C101,21432,7148215,DFND,
HEICO CORP NEW,422806208,12202,1878376,SOLE,
HEICO CORP NEW,422806208,367442,56564021,DFND,
