Company,CUSIP,Shares,Value,Discretion
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,179812279,SOLE
ADOBE INC,00724F101,1234688,549041060,SOLE
ALLSTATE CORP,020002101,1937242,373480885,SOLE
ALPHABET INC,02079K305,3661375,693098288,SOLE
AMAZON COM INC,023135106,2614074,573501695,SOLE
AMERICAN AIRLS GROUP INC,02376R102,13539994,236002095,SOLE
AMERICAN TOWER CORP NEW,03027X100,897340,164581129,SOLE
AON PLC,G0403H108,720364,258725934,SOLE
API GROUP CORP,00187Y100,21537518,774704522,SOLE
APOLLO GLOBAL MGMT INC,03769M106,569435,94047885,SOLE
APPLOVIN CORP,03831W108,148965,48239336,SOLE
APTIV PLC,G3265R107,1024222,61944947,SOLE
ATLASSIAN CORPORATION,049468101,496185,120761505,SOLE
AUTODESK INC,052769106,756584,223623533,SOLE
BANK AMERICA CORP,060505104,24715946,1086265827,SOLE
BIOMARIN PHARMACEUTICAL INC,09061G101,10510550,690858452,SOLE
BIONTECH SE,09075V102,940850,107209858,SOLE
BOEING CO,097023105,2975071,526587567,SOLE
BOSTON SCIENTIFIC CORP,101137107,2172208,194021619,SOLE
BRIDGEBIO PHARMA INC,10806X102,25120991,689319993,SOLE
CAMDEN PPTY TR,133131102,3362401,390173012,SOLE
CARVANA CO,146869102,873583,177651839,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,251441,86186432,SOLE
COMCAST CORP NEW,20030N101,19818985,743806507,SOLE
COOPER COS INC,216648501,2025310,186186748,SOLE
COSTAR GROUP INC,22160N109,1162703,83237908,SOLE
CSX CORP,126408103,14672537,473482769,SOLE
DOORDASH INC,25809K105,4949392,830260508,SOLE
EDGEWISE THERAPEUTICS INC,28036F105,1224986,32707126,SOLE
EQUITABLE HLDGS INC,29452E101,764323,36053116,SOLE
FLUTTER ENTMT PLC,G3643J108,1868698,482964998,SOLE
FORTIVE CORP,34959J108,13193368,989502600,SOLE
GE VERNOVA INC,36828A101,361475,118899972,SOLE
GENERAL MTRS CO,37045V100,2580242,137449491,SOLE
GINKGO BIOWORKS HOLDINGS INC,37611X209,3577128,35127397,SOLE
HCA HEALTHCARE INC,40412C101,1110230,333235535,SOLE
IMMUNOVANT INC,45258J102,1407290,34858573,SOLE
INHIBRX BIOSCIENCES INC,45720N103,1787705,27530657,SOLE
INTEGER HLDGS CORP,45826H109,1155711,153154822,SOLE
INTERCONTINENTAL EXCHANGE IN,45866F104,2767493,412384132,SOLE
INTUIT,461202103,1718964,1080368874,SOLE
JPMORGAN CHASE & CO.,46625H100,7466187,1789719686,SOLE
KKR & CO INC,48251W104,875778,129536324,SOLE
LI AUTO INC,50202M102,4593756,110204206,SOLE
LULULEMON ATHLETICA INC,550021109,83105,31780183,SOLE
METLIFE INC,59156R108,6017040,492675235,SOLE
MICROSOFT CORP,594918104,2390300,1007511450,SOLE
MONSTER BEVERAGE CORP NEW,61174X109,8064361,423862814,SOLE
NETFLIX INC,64110L106,502298,447708253,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,6978534,179348324,SOLE
NVIDIA CORPORATION,67066G104,2031985,272875266,SOLE
ORIC PHARMACEUTICALS INC,68622P109,4431008,35758235,SOLE
OSCAR HEALTH INC,687793109,3073765,41311402,SOLE
PEPGEN INC,713317105,1482434,5618425,SOLE
PHARVARIS N V,N69605108,3653310,70033953,SOLE
PHILIP MORRIS INTL INC,718172109,5087950,612334783,SOLE
PONY AI INC,732908108,739797,10616087,SOLE
PROGRESSIVE CORP,743315103,2173703,520840976,SOLE
QUALCOMM INC,747525103,322814,49590687,SOLE
RALLYBIO CORP,75120L100,4194777,4026986,SOLE
REGAL REXNORD CORPORATION,758750103,866612,134437520,SOLE
ROIVANT SCIENCES LTD,G76279101,47809960,565591827,SOLE
ROSS STORES INC,778296103,1706953,258210780,SOLE
ROYALTY PHARMA PLC,G7709Q104,12207885,311423146,SOLE
SALESFORCE INC,79466L302,1211482,405034777,SOLE
SCHWAB CHARLES CORP,808513105,14658944,1084908445,SOLE
SHERWIN WILLIAMS CO,824348106,618022,210084218,SOLE
SKECHERS U S A INC,830566105,3621391,243502331,SOLE
SNAP INC,83304A106,5298559,57065480,SOLE
SPOTIFY TECHNOLOGY S A,L8681T102,1548585,692805957,SOLE
STANDARD BIOTOOLS INC,34385P108,58651170,102639548,SOLE
STARBUCKS CORP,855244109,5344064,487645840,SOLE
SYNOPSYS INC,871607107,721318,350098904,SOLE
T-MOBILE US INC,872590104,610404,134734475,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,4089619,807658856,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,6503485,143336809,SOLE
TRANSUNION,89400J107,4100233,380132601,SOLE
TRAVELERS COMPANIES INC,89417E109,671750,161817858,SOLE
TRAVERE THERAPEUTICS INC,89422G107,2901925,50551534,SOLE
TREVI THERAPEUTICS INC,89532M101,4400000,18128000,SOLE
TWILIO INC,90138F102,838385,90612651,SOLE
UNITEDHEALTH GROUP INC,91324P102,1900457,961365178,SOLE
US BANCORP DEL,902973304,24447757,1169336217,SOLE
VISA INC,92826C839,3495090,1104588244,SOLE
VISTRA CORP,92840M102,601501,82928943,SOLE
ZSCALER INC,98980G102,914969,165069557,SOLE
