Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,170700,33848103,SOLE,
ACI WORLDWIDE INC,004498101,367700,15079377,SOLE,
ALPHABET INC,02079K107,326750,93731505,SOLE,
AMAZON COM INC,023135106,222500,46340075,SOLE,
AMPHENOL CORP,032095101,9200,1162420,SOLE,
ANALOG DEVICES INC,032654105,106350,33834189,SOLE,
AON PLC,G0403H108,213860,69029731,SOLE,
ASML HLDG NV,N07059210,5500,7264565,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,278850,133624920,SOLE,
BIO-TECHNE CORP,09073M104,653200,34136232,SOLE,
CDW CORP,12514G108,36250,4386975,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,650,140322,SOLE,
COMCAST CORP NEW,20030N101,47000,1349370,SOLE,
COSTAR GROUP INC,22160N109,517025,20856789,SOLE,
DANAHER CORPORATION,235851102,477750,90581400,SOLE,
EQUIFAX INC,294429105,187605,33782032,SOLE,
EURONET WORLDWIDE INC,298736109,160000,10619200,SOLE,
FERGUSON ENTERPRISES INC,31488V107,5200,1212952,SOLE,
FORTIVE CORP,34959J108,22500,1243800,SOLE,
GLOBAL PMTS INC,37940X102,335000,22545500,SOLE,
HEICO CORP NEW,422806208,188979,39891577,SOLE,
IDEX CORP,45167R104,264300,50098065,SOLE,
IDEXX LABS INC,45168D104,35300,19834717,SOLE,
INGERSOLL RAND INC,45687V106,133200,10671984,SOLE,
LABCORP HOLDINGS INC,504922105,99050,26427531,SOLE,
LIBERTY BROADBAND CORP,530307107,130000,6528600,SOLE,
LIBERTY BROADBAND CORP,530307305,576000,28972800,SOLE,
LINDE PLC,G54950103,7200,3569472,SOLE,
LKQ CORP,501889208,408000,11982960,SOLE,
MARTIN MARIETTA MATLS INC,573284106,39775,23414747,SOLE,
MASTERCARD INCORPORATED,57636Q104,147000,73450020,SOLE,
MERCADOLIBRE INC,58733R102,8000,13832160,SOLE,
META PLATFORMS INC,30303M102,105710,60479862,SOLE,
MICROSOFT CORP,594918104,169450,62725307,SOLE,
NVIDIA CORPORATION,67066G104,35000,6104000,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,132000,25792800,SOLE,
ORACLE CORP,68389X105,55000,8091050,SOLE,
PERIMETER SOLUTIONS INC,71385M107,509400,12439548,SOLE,
POOL CORP,73278L105,15000,3034950,SOLE,
REPLIGEN CORP,759916109,25500,3004410,SOLE,
S&P GLOBAL INC,78409V104,7050,2998647,SOLE,
SALESFORCE COM INC,79466L302,81500,15213605,SOLE,
SIRIUSXM HOLDINGS INC,829933100,1293000,29842440,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,20000,6759000,SOLE,
TEXAS INSTRS INC,882508104,160100,31081814,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,121000,59475130,SOLE,
VERALTO CORP,92338C103,40000,3536800,SOLE,
VISA INC,92826C839,265330,80193339,SOLE,
VULCAN MATLS CO,929160109,214200,58326660,SOLE,
