Company,CUSIP,Shares,Value,Discretion,PutCall
PROGRESSIVE ORD,743315103,603603,153170297,SOLE,
CHARTER COMMUNICATIONS CL A ORD,16119P108,358681,116241338,SOLE,
LAMAR ADVERTISING CL A REIT,512816109,718898,96044773,SOLE,
CDW ORD,12514G108,384560,87025928,SOLE,
BATH AND BODY WORKS ORD,070830104,2302706,73502376,SOLE,
DOMINOS PIZZA ORD,25754A201,159129,68447748,SOLE,
CARMAX ORD,143130102,674134,52164489,SOLE,
FLUTTER ENTERTAINMENT ORD,G3643J108,199320,47294650,SOLE,
LIBERTY BROADBAND SRS C ORD,530307305,389316,30090234,SOLE,
CACTUS CL A ORD,127203107,480974,28699719,SOLE,
SAVERS VALUE VILLAGE ORD,80517M109,2289930,24090064,SOLE,
HEICO CL A ORD,422806208,4477,912234,SOLE,
