Company,CUSIP,Shares,Value,Discretion,PutCall
ALLY FINL INC,02005N100,12719675,458035497,DFND,
ALLY FINL INC,02005N100,2803875,100967539,DFND,
ALLY FINL INC,02005N100,4228200,152257482,DFND,
ALLY FINL INC,02005N100,3137000,112963370,DFND,
ALLY FINL INC,02005N100,4836250,174153363,DFND,
ALLY FINL INC,02005N100,1275000,45912750,DFND,
AMAZON COM INC,023135106,7724000,1694568360,DFND,
AMAZON COM INC,023135106,2276000,499331640,DFND,
AMERICAN EXPRESS CO,025816109,1149942,341291286,DFND,
AMERICAN EXPRESS CO,025816109,149061045,44239827546,DFND,
AMERICAN EXPRESS CO,025816109,1399713,415420821,DFND,
APPLE INC,037833100,692000,173290640,DFND,
APPLE INC,037833100,3840000,961612800,DFND,
APPLE INC,037833100,34000,8514280,DFND,
APPLE INC,037833100,34724000,8695584080,DFND,
APPLE INC,037833100,2724000,682144080,DFND,
APPLE INC,037833100,15532000,3889523440,DFND,
APPLE INC,037833100,61542988,15411595055,DFND,
APPLE INC,037833100,7204000,1804025680,DFND,
APPLE INC,037833100,14472000,3624078240,DFND,
APPLE INC,037833100,152747012,38250906745,DFND,
APPLE INC,037833100,2712000,679139040,DFND,
APPLE INC,037833100,3776000,945585920,DFND,
ATLANTA BRAVES HLDGS INC,047726302,108217,4140382,DFND,
ATLANTA BRAVES HLDGS INC,047726302,96867,3706131,DFND,
ATLANTA BRAVES HLDGS INC,047726302,14929,571184,DFND,
ATLANTA BRAVES HLDGS INC,047726302,3632,138960,DFND,
BANK AMER CORP,060505104,3920000,172284000,DFND,
BANK AMER CORP,060505104,11900000,523005000,DFND,
BANK AMER CORP,060505104,145500,6394725,DFND,
BANK AMER CORP,060505104,140000000,6153000000,DFND,
BANK AMER CORP,060505104,5600000,246120000,DFND,
BANK AMER CORP,060505104,2100000,92295000,DFND,
BANK AMER CORP,060505104,21000000,922950000,DFND,
BANK AMER CORP,060505104,310800000,13659660000,DFND,
BANK AMER CORP,060505104,11062607,486201578,DFND,
BANK AMER CORP,060505104,135905480,5973045846,DFND,
BANK AMER CORP,060505104,28000000,1230600000,DFND,
BANK AMER CORP,060505104,9800000,430710000,DFND,
CAPITAL ONE FINL CORP,14040H105,1939213,345800462,DFND,
CAPITAL ONE FINL CORP,14040H105,3373787,601613698,DFND,
CAPITAL ONE FINL CORP,14040H105,2137000,381069840,DFND,
CHARTER COMMUNICATIONS INC N,16119P108,1991759,682715232,DFND,
CHEVRON CORP NEW,166764100,17564001,2543969905,DFND,
CHEVRON CORP NEW,166764100,61400,8893176,DFND,
CHEVRON CORP NEW,166764100,2092000,303005280,DFND,
CHEVRON CORP NEW,166764100,32517208,4709792407,DFND,
CHEVRON CORP NEW,166764100,2858400,414010656,DFND,
CHEVRON CORP NEW,166764100,61579525,8919178401,DFND,
CHEVRON CORP NEW,166764100,1938000,280699920,DFND,
CITIGROUP INC,172967424,14639502,1030474546,DFND,
COCA COLA CO,191216100,800000,49808000,DFND,
COCA COLA CO,191216100,371471,23127784,DFND,
COCA COLA CO,191216100,85000,5292100,DFND,
COCA COLA CO,191216100,80283200,4998432032,DFND,
COCA COLA CO,191216100,1824000,113562240,DFND,
COCA COLA CO,191216100,14411200,897241312,DFND,
COCA COLA CO,191216100,14990400,933302304,DFND,
COCA COLA CO,191216100,282722729,17602317108,DFND,
COCA COLA CO,191216100,3552000,221147520,DFND,
COCA COLA CO,191216100,960000,59769600,DFND,
CONSTELLATION BRANDS INC,21036P108,5624324,1242975604,DFND,
DAVITA INC,23918K108,17582088,2629401260,DFND,
DAVITA INC,23918K108,18513482,2768691233,DFND,
DIAGEO P L C,25243Q205,227750,28953858,DFND,
DOMINOS PIZZA INC,25754A201,2382000,999868320,DFND,
HEICO CORP NEW,422806208,1049687,195325757,DFND,
JEFFERIES FINL GROUP INC,47233W109,433558,33990947,DFND,
KRAFT HEINZ CO,500754106,325634818,10000245261,DFND,
KROGER CO,501044101,16607090,1015523554,DFND,
KROGER CO,501044101,768531,46995671,DFND,
KROGER CO,501044101,5367119,328199327,DFND,
KROGER CO,501044101,27257260,1666781449,DFND,
LENNAR CORP,526057302,152572,20162390,DFND,
LIBERTY MEDIA CORP DEL,531229722,3639582,247709951,DFND,
LIBERTY MEDIA CORP DEL,531229722,143157,9743265,DFND,
LIBERTY MEDIA CORP DEL,531229722,5529646,376347707,DFND,
LIBERTY MEDIA CORP DEL,531229722,162620,11067917,DFND,
LIBERTY MEDIA CORP DEL,531229722,1442656,98187167,DFND,
LIBERTY MEDIA CORP DEL,531229748,1011698,67338619,DFND,
LIBERTY MEDIA CORP DEL,531229748,3284775,218634624,DFND,
LIBERTY MEDIA CORP DEL,531229748,233347,15531576,DFND,
LIBERTY MEDIA CORP DEL,531229748,456768,30402478,DFND,
LIBERTY MEDIA CORP DEL,531229854,2815639,260897110,DFND,
LIBERTY MEDIA CORP DEL,531229854,3344800,309929168,DFND,
LIBERTY MEDIA CORP DEL,531229854,515501,47766323,DFND,
LIBERTY MEDIA CORP DEL,531229854,125420,11621417,DFND,
LOUISIANA PAC CORP,546347105,1319884,136673988,DFND,
LOUISIANA PAC CORP,546347105,4344909,449915327,DFND,
MASTERCARD INC,57636Q104,3986648,2099249237,DFND,
MOODYS CORP,615369105,72100,34129977,DFND,
MOODYS CORP,615369105,11973928,5668098297,DFND,
MOODYS CORP,615369105,12623750,5975704538,DFND,
NVR INC,62944T105,11112,90883937,DFND,
OCCIDENTAL PETE CORP,674599105,264178414,13053055436,DFND,
POOL CORP,73278L105,598689,204117028,DFND,
SIRIUS XM HOLDINGS INC,829933100,15984890,364455492,DFND,
SIRIUS XM HOLDINGS INC,829933100,93812102,2138915926,DFND,
SIRIUS XM HOLDINGS INC,829933100,1326491,30243995,DFND,
SIRIUS XM HOLDINGS INC,829933100,6345090,144668052,DFND,
T-MOBILE US INC,872590104,4350000,960175500,DFND,
VERISIGN INC,92343E102,5272947,1091289111,DFND,
VERISIGN INC,92343E102,7998510,1655371630,DFND,
VISA INC,92826C839,8297460,2622329258,DFND,
AON PLC,G0403H108,2304000,827504640,DFND,
AON PLC,G0403H108,43806,15733363,DFND,
AON PLC,G0403H108,1752194,629317997,DFND,
NU HLDGS LTD,G6683N103,40180168,416266540,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,1005607,6395661,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,1625185,10336177,DFND,
LIBERTY LATIN AMERICA LTD,G9001E128,1284020,8140687,DFND,
CHUBB LIMITED,H1467J104,27033784,7469434519,DFND,
