Company,CUSIP,Shares,Value,Discretion,PutCall
ABBVIE INC,00287Y109,38511,7148375,SOLE,
ACCENTURE PLC IRELAND,G1151C101,795,237618,SOLE,
AFLAC INC,001055102,6222,656167,SOLE,
ALPHABET INC,02079K305,3888,685247,SOLE,
ALPHABET INC,02079K107,163345,28975815,SOLE,
AMAZON COM INC,023135106,126032,27650263,SOLE,
AMERICAN ELEC PWR CO INC,025537101,190857,19803290,SOLE,
AMERICAN EXPRESS CO,025816109,3216,1025842,SOLE,
AMGEN INC,031162100,101598,28367310,SOLE,
AMPHENOL CORP NEW,032095101,3056,301780,SOLE,
AON PLC,G0403H108,648,231180,SOLE,
APPLE INC,037833100,148576,30483344,SOLE,
APPLIED MATLS INC,038222105,51071,9349568,SOLE,
AST SPACEMOBILE INC,00217D100,5900,275707,SOLE,
BANK AMERICA CORP,060505104,57933,2741373,SOLE,
BANK NEW YORK MELLON CORP,064058100,287266,26172777,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,11591,5630560,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,4729,218905,SOLE,
BROADCOM INC,11135F101,1092,301010,SOLE,
CAPITAL ONE FINL CORP,14040H105,3196,679981,SOLE,
CISCO SYS INC,17275R102,161264,11188468,SOLE,
COLGATE PALMOLIVE CO,194162103,2383,216615,SOLE,
COMCAST CORP NEW,20030N101,822810,29366099,SOLE,
COMPUGEN LTD,M25722105,93833,167023,SOLE,
COSTCO WHSL CORP NEW,22160K105,573,567483,SOLE,
CVS HEALTH CORP,126650100,6228,429607,SOLE,
DANAHER CORPORATION,235851102,1703,336411,SOLE,
DOCGO INC,256086109,100000,157000,SOLE,
EA SERIES TRUST,02072Q812,412454,44053098,SOLE,
EATON CORP PLC,G29183103,862,307725,SOLE,
ELI LILLY & CO,532457108,325,253604,SOLE,
EXXON MOBIL CORP,30231G102,4855,523419,SOLE,
FEDEX CORP,31428X106,54682,12429852,SOLE,
FISERV INC,337738108,9711,1674338,SOLE,
GENERAC HLDGS INC,368736104,66772,9562418,SOLE,
GENERAL DYNAMICS CORP,369550108,36088,10525439,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,28974,20506606,SOLE,
HOME DEPOT INC,437076102,47617,17458333,SOLE,
INTERNATIONAL BUSINESS MACHS,459200101,840,247669,SOLE,
INTUIT,461202103,450,354434,SOLE,
INVESCO EXCH TRADED FD TR II,46138G649,1520,345192,SOLE,
INVESCO QQQ TR,46090E103,1371,756613,SOLE,
ISHARES INC,46434G103,4978,298877,SOLE,
ISHARES TR,464287507,5511,341792,SOLE,
ISHARES TR,464287630,1765,278446,SOLE,
ISHARES TR,464287200,3237,2009927,SOLE,
ISHARES TR,464287499,57927,5327633,SOLE,
ISHARES TR,464287655,10847,2340872,SOLE,
ISHARES TR,464287614,22995,9763384,SOLE,
ISHARES TR,464287804,54818,5991102,SOLE,
ISHARES TR,46435G516,6378,569045,SOLE,
ISHARES TR,464287465,15783,1410873,SOLE,
ISHARES TR,464287622,722,245495,SOLE,
ISHARES TR,464287598,6200,1204341,SOLE,
JOHNSON & JOHNSON,478160104,3595,549136,SOLE,
JPMORGAN CHASE & CO.,46625H100,139183,40350410,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,55261,13861768,SOLE,
LOWES COS INC,548661107,60276,13373441,SOLE,
M & T BK CORP,55261F104,86836,16845277,SOLE,
MARKER THERAPEUTICS INC,57055L206,15000,22950,SOLE,
MCDONALDS CORP,580135101,1084,316609,SOLE,
MEDTRONIC PLC,G5960L103,369181,32181489,SOLE,
MERCK & CO INC,58933Y105,2915,230751,SOLE,
META PLATFORMS INC,30303M102,28206,20818457,SOLE,
MICROSOFT CORP,594918104,142135,70699474,SOLE,
MORGAN STANLEY,617446448,269515,37963931,SOLE,
NEXTERA ENERGY INC,65339F101,266053,18469425,SOLE,
NUCOR CORP,670346105,2698,349499,SOLE,
NVIDIA CORPORATION,67066G104,8421,1330402,SOLE,
PALANTIR TECHNOLOGIES INC,69608A108,2313,315308,SOLE,
PARAMOUNT GLOBAL,92556H206,22890,295281,SOLE,
PAYPAL HLDGS INC,70450Y103,242629,18032178,SOLE,
PEPSICO INC,713448108,220465,29110212,SOLE,
PHILIP MORRIS INTL INC,718172109,1229,223838,SOLE,
PNC FINL SVCS GROUP INC,693475105,190265,35469247,SOLE,
PROCTER AND GAMBLE CO,742718109,2405,383093,SOLE,
QUALCOMM INC,747525103,207733,33083490,SOLE,
SCHWAB STRATEGIC TR,808524797,19571,518653,SOLE,
SELECT SECTOR SPDR TR,81369Y803,1150,291215,SOLE,
SKYX PLATFORMS CORP,78471E105,201666,210741,SOLE,
SPDR GOLD TR,78463V107,955,291113,SOLE,
SPDR S&P MIDCAP 400 ETF TR,78467Y107,6200,3512194,SOLE,
SPDR SERIES TRUST,78464A763,4062,551345,SOLE,
SPDR SERIES TRUST,78464A409,2998,285769,SOLE,
SPDR SERIES TRUST,78468R796,13348,679848,SOLE,
STARBUCKS CORP,855244109,204713,18757818,SOLE,
T ROWE PRICE ETF INC,87283Q107,64641,2931469,SOLE,
TARGET CORP,87612E106,158229,15609286,SOLE,
TE CONNECTIVITY PLC,G87052109,77962,13149922,SOLE,
TEXAS INSTRS INC,882508104,101233,21017957,SOLE,
