Company,CUSIP,Shares,Value,Discretion,PutCall
ALLIANCE RESOURCE PARTNERS L,01877R108,132000,3066360,SOLE,
AMERICAN AXLE & MFG HLDGS IN,024061103,1734780,11119940,SOLE,
BOISE CASCADE CO DEL,09739D100,37000,2723200,SOLE,
BREAD FINANCIAL HOLDINGS INC,018581108,201415,14910752,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,108000,5825520,SOLE,
BUILD-A-BEAR WORKSHOP INC,120076104,78000,4779060,SOLE,
CAL MAINE FOODS INC,128030202,62000,4933340,SOLE,
CARLYLE GROUP INC,14316J108,40000,2364400,SOLE,
CHORD ENERGY CORPORATION,674215207,57766,5354908,SOLE,
CONDUENT INC,206787103,5583385,10720099,SOLE,
CTO RLTY GROWTH INC NEW,22948Q101,434145,7992609,SOLE,
FOSSIL GROUP INC,34988V106,3184415,11973400,SOLE,
GRAY MEDIA INC,389375106,3988495,19304316,SOLE,
ITURAN LOCATION AND CONTROL,M6158M104,215000,9247150,SOLE,
JACKSON FINANCIAL INC,46817M107,86150,9187897,SOLE,
JELD-WEN HLDG INC,47580P103,4134210,10170157,SOLE,
LINCOLN NATL CORP IND,534187109,504761,22477007,SOLE,
LYONDELLBASELL INDUSTRIES N,N53745100,38000,1645400,SOLE,
MILLROSE PPTYS INC,601137102,82800,2473236,SOLE,
NABORS INDUSTRIES LTD,G6359F137,602737,32728619,SOLE,
ONEMAIN HLDGS INC,68268W103,82941,5602665,SOLE,
QUAD / GRAPHICS INC,747301109,2737890,17166570,SOLE,
STELLANTIS N.V,N82405106,429000,4671810,SOLE,
STRATEGY INC,594972408,25250,3836737,SOLE,
TECHNIPFMC PLC,G87110105,7510,334646,SOLE,
TUTOR PERINI CORP,901109108,6815,456741,SOLE,
UGI CORP NEW,902681105,262000,9806660,SOLE,
UNITED NAT FOODS INC,911163103,12625,425084,SOLE,
UNITED PARCEL SERVICE INC,911312106,86600,8589854,SOLE,
UPBOUND GROUP INC,76009N100,70000,1229200,SOLE,
USA TODAY CO INC,36472T109,3403345,17527227,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,198000,8064540,SOLE,
VIATRIS INC,92556V106,619000,7706550,SOLE,
WESTERN ALLIANCE BANCORP,957638109,64455,5418732,SOLE,
