Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1583061,SOLE,
ALPHABET INC,02079K107,17750,3360075,SOLE,
AMERICAN EXPRESS CO,025816109,11600,3442764,SOLE,
BROWN FORMAN CORP,115637100,2796127,105386027,SOLE,
BROWN FORMAN CORP,115637209,1634526,62079297,SOLE,
CME GROUP INC,12572Q105,8600,1997178,SOLE,
COCA COLA CO,191216100,21100,1313686,SOLE,
COLGATE PALMOLIVE CO,194162103,20100,1827291,SOLE,
DISNEY WALT CO,254687106,4458441,496447405,SOLE,
EBAY INC.,278642103,3646121,225877196,SOLE,
EQUIFAX INC,294429105,10300,2624955,SOLE,
FAIR ISAAC CORP,303250104,255520,508722434,SOLE,
HERSHEY CO,427866108,5100,863685,SOLE,
INTUIT,461202103,769617,483704285,SOLE,
LAUDER ESTEE COS INC,518439104,14425,1081587,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,744744,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,5776015,100213860,SOLE,
MONDELEZ INTL INC,609207105,8411222,502402290,SOLE,
NIKE INC,654106103,20400,1543668,SOLE,
ORACLE CORP,68389X105,19200,3199488,SOLE,
PAYPAL HLDGS INC,70450Y103,4282692,365527762,SOLE,
PEPSICO INC,713448108,2556337,388716604,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1357080,SOLE,
S&P GLOBAL INC,78409V104,5900,2938377,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,407240,211858465,SOLE,
TKO GROUP HOLDINGS INC,87256C101,3633367,516337784,SOLE,
VERISK ANALYTICS INC,92345Y106,7300,2010639,SOLE,
VISA INC,92826C839,11200,3539648,SOLE,
