Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1328509,207552960,SOLE,
ALPHABET INC,02079K305,2372844,366936596,SOLE,
AMENTUM HOLDINGS INC,023939101,2393039,43553310,SOLE,
AMERICAN EXPRESS CO,025816109,932,250755,SOLE,
ATAI LIFE SCIENCES NV,N0731H103,42112,57272,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,336982,179469874,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,126,100603642,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,4700,587218,SOLE,
CAPITAL ONE FINL CORP,14040H105,2130414,381983230,SOLE,
CARMAX INC,143130102,6280,489338,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,400460,147581524,SOLE,
COPA HOLDINGS SA,P31076105,2555,236235,SOLE,
CREDIT ACCEP CORP MICH,225310101,643101,332065201,SOLE,
ELEVANCE HEALTH INC,036752103,1122920,488425283,SOLE,
EQUITABLE HLDGS INC,29452E101,40728,2121522,SOLE,
EXPEDITORS INTL WASH INC,302130109,21902,2633716,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,3361,1283734,SOLE,
ICON PLC,G4705A100,1254350,219498707,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,2794096,481981560,SOLE,
JACOBS SOLUTIONS INC,46982L108,1176743,142256461,SOLE,
LIBERTY BROADBAND CORP,530307305,2383453,202712678,SOLE,
LIBERTY BROADBAND CORP,530307107,674067,57295695,SOLE,
LIBERTY MEDIA CORP DEL,531229755,5755304,518034913,SOLE,
LIBERTY MEDIA CORP DEL,531229771,741230,60388008,SOLE,
LITHIA MTRS INC,536797103,2716,797255,SOLE,
META PLATFORMS INC,30303M102,510972,294503822,SOLE,
MICROSOFT CORP,594918104,649,243628,SOLE,
NETFLIX INC,64110L106,606,565113,SOLE,
RIMINI STR INC DEL,76674Q107,37955,132083,SOLE,
S&P GLOBAL INC,78409V104,531,269801,SOLE,
SCHWAB CHARLES CORP,808513105,6761375,529280435,SOLE,
SINCLAIR INC,829242106,17959,286087,SOLE,
STELLANTIS N.V,N82405106,39677,444779,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1866293,309804638,SOLE,
UNITEDHEALTH GROUP INC,91324P102,822168,430610490,SOLE,
VANGUARD INDEX FDS,922908769,1725,474099,SOLE,
VANGUARD INDEX FDS,922908363,682,350487,SOLE,
VANGUARD STAR FDS,921909768,4121,255914,SOLE,
