Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1365367,SOLE,
ALPHABET INC,02079K305,18225,2818314,SOLE,
AMERICAN EXPRESS CO,025816109,11600,3120980,SOLE,
BROWN FORMAN CORP,115637100,2752327,92120385,SOLE,
BROWN FORMAN CORP,115637209,1575426,53469958,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,12150,853052,SOLE,
CME GROUP INC,12572Q105,8600,2281494,SOLE,
COCA COLA CO,191216100,21100,1511182,SOLE,
COLGATE PALMOLIVE CO,194162103,20100,1883370,SOLE,
DISNEY WALT CO,254687106,4280841,422519007,SOLE,
EBAY INC.,278642103,3370021,228251522,SOLE,
EQUIFAX INC,294429105,10300,2508668,SOLE,
FAIR ISAAC CORP,303250104,240300,443151648,SOLE,
HERSHEY CO,427866108,5100,872253,SOLE,
INTUIT,461202103,741017,454977028,SOLE,
LAUDER ESTEE COS INC,518439104,14425,952050,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,642576,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,5053000,66143770,SOLE,
MONDELEZ INTL INC,609207105,6018722,408370288,SOLE,
NIKE INC,654106103,20400,1294992,SOLE,
ORACLE CORP,68389X105,19200,2684352,SOLE,
PAYPAL HLDGS INC,70450Y103,4171092,272163753,SOLE,
PEPSICO INC,713448108,2454237,367988296,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1102440,SOLE,
S&P GLOBAL INC,78409V104,5900,2997790,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,508790,253173904,SOLE,
TKO GROUP HOLDINGS INC,87256C101,3394377,518694749,SOLE,
VERISK ANALYTICS INC,92345Y106,7300,2172626,SOLE,
VISA INC,92826C839,11200,3925152,SOLE,
