Company,CUSIP,Shares,Value,Discretion,PutCall
Aflac Inc,001055102,5249,586838,DFND,
Aflac Inc,001055102,8315,929617,DFND,
Abbott Labs,002824100,18411,2099038,DFND,
Abbott Labs,002824100,33207,3785931,DFND,
Advanced Micro Devices Inc,007903107,854,140124,DFND,
Advanced Micro Devices Inc,007903107,70,11486,DFND,
Airbnb Inc Com Cl A,009066101,63,7989,DFND,
Air Prods & Chems Inc,009158106,753,224198,DFND,
Allstate Corp,020002101,1888,358059,DFND,
Allstate Corp,020002101,1659,314629,DFND,
Amazon.Com Inc,023135106,24665,4595830,DFND,
Amazon.Com Inc,023135106,142783,26604756,DFND,
Amazon.Com Inc,023135106,200,37266,OTR,
American Elec Pwr Inc,025537101,6509,667823,DFND,
American Express CO,025816109,2216,600979,DFND,
American Express CO,025816109,12071,3273655,DFND,
American International Group,026874784,65,4760,DFND,
American International Group,026874784,89,6517,DFND,
American Water Works Co Inc,030420103,3388,495461,DFND,
Ametek Inc New,031100100,26,4464,DFND,
Amgen Inc,031162100,12110,3901963,DFND,
Amgen Inc,031162100,12224,3938727,DFND,
Amplify Digital Payments ETF,032108656,600,31362,DFND,
Analog Devices Inc,032654105,225,51788,DFND,
Elevance Health INC,036752103,31693,16480360,DFND,
Elevance Health INC,036752103,103,53560,OTR,
Elevance Health INC,036752103,8685,4516200,DFND,
Apple Inc,037833100,234328,54598424,DFND,
Apple Inc,037833100,460,107180,OTR,
Apple Inc,037833100,59051,13758777,DFND,
Applied Materials Inc,038222105,1635,330352,DFND,
Applied Materials Inc,038222105,1900,383895,DFND,
Archer Daniels Midland CO,039483102,56,3345,DFND,
Arista Networks Inc,040413106,901,345822,DFND,
Astrazeneca PLC Spons ADR,046353108,63818,4972060,DFND,
Astrazeneca PLC Spons ADR,046353108,236,18387,OTR,
Astrazeneca PLC Spons ADR,046353108,693,53992,DFND,
Atlanta Braves Holdings Inc,047726302,1000,39800,DFND,
Atmos Energy Corporation,049560105,1380,191420,DFND,
Automatic Data Processing Inc,053015103,13635,3773213,DFND,
Automatic Data Processing Inc,053015103,3987,1103323,DFND,
Avery Dennison Corp,053611109,70,15453,DFND,
BP PLC Spons ADR,055622104,125105,3927046,DFND,
BP PLC Spons ADR,055622104,750,23543,OTR,
BP PLC Spons ADR,055622104,2452,76968,DFND,
Brt Apartments Corp,055645303,1250,21975,DFND,
Bank of America Corp,060505104,1818,72138,DFND,
Bank of America Corp,060505104,234325,9298016,DFND,
Bank of New York Mellon Corp,064058100,47,3377,DFND,
Barrick Gold Corp,067901108,369324,7345854,DFND,
Barrick Gold Corp,067901108,1750,34808,OTR,
Barrick Gold Corp,067901108,97370,1936690,DFND,
Bassett Furniture Industries I,070203104,13552,195826,DFND,
Becton Dickinson & CO,075887109,4671,1126178,DFND,
Becton Dickinson & CO,075887109,103,24833,DFND,
Berkshire Hathaway Inc-Cl B,084670702,19513,8981054,DFND,
Berkshire Hathaway Inc-Cl B,084670702,92112,42395469,DFND,
Berkshire Hathaway Inc-Cl B,084670702,195,89751,OTR,
Bhp Group Limited ADR,088606108,59322,3684489,DFND,
Bhp Group Limited ADR,088606108,1593,98941,DFND,
Boeing Company,097023105,206,31320,DFND,
Boeing Company,097023105,2275,345891,DFND,
Booz Allen Hamilton Holding Co,099502106,270,43945,DFND,
Boston Scientific Corp,101137107,156150,13085370,DFND,
Boston Scientific Corp,101137107,217,18185,OTR,
Boston Scientific Corp,101137107,1366,114471,DFND,
Bristol Myers Squibb CO,110122108,27418,1418607,DFND,
Bristol Myers Squibb CO,110122108,85,4398,DFND,
Brown Forman Corp Cl B,115637209,808,39754,DFND,
Butterfly Network Inc Cl A,124155102,1563,2767,DFND,
Cf Industries Holdings Inc,125269100,100,8580,DFND,
CIGNA GROUP,125523100,137,47462,DFND,
CIGNA GROUP,125523100,336,116404,DFND,
CSX Corporation,126408103,240,8287,DFND,
CSX Corporation,126408103,24078,831413,DFND,
CVS Health Corp,126650100,2809,176630,DFND,
CVS Health Corp,126650100,33,2075,DFND,
Coterra Energy Inc Com,127097103,602,14418,DFND,
"Cadence Design Systems, Inc.",127387108,170,46075,DFND,
Canadian National Railway CO,136375102,1387,162487,DFND,
Canadian National Railway CO,136375102,467,54709,DFND,
Canopy Growth Corporation ADR,138035704,10,48,DFND,
Carmax Inc,143130102,1317,101909,DFND,
Carmax Inc,143130102,100,7738,DFND,
Carnival Corp ADR,143658300,5260,97205,DFND,
Carnival Corp ADR,143658300,185,3419,DFND,
Casella Waste Systems Inc Cl A,147448104,1000,99490,DFND,
Cava Group Inc Com,148929102,110,13624,DFND,
Caterpillar Inc,149123101,2114,826828,DFND,
Caterpillar Inc,149123101,796,311332,DFND,
Celanese Corp,150870103,19,2583,DFND,
Cemex Sab De Cv Sponsored ADR,151290889,11856,72322,DFND,
Chevron Corporation,166764100,17522,2580464,DFND,
Chevron Corporation,166764100,78358,11539783,DFND,
Chevron Corporation,166764100,300,44181,OTR,
Chipotle Mexican Grill Inc,169656105,700,40334,DFND,
Chipotle Mexican Grill Inc,169656105,50,2881,DFND,
Church & Dwight Co Inc,171340102,18618,1949677,DFND,
Church & Dwight Co Inc,171340102,325,34034,DFND,
Cincinnati Financial Corp,172062101,2824,384403,DFND,
Cintas Corp,172908105,496,102116,DFND,
Coca Cola CO,191216100,261993,18826817,DFND,
Coca Cola CO,191216100,647,46493,OTR,
Coca Cola CO,191216100,76664,5509075,DFND,
Colgate Palmolive CO,194162103,3817,396243,DFND,
Colgate Palmolive CO,194162103,1841,191114,DFND,
Consolidated Edison Inc Com,209115104,1000,104130,DFND,
Corning Inc,219350105,63,2844,DFND,
Cubesmart Com,229663109,300,16149,DFND,
Cummins Inc,231021106,10,3238,DFND,
Cummins Inc,231021106,250,80948,DFND,
Curtiss Wright Corp Com,231561101,282,92691,DFND,
Dbx Etf Tr Xtrack Msci Eafe,233051200,502,21094,DFND,
Danaher Corp,235851102,78517,21829296,DFND,
Danaher Corp,235851102,200,55604,OTR,
Danaher Corp,235851102,22173,6164537,DFND,
Deere & CO.,244199105,18,7512,DFND,
Deere & CO.,244199105,2059,859282,DFND,
Delta Air Lines Inc,247361702,5,254,DFND,
Delta Air Lines Inc,247361702,250,12698,DFND,
Dexcom Inc Com,252131107,27,1810,DFND,
Digital Realty Tr Inc,253868103,20,3237,DFND,
Disney Walt Co New,254687106,33304,3203512,DFND,
