Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,3872500,849587775,SOLE,
CBRE GROUP INC,12504L109,589391,82585467,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,2881800,27117738,SOLE,
DISNEY WALT CO,254687106,5087631,630917120,SOLE,
EXPEDIA GROUP INC,30212P303,278356,46953090,SOLE,
INSIGHT ENTERPRISES INC,45765U103,2861739,395163230,SOLE,
LIBERTY MEDIA CORP DEL,531229748,1773148,140929803,SOLE,
LIBERTY MEDIA CORP DEL,531229722,3991888,323981630,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,885266,133923040,SOLE,
META PLATFORMS INC,30303M102,623374,460106116,SOLE,
MONGODB INC,60937P106,690500,144998095,SOLE,
MR COOPER GROUP INC,62482R107,904800,135005208,SOLE,
REDFIN CORP,75737F108,5805600,64964664,SOLE,
ROBLOX CORP,771049103,4732021,497808609,SOLE,
ROCKET COS INC,77311W101,15125609,214481136,SOLE,
SALESFORCE INC,79466L302,2898509,790394419,SOLE,
SIMPSON MFG INC,829073105,1406105,218382168,SOLE,
VISA INC,92826C839,1244950,442019498,SOLE,
