Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,1,268,SOLE,
ACCENTURE PLC IRELAND,G1151C101,159399,42766752,DFND,
ACUITY INC,00508Y102,9750,3510390,DFND,
AIR PRODS & CHEMS INC,009158106,71500,17661930,DFND,
AIRBNB INC,009066101,240289,32612022,DFND,
ALLSTATE CORP,020002101,154550,32169583,DFND,
ALPHABET INC,02079K305,72000,22536000,SOLE,
ALPHABET INC,02079K107,297230,93270774,SOLE,
ALPHABET INC,02079K305,500000,156500000,DFND,
ALPHABET INC,02079K107,2452630,769635294,DFND,
AMAZON COM INC,023135106,148432,34261074,SOLE,
AMAZON COM INC,023135106,1882328,434478948,DFND,
AMERICAN EXPRESS CO,025816109,10000,3699500,SOLE,
AMERICAN EXPRESS CO,025816109,478500,177021076,DFND,
ANALOG DEVICES INC,032654105,10000,2712000,SOLE,
ANALOG DEVICES INC,032654105,1013245,274792044,DFND,
AON PLC,G0403H108,1500,529320,SOLE,
AON PLC,G0403H108,132550,46774244,DFND,
APOLLO GLOBAL MGMT INC,03769M106,22500,3257100,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,990000,143312400,DFND,
APPLE INC,037833100,48200,13103652,SOLE,
APPLE INC,037833100,1179090,320547409,DFND,
APPLIED MATLS INC,038222105,34100,8763360,DFND,
ARCHER DANIELS MIDLAND CO,039483102,170727,9815095,SOLE,
ARCHER DANIELS MIDLAND CO,039483102,1335073,76753347,DFND,
BANK NEW YORK MELLON CORP,064058100,121500,14104935,DFND,
BERKLEY W R CORP,084423102,60750,4259790,DFND,
BERKSHIRE HATHAWAY INC DEL,084670108,590,445332000,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,1104460,555156819,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,524,395515200,DFND,
BERKSHIRE HATHAWAY INC DEL,084670702,427511,214888407,DFND,
BLACKROCK INC,09290D101,12000,12844080,SOLE,
BLACKROCK INC,09290D101,208200,222844789,DFND,
BLACKSTONE INC,09260D107,34500,5317830,SOLE,
BLACKSTONE INC,09260D107,1194500,184120230,DFND,
BROOKFIELD ASSET MANAGMT LTD,113004105,1238500,64885015,SOLE,
BROOKFIELD ASSET MANAGMT LTD,113004105,955453,50056182,DFND,
BROOKFIELD CORP,11271J107,4758206,218354073,SOLE,
BROOKFIELD CORP,11271J107,8315403,381593844,DFND,
BROWN & BROWN INC,115236101,11000,876700,DFND,
BROWN FORMAN CORP,115637100,164600,4330626,SOLE,
BROWN FORMAN CORP,115637209,145400,3789124,SOLE,
BROWN FORMAN CORP,115637100,678400,17848704,DFND,
BROWN FORMAN CORP,115637209,328787,8568189,DFND,
BRUNSWICK CORP,117043109,47750,3544960,DFND,
CANADIAN NATL RY CO,136375102,44500,4398825,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,50500,3718315,DFND,
CAPITAL ONE FINL CORP,14040H105,7500,1817700,SOLE,
CAPITAL ONE FINL CORP,14040H105,83500,20237060,DFND,
CARLYLE GROUP INC,14316J108,44500,2630395,SOLE,
CARLYLE GROUP INC,14316J108,1282500,75808575,DFND,
CARMAX INC,143130102,7000,270480,SOLE,
CARMAX INC,143130102,129500,5003880,DFND,
CARRIER GLOBAL CORPORATION,14448C104,54600,2885064,SOLE,
CARRIER GLOBAL CORPORATION,14448C104,180400,9532336,DFND,
CATERPILLAR INC,149123101,10001,5729273,SOLE,
CATERPILLAR INC,149123101,318649,182544454,DFND,
CBOE GLOBAL MKTS INC,12503M108,41750,10479250,DFND,
CHOICE HOTELS INTL INC,169905106,115500,11002530,DFND,
CISCO SYS INC,17275R102,148000,11400440,SOLE,
CISCO SYS INC,17275R102,207500,15983725,DFND,
CME GROUP INC,12572Q105,45750,12493410,DFND,
COMCAST CORP NEW,20030N101,133100,3978359,SOLE,
COMCAST CORP NEW,20030N101,828780,24772234,DFND,
COMFORT SYS USA INC,199908104,13000,12132770,DFND,
COSTCO WHSL CORP NEW,22160K105,39150,33760611,DFND,
CROWN HLDGS INC,228368106,3000,308910,SOLE,
CROWN HLDGS INC,228368106,209000,21520730,DFND,
CSX CORP,126408103,440000,15950000,DFND,
DEERE & CO,244199105,877900,408723903,DFND,
DIAGEO PLC,25243Q205,585314,50495038,SOLE,
DIAGEO PLC,25243Q205,786394,67842211,DFND,
DISNEY WALT CO,254687106,454237,51678544,SOLE,
DISNEY WALT CO,254687106,1577428,179463983,DFND,
DOLLAR GEN CORP NEW,256677105,3500,464695,SOLE,
DOLLAR GEN CORP NEW,256677105,865750,114945628,DFND,
DOMINOS PIZZA INC,25754A201,5500,2292510,DFND,
