Company,CUSIP,Shares,Value,Discretion,PutCall
AEROVIRONMENT INC,008073AA6,15763000,17142262,DFND,
AFFIRM HOLDINGS INC,00827BAD8,927000,1028738,DFND,
AFFIRM HOLDINGS INC,00827BAB2,5225000,5042125,DFND,
AIRBNB INC,009066AB7,50633000,50227936,DFND,
ALARM.COM HOLDINGS INC,011642AB1,27198000,27265995,DFND,
ALVOTECH SA,L01800108,533656,2023114,DFND,
ALVOTECH SA,L01800116,4666667,3032866,DFND,
AMERICAN WATER CAPITAL CORP,03040WBE4,3426000,3415893,DFND,
AMPHASTAR PHARMACEUTICALS INC,03209RAB9,43578000,40401163,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,3847991,328156672,DFND,
ARRAY DIGITAL INFRASTRUCTURE INC,911684108,724444,38844687,DFND,
ARRAY TECHNOLOGIES INC,04271TAB6,33284000,30263093,DFND,
ASCENDIS PHARMA A/S,04351PAD3,700000,994315,DFND,
BANDWIDTH INC,05988JAD5,13650000,11923275,DFND,
BARRICK MINING CORP,06849F108,2975118,129566388,DFND,
BATTALION OIL CORP,07134L107,3009912,3401200,DFND,
BAUSCH LOMB CORP,071705107,3382739,57777182,DFND,
BAUSCH HEALTH COS INC,071734107,1270000,8826500,DFND,
BENTLEY SYSTEMS INC,08265TAD1,6730000,6346390,DFND,
BILL HOLDINGS INC,090043AD2,3306000,3136567,DFND,
BIOMARIN PHARMACEUTICAL INC,09061GAK7,42118000,40450127,DFND,
BIOXCEL THERAPEUTICS INC,09075P204,241188,385902,DFND,
BLACKLINE INC,09239BAD1,1816000,1801018,DFND,
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,11999000,11885009,DFND,
BLOCK INC,852234AK9,5935000,5509163,DFND,
BLOCK INC,852234AJ2,20243000,19940367,DFND,
BRIDGEBIO PHARMA INC,10806XAD4,2550000,2871937,DFND,
CABLE ONE INC,12685JAE5,58874000,58138075,DFND,
CALIFORNIA RESOURCES CORP,13057Q305,694502,31051184,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,2517576,93150348,DFND,
CELCUITY INC,15102KAA8,700000,1520330,DFND,
CEMEX SAB DE CV,151290889,5749324,66059732,DFND,
CERENCE INC,156727AD1,6605000,5964314,DFND,
CHEESECAKE FACTORY INC/THE,163072AA9,1960000,1941772,DFND,
CMS ENERGY CORP,125896BX7,15199000,16293328,DFND,
COGENT BIOSCIENCES INC,19240QAA0,7650000,8994870,DFND,
COINBASE GLOBAL INC,19260QAF4,10510000,10791142,DFND,
CONMED CORP,207410AH4,40324000,38711039,DFND,
CORE SCIENTIFIC INC,21874A106,8350708,121586308,DFND,
CORE SCIENTIFIC INC,21874A106,2000000,29120000,DFND,Call
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,33101000,32192377,DFND,
DATADOG INC,23804LAD5,7499000,7508373,DFND,
DAYFORCE INC,15677JAD0,19351000,19205867,DFND,
DEXCOM INC,252131AM9,27995000,25776396,DFND,
