Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,207232,50378126,SOLE,
APPLE INC,037833100,166890,42495326,SOLE,
BOOKING HOLDINGS INC,09857L108,5900,31857356,SOLE,
CDW CORP,12514G108,120524,19197010,SOLE,
COPART INC,217204106,497020,22350989,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,184701,14364197,SOLE,
META PLATFORMS INC,30303M102,70594,51842742,SOLE,
MICROSOFT CORP,594918104,79208,41025625,SOLE,
MOTOROLA SOLUTIONS INC,620076307,57557,26320370,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,88547,12465604,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,191668,20663727,SOLE,
PAYPAL HLDGS INC,70450Y103,484651,32500696,SOLE,
POOL CORP,73278L105,32322,10022190,SOLE,
S&P GLOBAL INC,78409V104,34724,16900703,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,189282,52864505,SOLE,
TRACTOR SUPPLY CO,892356106,489910,27861167,SOLE,
UNITED RENTALS INC,911363109,26925,25704517,SOLE,
VISA INC,92826C839,89120,30423956,SOLE,
ZOETIS INC,98978V103,127522,18658986,SOLE,
