Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE CL A ORD,G1151C101,119700,14895468,SOLE,
ACI WORLDWIDE ORD,004498101,367700,18491633,SOLE,
ALPHABET CL C ORD,02079K107,268100,94727773,SOLE,
AMAZON COM ORD,023135106,217500,51838950,SOLE,
AMPHENOL CL A ORD,032095101,9200,1622144,SOLE,
ANALOG DEVICES ORD,032654105,85225,33848813,SOLE,
AON CL A ORD,G0403H108,213860,70935223,SOLE,
ASML HOLDING ADR REP ORD,N07059210,5500,10941920,SOLE,
BERKSHIRE HATHAWAY CL B ORD,084670702,271600,135905924,SOLE,
BIO TECHNE ORD,09073M104,543200,38377080,SOLE,
CAPITAL ONE FINANCIAL ORD,14040H105,40000,8024800,SOLE,
CHARTER COMMUNICATIONS CL A ORD,16119P108,650,92437,SOLE,
COMCAST CL A ORD,20030N101,47000,1153850,SOLE,
COSTAR GROUP ORD,22160N109,423181,11984486,SOLE,
DANAHER ORD,235851102,489500,93239960,SOLE,
EQUIFAX ORD,294429105,191980,30471066,SOLE,
EURONET WORLDWIDE ORD,298736109,160000,11710400,SOLE,
FERGUSON ENTERPRISES ORD,31488V107,5200,1234116,SOLE,
FORTIVE ORD,34959J108,21750,1328708,SOLE,
GLOBAL PAYMENTS ORD,37940X102,350000,25396000,SOLE,
HEICO CL A ORD,422806208,204479,52737179,SOLE,
IDEX ORD,45167R104,252400,57282180,SOLE,
IDEXX LABORATORIES ORD,45168D104,35300,18583332,SOLE,
INGERSOLL RAND ORD,45687V106,161670,13255323,SOLE,
LABCORP HOLDINGS ORD,504922105,99050,27734000,SOLE,
LIBERTY BROADBAND SRS A ORD,530307107,123750,4118400,SOLE,
LIBERTY BROADBAND SRS C ORD,530307305,576000,19157760,SOLE,
LINDE ORD,G54950103,7100,3684474,SOLE,
LKQ ORD,501889208,408000,10742640,SOLE,
MARTIN MARIETTA MATERIALS ORD,573284106,47370,27318279,SOLE,
MASTERCARD CL A ORD,57636Q104,145350,74651760,SOLE,
MERCADOLIBRE ORD,58733R102,9200,15615988,SOLE,
META PLATFORMS CL A ORD,30303M102,102960,57996338,SOLE,
METTLER TOLEDO ORD,592688105,2550,3257651,SOLE,
MICROSOFT ORD,594918104,153200,57146664,SOLE,
NETFLIX ORD,64110L106,147200,10510080,SOLE,
NVIDIA ORD,67066G104,35000,7003150,SOLE,
ORACLE ORD,68389X105,55000,8060250,SOLE,
PERIMETER SOLUTIONS ORD,71385M107,450817,16071626,SOLE,
POOL ORD,73278L105,15000,3223500,SOLE,
REPLIGEN ORD,759916109,40800,5566752,SOLE,
S&P GLOBAL ORD,78409V104,7150,2911909,SOLE,
SALESFORCE ORD,79466L302,49300,7723338,SOLE,
SIRIUSXM HOLDINGS ORD,829933100,1188000,35093520,SOLE,
TAIWAN SEMICONDUCTOR MNFTG ADR 5 ORD,874039100,20000,9551400,SOLE,
TEXAS INSTRUMENTS ORD,882508104,77900,23219653,SOLE,
THERMO FISHER SCIENTIFIC ORD,883556102,115200,57756672,SOLE,
VERALTO ORD,92338C103,77500,6872700,SOLE,
VISA CL A ORD,92826C839,265330,91032070,SOLE,
VULCAN MATERIALS ORD,929160109,203800,60123038,SOLE,
