Company,CUSIP,Shares,Value,Discretion,PutCall
Aflac Inc,001055102,6123,525721,DFND,
Aflac Inc,001055102,11730,1007138,DFND,
Abbott Labs,002824100,18633,2117827,DFND,
Abbott Labs,002824100,32136,3652578,DFND,
Abercrombie & Fitch Co.,002896207,10,1253,DFND,
Advanced Micro Devices Inc,007903107,1218,219837,DFND,
Advanced Micro Devices Inc,007903107,70,12634,DFND,
Aerovironment Inc Com,008073108,784,120172,DFND,
Affiliated Managers Group Inc.,008252108,16,2680,DFND,
Airbnb Inc Cl A,009066101,1076,177497,DFND,
Airbnb Inc Cl A,009066101,63,10392,DFND,
Air Prods & Chems Inc,009158106,810,196239,DFND,
Alarm Com Hldgs Inc Com,011642105,882,63919,DFND,
Alliant Corp,018802108,600,30240,DFND,
Allstate Corp,020002101,1873,324048,DFND,
Allstate Corp,020002101,1776,307266,DFND,
Amazon.Com Inc,023135106,139127,25095728,DFND,
Amazon.Com Inc,023135106,200,36076,OTR,
Amazon.Com Inc,023135106,24736,4461880,DFND,
American Elec Pwr Inc,025537101,6954,598739,DFND,
American Express CO,025816109,1755,399596,DFND,
American Express CO,025816109,11868,2702225,DFND,
American International Group,026874784,150,11726,DFND,
American International Group,026874784,170,13289,DFND,
American Water Works Co Inc,030420103,3488,426268,DFND,
Ametek Inc New,031100100,22,4024,DFND,
Amgen Inc,031162100,11347,3226179,DFND,
Amgen Inc,031162100,12175,3461579,DFND,
Amphenol Corp,032095101,48,5537,DFND,
Analog Devices Inc,032654105,175,34613,DFND,
Elevance Health INC,036752103,33074,17150192,DFND,
Elevance Health INC,036752103,103,53410,OTR,
Elevance Health INC,036752103,8950,4640933,DFND,
Apple Inc,037833100,228878,39247999,DFND,
Apple Inc,037833100,460,78881,OTR,
Apple Inc,037833100,62313,10685513,DFND,
Applied Materials Inc,038222105,1866,384825,DFND,
Applied Materials Inc,038222105,1900,391837,DFND,
Archer Daniels Midland CO,039483102,665,41769,DFND,
Arista Networks Inc,040413106,101,29288,DFND,
Astrazeneca PLC Spons ADR,046353108,63060,4272315,DFND,
Astrazeneca PLC Spons ADR,046353108,236,15989,OTR,
Astrazeneca PLC Spons ADR,046353108,693,46951,DFND,
Atlanta Braves Holdings Inc,047726302,1250,48825,DFND,
Atmos Energy Corporation,049560105,1380,164041,DFND,
Automatic Data Processing Inc,053015103,4507,1125578,DFND,
Automatic Data Processing Inc,053015103,13515,3375237,DFND,
Autozone Inc,053332102,1,3152,DFND,
Avery Dennison Corp,053611109,70,15628,DFND,
Avis Budget Group Inc,053774105,100,12246,DFND,
BP PLC Spons ADR,055622104,124651,4696850,DFND,
BP PLC Spons ADR,055622104,750,28260,OTR,
BP PLC Spons ADR,055622104,2452,92392,DFND,
Brt Apartments Corp,055645303,4250,71400,DFND,
Bank Amer Corp,060505104,261264,9907131,DFND,
Bank Amer Corp,060505104,1818,68939,DFND,
Barrick Gold Corp,067901108,354495,5898797,DFND,
Barrick Gold Corp,067901108,1750,29120,OTR,
Barrick Gold Corp,067901108,92169,1533692,DFND,
Bassett Furniture Industries I,070203104,13552,200028,DFND,
Baxter International Inc,071813109,3745,160061,DFND,
Becton Dickinson & CO,075887109,7030,1739574,DFND,
Becton Dickinson & CO,075887109,103,25488,DFND,
Berkshire Hathaway Inc-Cl B,084670702,90093,37885908,DFND,
Berkshire Hathaway Inc-Cl B,084670702,195,82001,OTR,
Berkshire Hathaway Inc-Cl B,084670702,19566,8227894,DFND,
Bhp Group Limited ADR,088606108,52429,3024629,DFND,
Bhp Group Limited ADR,088606108,593,34210,DFND,
H&R Block Inc,093671105,115,5648,DFND,
Bloomin Brands Inc Com,094235108,300,8604,DFND,
Boeing Company,097023105,2071,399682,DFND,
Boeing Company,097023105,220,42458,DFND,
Booz Allen Hamilton Holding Co,099502106,270,40079,DFND,
Boston Scientific Corp,101137107,154559,10585746,DFND,
Boston Scientific Corp,101137107,217,14862,OTR,
Boston Scientific Corp,101137107,1433,98146,DFND,
Bristol Myers Squibb CO,110122108,30490,1653473,DFND,
Bristol Myers Squibb CO,110122108,1506,81670,DFND,
Brown Forman Corp Cl B,115637209,808,41709,DFND,
Butterfly Network Inc Cl A,124155102,1563,1688,DFND,
Cf Industries Holdings Inc,125269100,129,10734,DFND,
CIGNA GROUP,125523100,162,58837,DFND,
CIGNA GROUP,125523100,336,122032,DFND,
CSX Corporation,126408103,24550,910069,DFND,
CSX Corporation,126408103,240,8897,DFND,
CVS Health Corp,126650100,5405,431103,DFND,
CVS Health Corp,126650100,2327,185602,DFND,
Coterra Energy Inc Com,127097103,602,16784,DFND,
"Cadence Design Systems, Inc.",127387108,178,55408,DFND,
Canadian National Railway CO,136375102,1661,218770,DFND,
Canadian National Railway CO,136375102,498,65592,DFND,
Canopy Growth Corporation ADR,138035704,10,86,DFND,
Carmax Inc,143130102,1317,114724,DFND,
Carmax Inc,143130102,100,8711,DFND,
Carnival Corp ADR,143658300,5260,85948,DFND,
Carnival Corp ADR,143658300,185,3023,DFND,
Casella Waste Systems Inc Cl A,147448104,1000,98870,DFND,
Cava Group Inc Com,148929102,110,7706,DFND,
Caterpillar Inc,149123101,2124,778297,DFND,
Caterpillar Inc,149123101,792,290213,DFND,
Cemex Sab De Cv Sponsored ADR,151290889,11856,106823,DFND,
Cerence Inc Com,156727109,648,10206,DFND,
Chemours Co Com,163851108,3500,91910,DFND,
Chevron Corporation,166764100,70111,11059309,DFND,
Chevron Corporation,166764100,300,47322,OTR,
Chevron Corporation,166764100,16664,2628580,DFND,
Chipotle Mexican Grill Inc,169656105,8,23254,DFND,
Church & Dwight Co Inc,171340102,19278,2010888,DFND,
Church & Dwight Co Inc,171340102,445,46418,DFND,
Cincinnati Financial Corp,172062101,2824,350656,DFND,
Cintas Corp,172908105,128,87940,DFND,
Clorox Company,189054109,14,2144,DFND,
Coca Cola CO,191216100,263998,16151398,DFND,
Coca Cola CO,191216100,647,39583,OTR,
Coca Cola CO,191216100,78691,4814322,DFND,
Cognex Corp Com,192422103,891,37796,DFND,
Cognizant Technology Solutions,192446102,32,2345,DFND,
Colgate Palmolive CO,194162103,3919,352906,DFND,
Colgate Palmolive CO,194162103,1891,170285,DFND,
Consolidated Edison Inc Com,209115104,1000,90810,DFND,
Copart Inc,217204106,105,6082,DFND,
Corning Inc,219350105,63,2076,DFND,
Crocs Inc,227046109,7,1007,DFND,
Crown Holdings Inc,228368106,15,1189,DFND,
Cubesmart Com,229663109,300,13566,DFND,
Cummins Inc Com,231021106,250,73663,DFND,
Curtiss Wright Corp Com,231561101,282,72175,DFND,
Dbx Etf Tr Xtrack Msci Eafe,233051200,502,20547,DFND,
Danaher Corp,235851102,75543,18864598,DFND,
Danaher Corp,235851102,200,49944,OTR,
Danaher Corp,235851102,21676,5412930,DFND,
