Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,257523,46065743,SOLE,
APPLE INC,037833100,171782,38671585,SOLE,
BOOKING HOLDINGS INC,09857L108,6087,30359684,SOLE,
CDW CORP,12514G108,95851,17829213,SOLE,
COPART INC,217204106,509939,29540766,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,359257,23897776,SOLE,
META PLATFORMS INC,30303M102,82848,48052112,SOLE,
MICROSOFT CORP,594918104,67884,28864152,SOLE,
MOTOROLA SOLUTIONS INC,620076307,59109,29359680,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,60328,13609925,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,8822,10928517,SOLE,
PAYPAL HLDGS INC,70450Y103,495384,43251977,SOLE,
POOL CORP,73278L105,33532,11776260,SOLE,
S&P GLOBAL INC,78409V104,24382,12441866,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,246132,45942988,SOLE,
TEXAS PACIFIC LAND CORPORATI,88262P102,13191,18024367,SOLE,
TRACTOR SUPPLY CO,892356106,99957,27863011,SOLE,
UNITEDHEALTH GROUP INC,91324P102,58035,35161684,SOLE,
VISA INC,92826C839,126638,39191977,SOLE,
