Company,CUSIP,Shares,Value,Discretion,PutCall
ABIVAX SA,00370M103,40000,5330400,SOLE,
ACM RESH INC,00108J109,5315,674420,SOLE,
ADVANCED ENERGY INDS,007973100,1598,595846,SOLE,
ADVANCED MICRO DEVICES INC,007903107,976326,567157537,SOLE,
ALCON AG,H01301128,33036,2216716,SOLE,
ALLEGRO MICROSYSTEMS INC,01749D105,10094,702744,SOLE,
ALPHABET INC,02079K107,1442118,509543553,SOLE,
ALTRIA GROUP INC,02209S103,50201,3611962,SOLE,
AMAZON COM INC,023135106,2020894,481659876,SOLE,
AMKOR TECHNOLOGY INC,031652100,8860,763998,SOLE,
AMPHENOL CORP,032095101,6423,1132503,SOLE,
ANALOG DEVICES INC,032654105,2704,1073948,SOLE,
ANHEUSER BUSCH INBEV SA NV,03524A108,20269,1670166,SOLE,
APPLIED MATLS INC,038222105,2468,1784364,SOLE,
APPLIED OPTOELECTRONICS INC,03823U102,4188,620494,SOLE,
ARISTA NETWORKS INC,040413205,6785,1152636,SOLE,
ARM HOLDINGS PLC,042068205,3813,1351975,SOLE,
ARROW ELECTRS INC,042735100,2531,540141,SOLE,
ASE TECHNOLOGY HLDG CO LTD,00215W100,20934,944542,SOLE,
ASML HLDG NV,N07059210,980,1949651,SOLE,
ASTERA LABS INC,04626A103,1067215,515486189,SOLE,
AVNET INC,053807103,5771,512580,SOLE,
AXCELIS TECHNOLOGIES INC,054540208,2630,498254,SOLE,
BANK NOVA SCOTIA B C,064149107,46020,3989430,SOLE,
BARRICK MNG CORP,06849F108,13378,491425,SOLE,
BELITE BIO INC,07782B104,396311,61025949,SOLE,
BIO-TECHNE CORP,09073M104,1535610,108490847,SOLE,
BOSTON SCIENTIFIC CORP,101137107,5937553,253414762,SOLE,
BRITISH AMERN TOB PLC,110448107,36682,2265480,SOLE,
BROADCOM INC,11135F101,5734,2166019,SOLE,
BROWN FORMAN CORP,115637209,114286,3045722,SOLE,
BUNGE GLOBAL SA,H11356104,40018,4271121,SOLE,
CAMDEN PPTY TR,133131102,1707280,195466487,SOLE,
CAMTEK LTD,M20791105,3610,588863,SOLE,
CANADIAN NAT RES LTD MED TER,136385101,46850,1851993,SOLE,
CANADIAN NATL RY CO,136375102,23484,2799212,SOLE,
CAPITAL ONE FINL CORP,14040H105,1384692,277796909,SOLE,
CARIBOU BIOSCIENCES INC,142038108,652542,1148474,SOLE,
CARVANA CO,146869102,2638673,173677457,SOLE,
CELESTICA INC,15101Q207,12782,4668939,SOLE,
CENOVUS ENERGY INC,15135U109,39735,989966,SOLE,
CISCO SYS INC,17275R102,11722,1376866,SOLE,
CLOROX CO DEL,189054109,3653,348642,SOLE,
COCA COLA CO,191216100,2006974,163106777,SOLE,
COHERENT CORP,19247G107,2318,914381,SOLE,
COMMVAULT SYS INC,204166102,3344,473945,SOLE,
COMPASS INC,20464U100,5912783,72904614,SOLE,
CONAGRA BRANDS INC,205887102,89682,1207120,SOLE,
CORNING INC,219350105,4774,1219423,SOLE,
COTY INC,222070203,1005317,2171485,SOLE,
CREDO TECHNOLOGY GROUP HOLDI,G25457105,2904,789743,SOLE,
CROWDSTRIKE HLDGS INC,22788C105,1456,1111132,SOLE,
CURIS INC,231269309,49554,6194,SOLE,
DELL TECHNOLOGIES INC,24703L202,2935,1266335,SOLE,
DEUTSCHE BK AG,D18190898,38837,1314148,SOLE,
DICKS SPORTING GOODS INC,253393102,1473873,334289135,SOLE,
DIODES INC,254543101,3919,428895,SOLE,
DPC HOLDINGS PLC,G2R11M108,5126868,251524144,SOLE,
EDGEWELL PERSONAL CARE CO,28035Q102,108147,2904828,SOLE,
ELANCO ANIMAL HEALTH INC,28414H103,98098,2414192,SOLE,
ELEMENT SOLUTIONS INC,28618M106,12812,611773,SOLE,
ENTEGRIS INC,29362U104,4801,863508,SOLE,
EXTREME NETWORKS INC,30226D106,14383,465578,SOLE,
F5 INC,315616102,1570,653057,SOLE,
FLEX LTD,Y2573F102,5289,857188,SOLE,
FLUOR CORP,343412102,1857157,97296455,SOLE,
FLUOR CORP,343412102,1006500,52730535,SOLE,Call
FORMFACTOR INC,346375108,4554,728321,SOLE,
FRACTYL HEALTH INC,35168W103,3974806,3157586,SOLE,
GE VERNOVA INC,36828A101,1109,1302920,SOLE,
GENERAC HLDGS INC,368736104,2239,655602,SOLE,
GFL ENVIRONMENTAL INC,36168Q104,10202931,375279348,SOLE,
HERSHEY CO,427866108,6924,1214816,SOLE,
HEWLETT PACKARD ENTERPRISE C,42824C109,17797,802823,SOLE,
ICHOR HOLDINGS,G4740B105,5871,659196,SOLE,
INSMED INC,457669307,2150762,229314244,SOLE,
INTEL CORP,458140100,3668855,512282224,SOLE,
INVIVYD INC,00534A102,18970913,16550225,SOLE,
J & J SNACK FOODS CORP,466032109,50600,3716570,SOLE,
JABIL INC,466313103,1960,755541,SOLE,
KENVUE INC,49177J102,173991,3324968,SOLE,
KEURIG DR PEPPER INC,49271V100,58380,1910777,SOLE,
KEYSIGHT TECHNOLOGIES INC,49338L103,2288,800960,SOLE,
KINROSS GOLD CORP,496902404,23498,555806,SOLE,
KLA CORP,482480100,5599,1689274,SOLE,
KRAFT HEINZ CO,500754106,91329,2157191,SOLE,
KULICKE & SOFFA INDS INC,501242101,3691,493708,SOLE,
LAM RESEARCH CORP,512807306,4083,1769286,SOLE,
LATTICE SEMICONDUCTOR CORP,518415104,4348,665070,SOLE,
LAUDER ESTEE COS INC,518439104,3202,252798,SOLE,
LITTELFUSE INC,537008104,1210,550949,SOLE,
LOGITECH INTL S A,H50430232,9722,910936,SOLE,
LUMENTUM HLDGS INC,55024U109,1032,885518,SOLE,
MACOM TECH SOLUTIONS HLDGS I,55405Y100,1792,681623,SOLE,
MAGNUM ICE CREAM CO NV,N5505D105,263278,4581692,SOLE,
MANULIFE FINL CORP,56501R106,28095,1138308,SOLE,
MARVELL TECHNOLOGY INC,573874104,4226,1258883,SOLE,
MAXLINEAR INC,57776J100,5412,692898,SOLE,
MERIT MED SYS INC,589889104,978617,67857303,SOLE,
META PLATFORMS INC,30303M102,764041,430376655,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,7205,657096,SOLE,
MICRON TECHNOLOGY INC,595112103,1673,1931127,SOLE,
MICROSOFT CORP,594918104,832377,310493269,SOLE,
MIRION TECHNOLOGIES INC,60471A101,5245039,94043549,SOLE,
MKS INC.,55306N104,2050,911840,SOLE,
MONDELEZ INTL INC,609207105,10411,602172,SOLE,
MONOLITHIC PWR SYS INC,609839105,593,819739,SOLE,
MONSTER BEVERAGE CORP NEW,61174X109,2630260,252820591,SOLE,
MOTOROLA SOLUTIONS INC,620076307,1959,813553,SOLE,
NATERA INC,632307104,1356663,368266171,SOLE,
NETAPP INC,64110D104,4375,677075,SOLE,
NEWAMSTERDAM PHARMA COMPANY,N62509109,3267802,110745810,SOLE,
NLIGHT INC,65487K100,7332,510454,SOLE,
NOVA LTD,M7516K103,1342,728625,SOLE,
NOVARTIS AG,66987V109,27789,4355092,SOLE,
NOVO-NORDISK A S,670100205,1653872,79286624,SOLE,
NU HLDGS LTD,G6683N103,35552101,474976069,SOLE,
NU HLDGS LTD,G6683N103,14047600,187675936,SOLE,Call
NVIDIA CORPORATION,67066G104,3056784,611631911,SOLE,
ON SEMICONDUCTOR CORP,682189105,7979,754335,SOLE,
ONTO INNOVATION INC,683344105,2075,785284,SOLE,
PALO ALTO NETWORKS INC,697435105,3655,1246428,SOLE,
PAN AMERN SILVER CORP,697900108,18255,817550,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,1261179,140987200,SOLE,
PERRIGO CO PLC,G97822103,448053,4655271,SOLE,
PHILIP MORRIS INTL INC,718172109,1457059,263596544,SOLE,
PRESTIGE CONSMR HEALTHCARE I,74112D101,50975,2409588,SOLE,
PRIMO BRANDS CORPORATION,741623102,167188,4086075,SOLE,
QNITY ELECTRONICS INC,74743L100,4896,799566,SOLE,
QUALCOMM INC,747525103,5542,1024106,SOLE,
RAMBUS INC DEL,750917106,4309,571977,SOLE,
REPLIGEN CORP,759916109,1984554,270772548,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,72127,1936610,SOLE,
ROCKET PHARMACEUTICALS INC,77313F106,3923963,13419953,SOLE,
ROIVANT SCIENCES LTD,G76279101,2829024,100119159,SOLE,
RTX CORPORATION,75513E101,1550533,294182626,SOLE,
SANDISK CORP,80004C200,575,1307395,SOLE,
SANMINA CORP,801056102,2300,582084,SOLE,
SANOFI SA,80105N105,51572,2200062,SOLE,
SEABOARD CORP DEL,811543107,863,3852717,SOLE,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,1210,1167650,SOLE,
SEMTECH CORP,816850101,3082,498822,SOLE,
SHERWIN WILLIAMS CO,824348106,575013,197988476,SOLE,
SILICON MOTION TECHNOLOGY CO,82706C108,1847,615661,SOLE,
SITIME CORP,82982T106,871,649383,SOLE,
SKYWATER TECHNOLOGY INC,83089J108,9430,328353,SOLE,
SMUCKER J M CO,832696405,27733,3119963,SOLE,
SNOWFLAKE INC,833445109,977710,248827195,SOLE,
SOUTHWEST GAS HLDGS INC,844895102,1889558,167566003,SOLE,
SPECTRUM BRANDS HOLDINGS INC,84790A105,32795,2812171,SOLE,
STMICROELECTRONICS N V,861012102,11010,824539,SOLE,
SUN LIFE FINANCIAL INC.,866796105,2981,233811,SOLE,
SUNCOR ENERGY INC NEW,867224107,21374,1148742,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,711757,339913790,SOLE,
TD SYNNEX CORPORATION,87162W100,2317,619427,SOLE,
TE CONNECTIVITY PLC,G87052109,3851,776400,SOLE,
TERADYNE INC,880770102,2101,1016548,SOLE,
TEXAS INSTRS INC,882508104,3924,1169627,SOLE,
TFI INTERNATIONAL INC,87241L109,13108,1884941,SOLE,
TORONTO DOMINION BK ONT,891160509,4262,517682,SOLE,
TOWER SEMICONDUCTOR LTD,M87915274,2659,693042,SOLE,
TTM TECHNOLOGIES INC,87305R109,3156,590235,SOLE,
TURNING PT BRANDS INC,90041L105,43489,3688302,SOLE,
TYSON FOODS INC,902494103,28280,1619030,SOLE,
ULTRA CLEAN HLDGS INC,90385V107,5035,717941,SOLE,
UNIQURE NV,N90064101,925383,42623141,SOLE,
UNITED MICROELECTRONICS CORP,910873405,28759,782532,SOLE,
UTZ BRANDS INC,918090101,253475,1951758,SOLE,
VAXCYTE INC,92243G108,1613242,93777757,SOLE,
VEECO INSTRS INC DEL,922417100,6133,464881,SOLE,
VERADERMICS INC,922967104,789980,97120141,SOLE,
VICOR CORP,925815102,1805,685503,SOLE,
VISA INC,92826C839,752252,258090139,SOLE,
VITA COCO CO INC,92846Q107,51659,3416726,SOLE,
VOYA FINANCIAL INC,929089100,1324081,119869053,SOLE,
VULCAN MATLS CO,929160109,637264,187999253,SOLE,
WAVE LIFE SCIENCES LTD,Y95308105,10278115,59715848,SOLE,
WESTERN DIGITAL CORP,958102105,1882,1202071,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,7437,835756,SOLE,
