Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,155701,44773244,SOLE,
AMAZON COM INC,023135106,99907,20807631,SOLE,
APPLE INC,037833100,135128,34294145,SOLE,
BOOKING HOLDINGS INC,09857L108,5517,23229839,SOLE,
CDW CORP,12514G108,144870,17532222,SOLE,
CHUBB LTD SWITZ,H1467J104,53886,17563173,SOLE,
COPART INC,217204106,462749,15363267,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,170969,13691198,SOLE,
ISHARES TR,464287614,524,223434,SOLE,
META PLATFORMS INC,30303M102,65805,37649078,SOLE,
MICROSOFT CORP,594918104,73919,27362706,SOLE,
MOTOROLA SOLUTIONS INC,620076307,67941,29484333,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,113941,22264162,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,178397,16467827,SOLE,
PROGRESSIVE CORP,743315103,83352,16523700,SOLE,
S&P GLOBAL INC,78409V104,32371,13768529,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,129353,43714939,SOLE,
TOLL BROTHERS INC,889478103,88275,12046889,SOLE,
TRACTOR SUPPLY CO,892356106,456094,20661063,SOLE,
UNITED RENTALS INC,911363109,25192,18353536,SOLE,
VISA INC,92826C839,83010,25088996,SOLE,
ZOETIS INC,98978V103,113541,13421666,SOLE,
