Company,CUSIP,Shares,Value,Discretion
ACUREN CORP,00510N102,34360000,382083200,SOLE
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,222853250,SOLE
ALLSTATE CORP,020002101,1703403,352723659,SOLE
AMAZON COM INC,023135106,2721710,517832545,SOLE
AMER SPORTS INC,G0260P102,2354335,62931375,SOLE
AMERICAN TOWER CORP NEW,03027X100,838796,182522010,SOLE
API GROUP CORP,00187Y100,21537518,770181644,SOLE
APPLOVIN CORP,03831W108,137093,36325532,SOLE
AUTODESK INC,052769106,304494,79716529,SOLE
BANK AMERICA CORP,060505104,32199070,1343667191,SOLE
BIOMARIN PHARMACEUTICAL INC,09061G101,10800059,763456171,SOLE
BIONTECH SE,09075V102,879972,80130250,SOLE
BOEING CO,097023105,3231232,551086618,SOLE
BOSTON SCIENTIFIC CORP,101137107,2376764,239767952,SOLE
BRIDGEBIO PHARMA INC,10806X102,22055375,762454314,SOLE
CAMDEN PPTY TR,133131102,2788789,341068895,SOLE
CAPITAL ONE FINL CORP,14040H105,4591100,823184230,SOLE
CARNIVAL CORP,143658300,12408817,242344196,SOLE
CARVANA CO,146869102,2553861,533961258,SOLE
CENCORA INC,03073E105,1067819,296949786,SOLE
CHIPOTLE MEXICAN GRILL INC,169656105,6006556,301589177,SOLE
CHUBB LIMITED,H1467J104,1949065,588598139,SOLE
CSX CORP,126408103,17068769,502333872,SOLE
D R HORTON INC,23331A109,1357054,172522275,SOLE
DANAHER CORPORATION,235851102,451521,92561805,SOLE
DEUTSCHE BANK AG,D18190898,15106082,356412385,SOLE
DOORDASH INC,25809K105,1858037,339593422,SOLE
EDGEWISE THERAPEUTICS INC,28036F105,490035,10780770,SOLE
EQUITABLE HLDGS INC,29452E101,3279559,170832228,SOLE
FERRARI NV,N3167Y103,135397,57419953,SOLE
FIRST SOLAR INC,336433107,1411131,178409292,SOLE
FLUTTER ENTMT PLC,G3643J108,2554206,565884339,SOLE
FORTIVE CORP,34959J108,12950122,947689928,SOLE
GALLAGHER ARTHUR J & CO,363576109,666552,230120412,SOLE
GENERAL MTRS CO,37045V100,7188824,338090393,SOLE
GINKGO BIOWORKS HOLDINGS INC,37611X209,3577128,20389630,SOLE
HCA HEALTHCARE INC,40412C101,1181360,408218948,SOLE
IMMUNOVANT INC,45258J102,1114827,19052393,SOLE
INHIBRX BIOSCIENCES INC,45720N103,1787705,25009993,SOLE
INTEGER HLDGS CORP,45826H109,1177273,138929987,SOLE
INTERCONTINENTAL EXCHANGE IN,45866F104,3200409,552070553,SOLE
INTUIT,461202103,1706420,1047724816,SOLE
JPMORGAN CHASE & CO.,46625H100,2171648,532705254,SOLE
LENNAR CORP,526057104,1351526,155128154,SOLE
LI AUTO INC,50202M102,96031,2419981,SOLE
M & T BK CORP,55261F104,746309,133402734,SOLE
MCDONALDS CORP,580135101,1150434,359361069,SOLE
META PLATFORMS INC,30303M102,1466311,845123008,SOLE
METLIFE INC,59156R108,84312,6769410,SOLE
METSERA INC,59267L107,1616612,44004179,SOLE
MICROSOFT CORP,594918104,683918,256735978,SOLE
MID-AMER APT CMNTYS INC,59522J103,1120651,187798695,SOLE
MONSTER BEVERAGE CORP NEW,61174X109,2857800,167238456,SOLE
NETFLIX INC,64110L106,749431,698866890,SOLE
NEWAMSTERDAM PHARMA COMPANY,N62509109,6978534,142850591,SOLE
NIKE INC,654106103,5546625,352099755,SOLE
NVIDIA CORPORATION,67066G104,6543107,709141937,SOLE
ORIC PHARMACEUTICALS INC,68622P109,6572700,36675666,SOLE
PEPGEN INC,713317105,1482434,2082820,SOLE
PHARVARIS N V,N69605108,3653310,57356967,SOLE
PHILIP MORRIS INTL INC,718172109,3213460,510072506,SOLE
PRIMO BRANDS CORPORATION,741623102,5023527,178284973,SOLE
PROGRESSIVE CORP,743315103,1068406,302369582,SOLE
QUALCOMM INC,747525103,1432337,220021287,SOLE
RALLYBIO CORP,75120L100,4194777,2745482,SOLE
REGAL REXNORD CORPORATION,758750103,2728983,310694715,SOLE
REGENERON PHARMACEUTICALS,75886F107,97739,61989006,SOLE
ROIVANT SCIENCES LTD,G76279101,46013752,464278758,SOLE
ROSS STORES INC,778296103,4321269,552214966,SOLE
ROYALTY PHARMA PLC,G7709Q104,10563939,328855421,SOLE
RYAN SPECIALTY HOLDINGS INC,78351F107,955889,70611520,SOLE
SAILPOINT INC,78781J109,1010307,18943256,SOLE
SCHWAB CHARLES CORP,808513105,17716717,1386864607,SOLE
SEA LTD,81141R100,4160096,542850927,SOLE
