Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,4448280,859630110,SOLE,
APPLOVIN CORP,03831W108,5702438,474556890,SOLE,
ARES MANAGEMENT CORPORATION,03990B101,1574763,209884413,SOLE,
ASML HOLDING N V,N07059210,587891,601253762,SOLE,
AVIDXCHANGE HOLDINGS INC,05368X102,5078341,61244792,SOLE,
BATH & BODY WORKS INC,070830104,11315515,441870861,SOLE,
BLOCK INC,852234103,7670523,494672028,SOLE,
BOOKING HOLDINGS INC,09857L108,105177,416658686,SOLE,
CONSTELLATION ENERGY CORP,21037T109,1604953,321423937,SOLE,
GE VERNOVA INC,36828A101,1477008,253321642,SOLE,
HOWMET AEROSPACE INC,443201108,3665321,284538869,SOLE,
INTUIT,461202103,902450,593099165,SOLE,
KKR & CO INC,48251W104,6385506,672010651,SOLE,
LPL FINL HLDGS INC,50212V100,1685070,470640051,SOLE,
MASTERCARD INCORPORATED,57636Q104,1043557,460375606,SOLE,
MCKESSON CORP,58155Q103,560936,327609061,SOLE,
META PLATFORMS INC,30303M102,1394437,703103024,SOLE,
MICROSOFT CORP,594918104,2020205,902930625,SOLE,
PHILIP MORRIS INTL INC,718172109,6671129,675985502,SOLE,
PTC INC,69370C100,2548199,462931312,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,1687415,529493953,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,6002198,1043242034,SOLE,
UNITEDHEALTH GROUP INC,91324P102,944317,480902875,SOLE,
VISTRA CORP,92840M102,6838007,587931842,SOLE,
