Company,CUSIP,Shares,Value,Discretion,PutCall
UBS Group AG,H42097107,73497042,2237481992,SOLE,
National Energy Services Reunited Corp.,G6375R107,768089,6882077,SOLE,
Sunrise Communications AG,867975104,2289925,98649969,SOLE,
"Affiliated Managers Group, Inc.",008252108,6500,1201980,SOLE,
Ambev SA,02319V103,206200,381470,SOLE,
"Arcos Dorados Holdings, Inc.",G0457F107,106000,771680,SOLE,
Cia Energetica de Minas Gerais,204409601,15000,26550,SOLE,
Fortive Corp.,34959J108,7779907,583493025,SOLE,
Grupo Aeroportuario del Sureste SAB de CV,40051E202,1800,463734,SOLE,
iShares Russell 1000 Value ETF,464287598,17100,3165723,SOLE,
"Live Nation Entertainment, Inc.",538034109,7000,906500,SOLE,
MGM Resorts International,552953101,15500,537075,SOLE,
"ACM Research, Inc.",00108J109,53592,809239,SOLE,
3M Co.,88579Y101,9224,1190726,SOLE,
Abbott Laboratories,002824100,17857,2019805,SOLE,
"AbbVie, Inc.",00287Y109,11006,1955766,SOLE,
"Adobe, Inc.",00724F101,20950,9316046,SOLE,
"Aegon, Ltd.",0076CA104,117764090,693630490,SOLE,
"Afya, Ltd.",G01125106,31262,496441,SOLE,
"Air Products & Chemicals, Inc.",009158106,6663154,1932581186,SOLE,
"Alibaba Group Holding, Ltd.",01609W102,14469770,1226891798,SOLE,
"Alnylam Pharmaceuticals, Inc.",02043Q107,3540262,833059051,SOLE,
"Alphabet, Inc.",02079K107,18131757,3453011803,SOLE,
"Alphabet, Inc.",02079K305,12005162,2272577167,SOLE,
"Altria Group, Inc.",02209S103,21000,1098090,SOLE,
"Amazon.com, Inc.",023135106,17172957,3767575036,SOLE,
"American Electric Power Co., Inc.",025537101,11575220,1067582541,SOLE,
American Express Co.,025816109,399340,118520119,SOLE,
"Ameriprise Financial, Inc.",03076C106,1827,972750,SOLE,
"Amgen, Inc.",031162100,14282,3722460,SOLE,
"Analog Devices, Inc.",032654105,31185,6625565,SOLE,
Anheuser-Busch InBev SA/NV,03524A108,39996830,2002641278,SOLE,
APA Corp.,03743Q108,42900,990561,SOLE,
"Apple, Inc.",037833100,23868,5977025,SOLE,
AstraZeneca PLC,046353108,143710,9415879,SOLE,
"Avantor, Inc.",05352A100,99145770,2089001374,SOLE,
"Baidu, Inc.",056752108,5916215,498796087,SOLE,
Baker Hughes Co.,05722G100,45658130,1872896493,SOLE,
Bancolombia SA,05968L102,11300,356063,SOLE,
Bank of America Corp.,060505104,31060084,1365090671,SOLE,
"Baxter International, Inc.",071813109,50377294,1469001893,SOLE,
"Becton, Dickinson & Co.",075887109,980,222333,SOLE,
"Berkshire Hathaway, Inc.",084670702,12703,5758016,SOLE,
"Berkshire Hathaway, Inc.",084670108,4,2723680,SOLE,
"BioMarin Pharmaceutical, Inc.",09061G101,14746235,969270027,SOLE,
"Blackrock, Inc.",09290D101,750,768833,SOLE,
"Booking Holdings, Inc.",09857L108,783572,3893114796,SOLE,
Boston Scientific Corp.,101137107,94795,8467089,SOLE,
"Brighthouse Financial, Inc.",10922N103,6669575,320406383,SOLE,
Bristol-Myers Squibb Co.,110122108,15402468,871163590,SOLE,
"Broadcom, Inc.",11135F101,23460,5438966,SOLE,
"Cadence Design Systems, Inc.",127387108,250917,75390522,SOLE,
Capital One Financial Corp.,14040H105,17284997,3082260665,SOLE,
Carrier Global Corp.,14448C104,14305840,976516638,SOLE,
"Caterpillar, Inc.",149123101,41976,15227214,SOLE,
Celanese Corp.,150870103,13618062,942506071,SOLE,
Cemex SAB de CV,151290889,49622009,279868131,SOLE,
"Charter Communications, Inc.",16119P108,11547176,3958025518,SOLE,
Chevron Corp.,166764100,183553,26585817,SOLE,
Cintas Corp.,172908105,2000,365400,SOLE,
"Cisco Systems, Inc.",17275R102,23738670,1405329264,SOLE,
Cognizant Technology Solutions Corp.,192446102,18330397,1409607529,SOLE,
Coherent Corp.,19247G107,10239099,969949848,SOLE,
Colgate-Palmolive Co.,194162103,14000,1272740,SOLE,
Comcast Corp.,20030N101,79102667,2968723093,SOLE,
ConocoPhillips,20825C104,11423586,1132877024,SOLE,
Copa Holdings SA,P31076105,7350,645918,SOLE,
"Corning, Inc.",219350105,40450,1922184,SOLE,
"Corteva, Inc.",22052L104,23482,1337535,SOLE,
"Coupang, Inc.",22266T109,20229320,444640454,SOLE,
"Credicorp, Ltd.",G2519Y108,5337180,978411838,SOLE,
CVS Health Corp.,126650100,70105899,3147053806,SOLE,
Danaher Corp.,235851102,16525,3793314,SOLE,
Deere & Co.,244199105,12761,5406836,SOLE,
"Dell Technologies, Inc.",24703L202,25265,2911539,SOLE,
Diageo PLC,25243Q205,13511,1717653,SOLE,
"Dlocal, Ltd.",G29018101,44900,505574,SOLE,
"Dominion Energy, Inc.",25746U109,22623133,1218481943,SOLE,
"Dow, Inc.",260557103,16322,655002,SOLE,
"DuPont de Nemours, Inc.",26614N102,17383,1325454,SOLE,
