Company,CUSIP,Shares,Value,Discretion
908 DEVICES INC,65443P102,623883,3275386,SOLE
AAR CORP,000361105,189,15647,SOLE
AAR CORP,000361105,61430,5085790,SOLE
ABM INDS INC,000957100,346,14636,SOLE
ABM INDS INC,000957100,179872,7608586,SOLE
ACCENTURE PLC IRELAND,G1151C101,2559,686580,SOLE
ACCO BRANDS CORP,00081T108,862369,3216636,SOLE
ADTRAN HOLDINGS INC,00486H105,1235207,10733949,SOLE
ADVANCED DRAIN SYS INC DEL,00790R104,26,3766,SOLE
ADVANCED DRAIN SYS INC DEL,00790R104,5300,767599,SOLE
ADVANCED ENERGY INDS,007973100,90,18843,SOLE
ADVANCED ENERGY INDS,007973100,98383,20598449,SOLE
ADVANSIX INC,00773T101,175024,3027915,SOLE
AEBI SCHMIDT HLDG AG,H00501108,306389,3875821,SOLE
AGNICO EAGLE MINES LTD,008474108,5192410,880558091,SOLE
AIR LEASE CORP,00912X302,43522,2795418,SOLE
AIR PRODS & CHEMS INC,009158106,16,3952,SOLE
AIRGAIN INC,00938A104,450765,1830106,SOLE
ALAMOS GOLD INC NEW,011532108,6173289,238381838,SOLE
ALBANY INTL CORP,012348108,131829,6683730,SOLE
ALLEGIANT TRAVEL CO,01748X102,45343,3866398,SOLE
ALPHABET INC,02079K107,143015,44878182,SOLE
ALPHABET INC,02079K107,7226099,2267549866,SOLE
ALPHABET INC,02079K305,54,16902,SOLE
ALPHABET INC,02079K305,1727911,540836143,SOLE
ALPHATEC HLDGS INC,02081G201,676137,14225922,SOLE
ALTA EQUIPMENT GROUP INC,02128L106,764591,3517119,SOLE
ALTISOURCE PORTFOLIO SOLUTIO,L0175J112,2834,1162,SOLE
ALTISOURCE PORTFOLIO SOLUTIO,L0175J120,2834,935,SOLE
ALTISOURCE PORTFOLIO SOLUTIO,L0175J138,435686,3028018,SOLE
AMBEV SA,02319V103,12318886,30427647,SOLE
AMBEV SA,02319V103,323739098,799635572,SOLE
AMBIQ MICRO INC,023193105,189723,5407106,SOLE
AMERESCO INC,02361E108,448,13122,SOLE
AMERESCO INC,02361E108,574225,16819050,SOLE
AMERICAN EXPRESS CO,025816109,32744,12113658,SOLE
AMERICAN EXPRESS CO,025816109,1607102,594547385,SOLE
AMERICAN WTR WKS CO INC NEW,030420103,458,59769,SOLE
AMERIS BANCORP,03076K108,206,15300,SOLE
AMERIS BANCORP,03076K108,203408,15107112,SOLE
AMTECH SYS INC,032332504,734346,9216042,SOLE
ANALOG DEVICES INC,032654105,33492,9083104,SOLE
ANALOG DEVICES INC,032654105,1992337,540321794,SOLE
ANGIODYNAMICS INC,03475V101,267735,3437717,SOLE
ANGLOGOLD ASHANTI PLC,G0378L100,1491498,127194949,SOLE
ARAMARK,03852U106,12485,460197,SOLE
ARCOSA INC,039653100,164,17436,SOLE
ARCOSA INC,039653100,125298,13321683,SOLE
ARTIVION INC,228903100,378,17241,SOLE
ARTIVION INC,228903100,306515,13980149,SOLE
ASPEN AEROGELS INC,04523Y105,2213,6263,SOLE
ASPEN AEROGELS INC,04523Y105,620274,1755375,SOLE
ASTEC INDS INC,046224101,282250,12227070,SOLE
ASTRONICS CORP,046433108,230326,12492882,SOLE
ATRICURE INC,04963C209,116609,4613052,SOLE
AVEANNA HEALTHCARE HLDGS INC,05356F105,781667,6386219,SOLE
AVIAT NETWORKS INC,05366Y201,368156,7871175,SOLE
AVIDBANK HLDGS INC,05368J103,153500,4076960,SOLE
AXCELIS TECHNOLOGIES INC,054540208,218,17514,SOLE
AXCELIS TECHNOLOGIES INC,054540208,136100,10934274,SOLE
AXIS CAP HLDGS LTD,G0692U109,79249,8486775,SOLE
AXOGEN INC,05463X106,638,20882,SOLE
AXOGEN INC,05463X106,406955,13319637,SOLE
AXOS FINANCIAL INC,05465C100,215,18524,SOLE
AXOS FINANCIAL INC,05465C100,142072,12240924,SOLE
B2GOLD CORP,11777Q209,9708102,43712283,SOLE
BANK AMERICA CORP,060505682,29641,37110532,SOLE
BANK NEW YORK MELLON CORP,064058100,185803,21569889,SOLE
BANK NEW YORK MELLON CORP,064058100,9559834,1109801129,SOLE
BARRICK MNG CORP,06849F108,1043815,45458151,SOLE
BARRICK MNG CORP,06849F108,31070845,1353135300,SOLE
BEAZER HOMES USA INC,07556Q881,629,12750,SOLE
BEAZER HOMES USA INC,07556Q881,700808,14205378,SOLE
BECTON DICKINSON & CO,075887109,179452,34826314,SOLE
BECTON DICKINSON & CO,075887109,11466548,2225312970,SOLE
BELDEN INC,077454106,31,3613,SOLE
BELDEN INC,077454106,80006,9324699,SOLE
BENCHMARK ELECTRS INC,08160H101,390,16676,SOLE
BENCHMARK ELECTRS INC,08160H101,250079,10693378,SOLE
