Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,2710000,594546900,SOLE,
APOLLO GLOBAL MGMT INC,03769M106,1275000,180884250,SOLE,
APOLLO GLOBAL MGMT INC,03769M304,900000,67365000,SOLE,
ARDENT HEALTH INC,03980N107,75000,1024500,SOLE,
ATEGRITY SPECIALTY IN CO HO,04681Y103,50000,1076000,SOLE,
AURORA INNOVATION INC,051774115,1835000,1596450,SOLE,
AURORA INNOVATION INC,051774107,1032463,5410106,SOLE,
BROOKFIELD CORP,11271J107,4675000,289148750,SOLE,
CAPITAL ONE FINL CORP,14040H105,1804204,383862443,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,750000,207285000,SOLE,
CASEYS GEN STORES INC,147528103,360000,183697200,SOLE,
CHART INDS INC,16115Q308,215000,35399750,SOLE,
CLARITEV CORPORATION,62548M209,30000,1353900,SOLE,
COMFORT SYS USA INC,199908104,185000,99198850,SOLE,
CORPAY INC,219948106,685000,227296700,SOLE,
COSTAR GROUP INC,22160N109,3085000,248034000,SOLE,
CRH PLC,G25508105,2590000,237762000,SOLE,
DANAHER CORPORATION,235851102,500000,98770000,SOLE,
DOCUSIGN INC,256163106,625000,48681250,SOLE,
FLOWSERVE CORP,34354P105,1195000,62558250,SOLE,
FLUTTER ENTMT PLC,G3643J108,1070000,305763200,SOLE,
FLYEXCLUSIVE INC,343928115,367499,36750,SOLE,
FLYEXCLUSIVE INC,343928107,1022000,1992900,SOLE,
FORTIVE CORP,34959J108,1160000,60470800,SOLE,
HERTZ GLOBAL HLDGS INC,42806J148,3970000,14490500,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,950000,174296500,SOLE,
JACOBS SOLUTIONS INC,46982L108,1264000,166152800,SOLE,
KENVUE INC,49177J102,8525000,178428250,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,1975000,298778000,SOLE,
LPL FINL HLDGS INC,50212V100,625000,234356250,SOLE,
META PLATFORMS INC,30303M102,150000,110713500,SOLE,
MICROSOFT CORP,594918104,400000,198964000,SOLE,
MR COOPER GROUP INC,62482R107,925000,138019250,SOLE,
NVIDIA CORPORATION,67066G104,2800000,442372000,SOLE,
PG&E CORP,69331C108,51100000,712334000,SOLE,
PG&E CORP,69331CAL2,10000000,9928534,SOLE,
PG&E CORP,69331C306,140000,5264000,SOLE,
PRIMO BRANDS CORPORATION,741623102,5775000,171055500,SOLE,
RALLIANT CORP,750940108,125003,6061395,SOLE,
RB GLOBAL INC,74935Q107,695000,73802050,SOLE,
ROCKET COS INC,77311W101,4750000,67355000,SOLE,
SABRE CORP,78573M104,750000,2370000,SOLE,
SEA LTD,81141R100,50000,7997000,SOLE,
SERVICETITAN INC,81764X103,15000,1607700,SOLE,
SHARKNINJA INC,G8068L108,1200000,118788000,SOLE,
SOHO HOUSE & CO INC,586001109,5171676,38011819,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1430000,323880700,SOLE,
TALEN ENERGY CORP,87422Q109,785000,228254450,SOLE,
TELEPHONE & DATA SYS INC,879433829,6725000,239275500,SOLE,
VISTRA CORP,92840M102,1250000,242262500,SOLE,
WORKDAY INC,98138H101,300000,72000000,SOLE,
