Company,CUSIP,Shares,Value,Discretion,PutCall
Unilever PLC ADR,904767704,271963,15420302,SOLE,
"A-Mark Precious Metals, Inc.",00181T107,11500,315100,SOLE,
Alphabet Inc.,02079K107,1695167,322827603,SOLE,
Altria Group Inc.,02209S103,4900,256221,SOLE,
America's CAR MART Inc,03062T105,16000,820000,SOLE,
Amplify Energy Corp,03212B103,205000,1230000,SOLE,
Aon PLC,G0403H108,11670,4191397,SOLE,
Armstrong World Industries,04247X102,938001,132567681,SOLE,
BNY Mellon Corp.,064058100,1213624,93242732,SOLE,
Berkshire Hathaway A,084670108,14,9532880,SOLE,
Berkshire Hathaway B,084670702,471805,213859770,SOLE,
Booking Hldgs Inc. Com,09857L108,2159,10726819,SOLE,
Canadian Natural Resources Ltd,136385101,28933385,893173595,SOLE,
Cato Corp,149205106,105445,411235,SOLE,
Charles Schwab Corp,808513105,4874070,360729921,SOLE,
Cisco Systems Inc.,17275R102,1179744,69840845,SOLE,
Clorox Company,189054109,31350,5091553,SOLE,
Coca-Cola Co.,191216100,2288805,142500999,SOLE,
Cognizant Technology Solutions,192446102,4060519,312253911,SOLE,
Colgate-Palmolive,194162103,802400,72946184,SOLE,
Comcast Cl A,20030N101,1247500,46818675,SOLE,
ConocoPhillips,20825C104,1883942,186830528,SOLE,
Corning Inc.,219350105,852000,40487040,SOLE,
Darling Ingredients Inc.,237266101,1553818,52348128,SOLE,
Devon Energy Corp,25179M103,633595,20737564,SOLE,
Diamondback Energy Inc,25278X109,1388434,227467142,SOLE,
EOG Resources Inc,26875P101,1807065,221510028,SOLE,
Ebay Inc.,278642103,2481261,153714119,SOLE,
"Elevance Health, Inc.",036752103,342033,126175974,SOLE,
Embecta Corp,29082K105,2383032,49209611,SOLE,
Exxon Mobil Corp.,30231G102,16400,1764148,SOLE,
Fox Corp A,35137L105,2462211,119614210,SOLE,
Fox Corp B,35137L204,7201888,329414372,SOLE,
Goldman Sachs Grp,38141G104,110194,63099288,SOLE,
Graftech International LTD,384313508,10639480,18406300,SOLE,
Hershey Co.,427866108,21950,3717232,SOLE,
Ingredion Inc,457187102,1654909,227649282,SOLE,
Johnson & Johnson,478160104,1386756,200552625,SOLE,
Kenvue Inc,49177J102,8306672,177347447,SOLE,
L3Harris Technologies,502431109,601308,126443046,SOLE,
Legacy Housing Corporation,52472M101,60000,1480800,SOLE,
Lockheed Martin Corp.,539830109,261305,126978552,SOLE,
MSCI Inc.,55354G100,7110,4266071,SOLE,
Masco Corporation,574599106,296914,21547049,SOLE,
Mastercard Inc.,57636Q104,11130,5860724,SOLE,
Microsoft Corp.,594918104,1217007,512968450,SOLE,
Moody's Corp.,615369105,7670,3630748,SOLE,
News Corp CL B,65249B208,8385,255156,SOLE,
News Corp Cl A,65249B109,9265000,255158100,SOLE,
Northern Trust Corp.,665859104,9500,973750,SOLE,
Northrop Grumman Corp,666807102,286770,134578293,SOLE,
Olin Corp,680665205,3897996,131752265,SOLE,
Oracle Corporation,68389X105,172652,28770729,SOLE,
PEPSICO INC,713448108,2102672,319732304,SOLE,
Philip Morris Intl,718172109,7301,878675,SOLE,
Procter & Gamble,742718109,2159025,361960541,SOLE,
"Reading International, Inc.",755408101,385000,508200,SOLE,
"Reliance, Inc.",759509102,857097,230781938,SOLE,
Spdr S&P 500 ETF,78462F103,38213,22395875,SOLE,
State Street Corp,857477103,2427928,238301133,SOLE,
Sysco Corporation,871829107,1358379,103861658,SOLE,
Talen Energy Corp,87422Q109,444900,89634003,SOLE,
Teledyne Technologies Inc Com,879360105,4500,2088585,SOLE,
Tyson Foods Inc,902494103,2667814,153239236,SOLE,
U-Haul Holding Company,023586100,372065,25705971,SOLE,
U-Haul Holding Company Class B,023586506,6182747,396004945,SOLE,
VISA Inc.,92826C839,732,231341,SOLE,
Verizon Commun.,92343V104,52000,2079480,SOLE,
Walt Disney Company,254687106,1507524,167862831,SOLE,
Warner Bros Discovery Inc,934423104,7645678,80814816,SOLE,
Wells Fargo & Co,949746101,1062647,74640325,SOLE,
