Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1796625,SOLE,
ALPHABET INC,02079K107,16850,2542834,SOLE,
AMERICAN EXPRESS CO,025816109,11600,2642828,SOLE,
BROWN FORMAN CORP,115637100,2843575,150965397,SOLE,
BROWN FORMAN CORP,115637209,290307,15110479,SOLE,
CAZOO GROUP LTD,G2007L121,29187,0,SOLE,
CME GROUP INC,12572Q105,8600,1853988,SOLE,
COCA COLA CO,191216100,21100,1288155,SOLE,
COLGATE PALMOLIVE CO,194162103,20100,1808397,SOLE,
DISNEY WALT CO,254687106,5056482,611783757,SOLE,
EBAY INC.,278642103,4683022,243189332,SOLE,
EQUIFAX INC,294429105,10300,2703750,SOLE,
FAIR ISAAC CORP,303250104,509809,642124828,SOLE,
HERSHEY CO,427866108,5100,987921,SOLE,
INTUIT,461202103,980995,636626515,SOLE,
JOHNSON & JOHNSON,478160104,6065,958513,SOLE,
KENVUE INC,49177J102,14739,316152,SOLE,
LAUDER ESTEE COS INC,518439104,11425,1657082,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,609147,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,7716799,109038370,SOLE,
MONDELEZ INTL INC,609207105,14280093,1001034519,SOLE,
NIKE INC,654106103,15900,1496985,SOLE,
ORACLE CORP,68389X105,19200,2404992,SOLE,
PAYPAL HLDGS INC,70450Y103,4787359,318694489,SOLE,
PEPSICO INC,713448108,3016781,523743349,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1450440,SOLE,
S&P GLOBAL INC,78409V104,5900,2494402,SOLE,
TKO GROUP HOLDINGS INC,87256C101,5509517,476077364,SOLE,
VERISK ANALYTICS INC,92345Y106,7300,1707762,SOLE,
VISA INC,92826C839,7700,2148839,SOLE,
