Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,163913,51304869,SOLE,
AMAZON COM INC,023135106,58266,13448958,SOLE,
APPLE INC,037833100,142920,38854173,SOLE,
BOOKING HOLDINGS INC,09857L108,5817,31153711,SOLE,
CDW CORP,12514G108,151871,20684818,SOLE,
CHUBB LIMITED,H1467J104,56526,17642895,SOLE,
COPART INC,217204106,486085,19030228,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,180882,15420191,SOLE,
ISHARES TR,464287614,12019,5688621,SOLE,
META PLATFORMS INC,30303M102,69135,45635319,SOLE,
MICROSOFT CORP,594918104,77496,37478601,SOLE,
MOTOROLA SOLUTIONS INC,620076307,71724,27493065,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,120051,18824014,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,188726,17213698,SOLE,
PAYPAL HLDGS INC,70450Y103,215900,12604246,SOLE,
S&P GLOBAL INC,78409V104,33764,17644469,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,184661,56116508,SOLE,
TRACTOR SUPPLY CO,892356106,481023,24055944,SOLE,
UNITED RENTALS INC,911363109,26514,21458648,SOLE,
VISA INC,92826C839,87151,30564667,SOLE,
ZOETIS INC,98978V103,104701,13173480,SOLE,
