Company,CUSIP,Shares,Value,Discretion,PutCall
3M CO,88579Y101,840751,114930662,SOLE,
ACADIA HEALTHCARE COMPANY IN,00404A109,3701347,234702413,SOLE,
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,153567785,SOLE,
ADOBE INC,00724F101,2621398,1357307456,SOLE,
ALLSTATE CORP,020002101,2042102,387284644,SOLE,
ALPHABET INC,02079K305,1277458,211866409,SOLE,
AMAZON COM INC,023135106,4054633,755499767,SOLE,
AMERIPRISE FINL INC,03076C106,243055,114189670,SOLE,
AON PLC,G0403H108,563027,194801712,SOLE,
API GROUP CORP,00187Y100,25710544,848962163,SOLE,
APPLE INC,037833100,4859142,1132180086,SOLE,
ATLASSIAN CORPORATION,049468101,2974936,472449586,SOLE,
AUTODESK INC,052769106,762026,209922922,SOLE,
BANK AMERICA CORP,060505104,19959530,791994150,SOLE,
BIOMARIN PHARMACEUTICAL INC,09061G101,9753293,685558965,SOLE,
BIONTECH SE,09075V102,46294,5498338,SOLE,
BOSTON SCIENTIFIC CORP,101137107,967210,81052198,SOLE,
BRIDGEBIO PHARMA INC,10806X102,25120991,639580431,SOLE,
CAMDEN PPTY TR,133131102,2959136,365542070,SOLE,
CARNIVAL CORP,143658300,9559560,176660669,SOLE,
CARVANA CO,146869102,269088,46850912,SOLE,
CBRE GROUP INC,12504L109,1571735,195649573,SOLE,
COMCAST CORP NEW,20030N101,3092685,129181452,SOLE,
COSTAR GROUP INC,22160N109,1261195,95144551,SOLE,
CSX CORP,126408103,9351747,322915824,SOLE,
DAY ONE BIOPHARMACEUTICALS I,23954D109,2558563,35640783,SOLE,
DOORDASH INC,25809K105,3599305,513728803,SOLE,
EDGEWISE THERAPEUTICS INC,28036F105,1481146,39531787,SOLE,
ELI LILLY & CO,532457108,152038,134696546,SOLE,
EQUITABLE HLDGS INC,29452E101,3050262,128202512,SOLE,
FLUTTER ENTMT PLC,G3643J108,2545376,603966817,SOLE,
FORTIVE CORP,34959J108,11797420,931170361,SOLE,
FREEPORT-MCMORAN INC,35671D857,3140964,156796923,SOLE,
GE VERNOVA INC,36828A101,1013133,258328652,SOLE,
GINKGO BIOWORKS HOLDINGS INC,37611X209,3577128,29153593,SOLE,
HCA HEALTHCARE INC,40412C101,698030,283700333,SOLE,
IMMUNOVANT INC,45258J102,2320902,66168916,SOLE,
INHIBRX BIOSCIENCES INC,45720N103,1787705,27995460,SOLE,
INTEGER HLDGS CORP,45826H109,1110517,144367210,SOLE,
INTUIT,461202103,289919,180039699,SOLE,
JPMORGAN CHASE & CO.,46625H100,3696535,779451370,SOLE,
KKR & CO INC,48251W104,1810751,236447866,SOLE,
LAS VEGAS SANDS CORP,517834107,8665215,436206923,SOLE,
LI AUTO INC,50202M102,2075279,53230906,SOLE,
LONGBOARD PHARMACEUTICALS IN,54300N103,1969041,65628137,SOLE,
MCDONALDS CORP,580135101,1120649,341248827,SOLE,
METLIFE INC,59156R108,4487602,370137413,SOLE,
MICROSOFT CORP,594918104,2044429,879717799,SOLE,
NETFLIX INC,64110L106,204981,145386874,SOLE,
NEWAMSTERDAM PHARMA COMPANY,N62509109,8024565,133207779,SOLE,
NVIDIA CORPORATION,67066G104,2265322,275100704,SOLE,
ORIC PHARMACEUTICALS INC,68622P109,4000000,41000000,SOLE,
OSCAR HEALTH INC,687793109,6172132,130910920,SOLE,
PEPGEN INC,713317105,1482434,12674811,SOLE,
PHARVARIS N V,N69605108,3653310,67659301,SOLE,
PHILIP MORRIS INTL INC,718172109,9052483,1098971436,SOLE,
PROGRESSIVE CORP,743315103,3485875,884575640,SOLE,
RALLYBIO CORP,75120L100,4194777,4907889,SOLE,
REGAL REXNORD CORPORATION,758750103,630121,104524471,SOLE,
REGENERON PHARMACEUTICALS,75886F107,49870,52425339,SOLE,
ROGERS COMMUNICATIONS INC,775109200,2701058,108605519,SOLE,
ROIVANT SCIENCES LTD,G76279101,54099066,624303222,SOLE,
ROYALTY PHARMA PLC,G7709Q104,12094021,342139854,SOLE,
SALESFORCE INC,79466L302,544402,149008271,SOLE,
SCHWAB CHARLES CORP,808513105,2339956,151652548,SOLE,
SHERWIN WILLIAMS CO,824348106,1301656,496803046,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,2577629,949933615,SOLE,
STANDARD BIOTOOLS INC,34385P108,58651170,113196758,SOLE,
STARBUCKS CORP,855244109,1665162,162336643,SOLE,
SYNOPSYS INC,871607107,351523,178007732,SOLE,
T-MOBILE US INC,872590104,1150738,237466294,SOLE,
TESLA INC,88160R101,436272,114141843,SOLE,
TEVA PHARMACEUTICAL INDS LTD,881624209,7567533,136366945,SOLE,
TRANSUNION,89400J107,2400728,251356222,SOLE,
TREVI THERAPEUTICS INC,89532M101,4400000,14696000,SOLE,
US BANCORP DEL,902973304,33617210,1537315013,SOLE,
VERTIV HOLDINGS CO,92537N108,2813448,279909942,SOLE,
VIKING THERAPEUTICS INC,92686J106,721926,45705135,SOLE,
VISA INC,92826C839,3505747,963905138,SOLE,
VISTRA CORP,92840M102,1837021,217760469,SOLE,
WORKDAY INC,98138H101,3267712,798661490,SOLE,
ZAI LAB LTD,98887Q104,1949937,47071479,SOLE,
ZSCALER INC,98980G102,847771,144917975,SOLE,
