Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,16134,2037402,SOLE,
ALLIANCE RESOURCE PARTNERS L,01877R108,185256,5122328,SOLE,
ARBOR REALTY TRUST INC,038923108,604000,4656840,SOLE,
BLOOMIN BRANDS INC,094235108,2036734,10998364,SOLE,
BOISE CASCADE CO DEL,09739D100,37000,2806450,SOLE,
BREAD FINANCIAL HOLDINGS INC,018581108,193697,14505968,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,69500,4215175,SOLE,
BUILD-A-BEAR WORKSHOP INC,120076104,103734,3884838,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,18893,1555461,SOLE,
CAL MAINE FOODS INC,128030202,62000,4907300,SOLE,
CARLYLE GROUP INC,14316J108,40000,1935600,SOLE,
CHORD ENERGY CORPORATION,674215207,69330,9857339,SOLE,
CITI TRENDS INC,17306X102,53763,2329013,SOLE,
CONDUENT INC,206787103,10023930,12830630,SOLE,
COUPANG INC,22266T109,62528,1180529,SOLE,
CRESCENT ENERGY COMPANY,44952J104,2003132,27042282,SOLE,
CROCS INC,227046109,38548,3200255,SOLE,
CTO RLTY GROWTH INC NEW,22948Q101,556053,10281420,SOLE,
DAUCH CORP,024061103,1395905,8277717,SOLE,
FIGURE TECHNOLOGY SOLUTIO,349381103,91009,3089756,SOLE,
FOSSIL GROUP INC,34988V106,2425185,10452547,SOLE,
GRAY MEDIA INC,389375106,5370100,23306234,SOLE,
ITURAN LOCATION AND CONTROL,M6158M104,203900,9993139,SOLE,
JACKSON FINANCIAL INC,46817M107,80680,8529490,SOLE,
JELD-WEN HLDG INC,47580P103,6619885,8208657,SOLE,
LINCOLN NATL CORP IND,534187109,570690,20259495,SOLE,
LITHIA MTRS INC,536797103,2654,662757,SOLE,
LYONDELLBASELL INDUSTRIES NV,N53745100,38000,3061280,SOLE,
MAPLEBEAR INC,565394103,45557,1706565,SOLE,
MASTERBRAND INC,57638P104,104854,871337,SOLE,
MERCADOLIBRE INC,58733R102,2215,3829779,SOLE,
MILLROSE PPTYS INC,601137102,180800,5062400,SOLE,
NABORS INDUSTRIES LTD,G6359F137,444430,38247646,SOLE,
ONEMAIN HLDGS INC,68268W103,82941,4436514,SOLE,
PERDOCEO ED CORP,71363P106,40395,1503098,SOLE,
PINTEREST INC,72352L106,59990,1100217,SOLE,
PORTILLOS INC,73642K106,129323,684119,SOLE,
QUAD / GRAPHICS INC,747301109,2651039,17523368,SOLE,
RESIDEO TECHNOLOGIES INC,76118Y104,69762,2351677,SOLE,
SHARKNINJA INC,G8068L108,5775,611572,SOLE,
SHIFT4 PMTS INC,82452J109,30035,1313431,SOLE,
STATE STR SPDR S&P 500 ETF T,78462F103,30044,19538815,SOLE,
STRATEGY INC,594972408,52058,6496838,SOLE,
TECHNIPFMC PLC,G87110105,3170,219142,SOLE,
TUTOR PERINI CORP,901109108,2795,215746,SOLE,
UGI CORP NEW,902681105,121000,4406820,SOLE,
UNITED NAT FOODS INC,911163103,5250,236565,SOLE,
UNITED PARCEL SVCS INC,911312106,119108,11717845,SOLE,
UPBOUND GROUP INC,76009N100,120000,2166000,SOLE,
USA TODAY CO INC,36472T109,1969280,13883424,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,168000,8433600,SOLE,
VIATRIS INC,92556V106,731676,9884943,SOLE,
VROOM INC,92918V307,58488,778475,SOLE,
WESTERN ALLIANCE BANCORP,957638109,55252,3914604,SOLE,
ZIFF DAVIS INC,48123V102,68058,2855714,SOLE,
