Company,CUSIP,Shares,Value,Discretion,PutCall
ALVOTECH SA,L01800108,97982,361553,DFND,
ALVOTECH SA,L01800116,4666667,1073333,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,3179092,257156751,DFND,
ARRAY DIGITAL INFRASTRUCTURE INC,911684108,696858,25268071,DFND,
BARRICK MINING CORP,06849F108,3206087,117759575,DFND,
BATTALION OIL CORP,07134L107,3009912,3942984,DFND,
BAUSCH LOMB CORP,071705107,3441042,56983655,DFND,
BIOXCEL THERAPEUTICS INC,09075P204,1380248,1946150,DFND,
BITDEER TECHNOLOGIES GROUP,G11448100,750000,11902500,DFND,Call
BLUE MOON METALS INC,09570Q509,1685000,10688986,DFND,
CEMEX SAB DE CV,151290889,100000,1200000,DFND,
CORE SCIENTIFIC INC,21874A106,5000000,127950000,DFND,Call
CORE SCIENTIFIC INC,21874A106,4993708,127788987,DFND,
DPC HOLDINGS LTD,G2R11M108,75000,3679500,DFND,
EMBRAER SA,29082A107,439706,28053242,DFND,
EXPAND ENERGY CORP,165167735,5237477,477605527,DFND,
FREEPORT-MCMORAN INC,35671D857,1201122,75538562,DFND,
GARRETT MOTION INC,366505105,7594816,275160183,DFND,
GRUPO AEROMEXICO SAB DE CV,40054J109,3968686,71436348,DFND,
INDIVIOR PHARMACEUTICALS INC,45579U109,6127212,251399508,DFND,
INVESCO QQQ TRUST SERIES 1,46090E103,885000,651714000,DFND,Put
ITAU UNIBANCO HOLDING SA,465562106,11977665,97857531,DFND,
KILROY REALTY CORP,49427F108,1850011,69319912,DFND,
LIBERTY GLOBAL LTD,G61188101,8551191,97227041,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,839020,6577916,DFND,
LIBERTY LATIN AMERICA LTD,G9001E128,7559083,58885256,DFND,
LYONDELLBASELL INDUSTRIES NV,N53745100,900000,47385000,DFND,Put
MAGNACHIP SEMICONDUCTOR CORP,55933J203,1000000,4730000,DFND,Call
MAGNACHIP SEMICONDUCTOR CORP,55933J203,1500000,7095000,DFND,
MAKEMYTRIP LTD,V5633W109,983068,52387693,DFND,
MATTHEWS INTERNATIONAL CORP,577128101,1925992,51847704,DFND,
MAYFAIR GOLD CORP,57808L305,4500000,11069603,DFND,
NN INC,629337106,510943,1834285,DFND,
OAKTREE SPECIALTY LENDING CORP,67401P405,7872199,93994056,DFND,
OFFICE PROPERTIES INCOME TRUST/MD,67623C307,10851,184467,DFND,
QUANTUM CORP,747906600,2011678,22128458,DFND,
RICE ACQUISITION CORP 3,G7553X114,399999,395999,DFND,
RICE ACQUISITION CORP 3,G7553X106,2400000,25200000,DFND,
RUNWAY GROWTH FINANCE CORP,78163D100,7029667,39436440,DFND,
SEA LTD,81141R100,635443,60894502,DFND,
SERVICE PROPERTIES TRUST,81761L102,1988382,3360365,DFND,
SHARONAI HOLDINGS INC,778920306,289456,24505344,DFND,
SIMPLY GOOD FOODS CO/THE,82900L102,1203889,15987645,DFND,
SMARTRENT INC,83193G107,7505294,8931301,DFND,
STATE STREET CORP,78462F103,1355000,1011873350,DFND,Put
SUNOPTA INC,8676EP108,74314,406498,DFND,
SURGERY PARTNERS INC,86881A100,862588,14491478,DFND,
TALEN ENERGY CORP,87422Q109,331117,127235018,DFND,
TELECOM ARGENTINA SA,879273209,116105,1509365,DFND,
TELEPHONE AND DATA SYSTEMS INC,879433829,5282905,195520314,DFND,
TERNIUM SA,880890108,572324,24438234,DFND,
TORM PLC,G89479102,20329874,524260745,DFND,
TRANSALTA CORP,89346D107,3000000,41487224,DFND,
VIASAT INC,92552V100,630280,56605446,DFND,
VIPER ENERGY INC,64361Q101,3791432,160756716,DFND,
VISTEON CORP,92839U206,400000,39684000,DFND,Put
XP INC,G98239109,3116809,50679314,DFND,
YPF SA,984245100,991346,45076502,DFND,
