Company,CUSIP,Shares,Value,Discretion,PutCall
Unilever PLC ADR,904767704,281221,18268116,SOLE,
"A-Mark Precious Metals, Inc.",00181T107,11500,507840,SOLE,
Alphabet Inc.,02079K107,2129249,355989140,SOLE,
Altria Group Inc.,02209S103,4900,250096,SOLE,
America's CAR MART Inc,03062T105,32000,1341440,SOLE,
Amplify Energy Corp,03212B103,235000,1534550,SOLE,
Aon PLC,G0403H108,11670,4037703,SOLE,
Armstrong World Industries,04247X102,993588,130587271,SOLE,
BNY Mellon Corp.,064058100,2747378,197426583,SOLE,
Berkshire Hathaway A,084670108,15,10367700,SOLE,
Berkshire Hathaway B,084670702,583195,268421331,SOLE,
Booking Hldgs Inc. Com,09857L108,34975,147318897,SOLE,
Canadian Natural Resources Ltd,136385101,29006951,963320843,SOLE,
Cato Corp,149205106,105445,526171,SOLE,
Charles Schwab Corp,808513105,5404281,350251452,SOLE,
Cisco Systems Inc.,17275R102,1206914,64231963,SOLE,
Clorox Company,189054109,31400,5115374,SOLE,
Coca-Cola Co.,191216100,2313137,166222025,SOLE,
Cognizant Technology Solutions,192446102,4615785,356246286,SOLE,
Colgate-Palmolive,194162103,806900,83764289,SOLE,
Comcast Cl A,20030N101,1253500,52358695,SOLE,
ConocoPhillips,20825C104,1684232,177315945,SOLE,
Corning Inc.,219350105,1170000,52825500,SOLE,
Darling Ingredients Inc.,237266101,1605869,59674092,SOLE,
Devon Energy Corp,25179M103,2386900,93375528,SOLE,
Diamondback Energy Inc,25278X109,1269831,218918864,SOLE,
EOG Resources Inc,26875P101,1638342,201401382,SOLE,
Ebay Inc.,278642103,2717484,176935383,SOLE,
"Elevance Health, Inc.",036752103,343138,178431760,SOLE,
Embecta Corp,29082K105,2525767,35613315,SOLE,
Exxon Mobil Corp.,30231G102,24400,2860168,SOLE,
Fox Corp A,35137L105,2575841,109035349,SOLE,
Fox Corp B,35137L204,7998680,310348797,SOLE,
Goldman Sachs Grp,38141G104,127447,63100284,SOLE,
Graftech International LTD,384313508,11791544,15564838,SOLE,
Hershey Co.,427866108,21950,4209571,SOLE,
Ingredion Inc,457187102,1844704,253517671,SOLE,
Johnson & Johnson,478160104,1413400,229055534,SOLE,
Kenvue Inc,49177J102,8381404,193861875,SOLE,
L3Harris Technologies,502431109,640696,152402358,SOLE,
Legacy Housing Corporation,52472M101,70000,1914500,SOLE,
Lockheed Martin Corp.,539830109,330318,193090690,SOLE,
MSCI Inc.,55354G100,7110,4144632,SOLE,
Masco Corporation,574599106,310455,26059593,SOLE,
Mastercard Inc.,57636Q104,11130,5495994,SOLE,
Microsoft Corp.,594918104,1248427,537198138,SOLE,
Moody's Corp.,615369105,7670,3640105,SOLE,
News Corp CL B,65249B208,500830,13998198,SOLE,
News Corp Cl A,65249B109,12150358,323564034,SOLE,
Northern Trust Corp.,665859104,9500,855285,SOLE,
Northrop Grumman Corp,666807102,371760,196315303,SOLE,
Olin Corp,680665205,3919957,188079537,SOLE,
Oracle Corporation,68389X105,646955,110241132,SOLE,
PEPSICO INC,713448108,2166715,368449886,SOLE,
Philip Morris Intl,718172109,7301,886341,SOLE,
Procter & Gamble,742718109,2182456,378001379,SOLE,
"Reading International, Inc.",755408101,475000,774250,SOLE,
"Reliance, Inc.",759509102,897949,259695830,SOLE,
Spdr S&P 500 ETF,78462F103,6741,3867716,SOLE,
State Street Corp,857477103,2967829,262563832,SOLE,
Sysco Corporation,871829107,1371896,107090202,SOLE,
Talen Energy Corp,87422Q109,444900,79298976,SOLE,
Teledyne Technologies Inc Com,879360105,7500,3282450,SOLE,
Tyson Foods Inc,902494103,2831480,168642949,SOLE,
U-Haul Holding Company,023586100,435032,33706279,SOLE,
U-Haul Holding Company Class B,023586506,6312011,454464792,SOLE,
VISA Inc.,92826C839,732,201263,SOLE,
Verizon Commun.,92343V104,52000,2335320,SOLE,
Walt Disney Company,254687106,1540171,148149077,SOLE,
Warner Bros Discovery Inc,934423104,7680765,63366311,SOLE,
Wells Fargo & Co,949746101,1839797,103930133,SOLE,
