Company,CUSIP,Shares,Value,Discretion,PutCall
ALLY FINL INC,02005N100,12719675,463886547,DFND,
ALLY FINL INC,02005N100,2803875,102257321,DFND,
ALLY FINL INC,02005N100,4228200,154202454,DFND,
ALLY FINL INC,02005N100,3137000,114406390,DFND,
ALLY FINL INC,02005N100,4836250,176378038,DFND,
ALLY FINL INC,02005N100,1275000,46499250,DFND,
AMAZON COM INC,023135106,7724000,1469568240,DFND,
AMAZON COM INC,023135106,2276000,433031760,DFND,
AMERICAN EXPRESS CO,025816109,1149942,309391895,DFND,
AMERICAN EXPRESS CO,025816109,149061045,40104874157,DFND,
AMERICAN EXPRESS CO,025816109,1399713,376592783,DFND,
APPLE INC,037833100,692000,153713960,DFND,
APPLE INC,037833100,3840000,852979200,DFND,
APPLE INC,037833100,34000,7552420,DFND,
APPLE INC,037833100,34724000,7713242120,DFND,
APPLE INC,037833100,2724000,605082120,DFND,
APPLE INC,037833100,15532000,3450123160,DFND,
APPLE INC,037833100,61542988,13670543924,DFND,
APPLE INC,037833100,7204000,1600224520,DFND,
APPLE INC,037833100,14472000,3214665360,DFND,
APPLE INC,037833100,152747012,33929693776,DFND,
APPLE INC,037833100,2712000,602416560,DFND,
APPLE INC,037833100,3776000,838762880,DFND,
ATLANTA BRAVES HLDGS INC,047726302,108217,4329762,DFND,
ATLANTA BRAVES HLDGS INC,047726302,96867,3875649,DFND,
ATLANTA BRAVES HLDGS INC,047726302,14929,597309,DFND,
ATLANTA BRAVES HLDGS INC,047726302,3632,145316,DFND,
BANK AMER CORP,060505104,3920000,163581600,DFND,
BANK AMER CORP,060505104,11900000,496587000,DFND,
BANK AMER CORP,060505104,145500,6071715,DFND,
BANK AMER CORP,060505104,140000000,5842200000,DFND,
BANK AMER CORP,060505104,5600000,233688000,DFND,
BANK AMER CORP,060505104,2100000,87633000,DFND,
BANK AMER CORP,060505104,21000000,876330000,DFND,
BANK AMER CORP,060505104,310800000,12969684000,DFND,
BANK AMER CORP,060505104,125720000,5246295600,DFND,
BANK AMER CORP,060505104,588031,24538534,DFND,
BANK AMER CORP,060505104,9800000,408954000,DFND,
CAPITAL ONE FINL CORP,14040H105,1939213,347700891,DFND,
CAPITAL ONE FINL CORP,14040H105,3073787,551130009,DFND,
CAPITAL ONE FINL CORP,14040H105,2137000,383164100,DFND,
CHARTER COMMUNICATIONS INC N,16119P108,1984259,731258969,DFND,
CHEVRON CORP NEW,166764100,17564001,2938281727,DFND,
CHEVRON CORP NEW,166764100,61400,10271606,DFND,
CHEVRON CORP NEW,166764100,2092000,349970680,DFND,
CHEVRON CORP NEW,166764100,32517208,5439803726,DFND,
CHEVRON CORP NEW,166764100,2858400,478181736,DFND,
CHEVRON CORP NEW,166764100,61579525,10301638737,DFND,
CHEVRON CORP NEW,166764100,1938000,324208020,DFND,
COCA COLA CO,191216100,800000,57296000,DFND,
COCA COLA CO,191216100,371471,26604753,DFND,
COCA COLA CO,191216100,85000,6087700,DFND,
COCA COLA CO,191216100,80283200,5749882784,DFND,
COCA COLA CO,191216100,1824000,130634880,DFND,
COCA COLA CO,191216100,14411200,1032130144,DFND,
COCA COLA CO,191216100,14990400,1073612448,DFND,
COCA COLA CO,191216100,282722729,20248601851,DFND,
COCA COLA CO,191216100,3552000,254394240,DFND,
COCA COLA CO,191216100,960000,68755200,DFND,
CONSTELLATION BRANDS INC,21036P108,400000,73408000,DFND,
CONSTELLATION BRANDS INC,21036P108,11609000,2130483680,DFND,
DAVITA INC,23918K108,16832088,2574804501,DFND,
DAVITA INC,23918K108,18310391,2800940511,DFND,
DIAGEO P L C,25243Q205,227750,23865923,DFND,
DOMINOS PIZZA INC,25754A201,2620613,1204040643,DFND,
HEICO CORP NEW,422806208,1162088,245165705,DFND,
JEFFERIES FINL GROUP INC,47233W109,433558,23225702,DFND,
KRAFT HEINZ CO,500754106,325634818,9909067512,DFND,
KROGER CO,501044101,16607090,1124133922,DFND,
KROGER CO,501044101,768531,52021863,DFND,
KROGER CO,501044101,5367119,363300285,DFND,
KROGER CO,501044101,27257260,1845043929,DFND,
LENNAR CORP,526057302,152572,16641028,DFND,
LIBERTY MEDIA CORP DEL,531229722,3639582,248001117,DFND,
LIBERTY MEDIA CORP DEL,531229722,143157,9754718,DFND,
LIBERTY MEDIA CORP DEL,531229722,5529646,376790078,DFND,
LIBERTY MEDIA CORP DEL,531229722,162620,11080927,DFND,
LIBERTY MEDIA CORP DEL,531229722,1442656,98302580,DFND,
LIBERTY MEDIA CORP DEL,531229748,1011698,68026574,DFND,
LIBERTY MEDIA CORP DEL,531229748,3284775,220868271,DFND,
LIBERTY MEDIA CORP DEL,531229748,233347,15690252,DFND,
LIBERTY MEDIA CORP DEL,531229748,456768,30713080,DFND,
LIBERTY MEDIA CORP DEL,531229854,3344800,301065448,DFND,
LIBERTY MEDIA CORP DEL,531229854,41780,3760618,DFND,
LIBERTY MEDIA CORP DEL,531229854,125420,11289054,DFND,
LOUISIANA PAC CORP,546347105,1319884,121402930,DFND,
LOUISIANA PAC CORP,546347105,4344909,399644730,DFND,
MASTERCARD INC,57636Q104,3986648,2185161502,DFND,
MOODYS CORP,615369105,72100,33576249,DFND,
MOODYS CORP,615369105,11973928,5576138530,DFND,
MOODYS CORP,615369105,12623750,5878754138,DFND,
NVR INC,62944T105,11112,80499662,DFND,
OCCIDENTAL PETE CORP,674599105,264941431,13077509034,DFND,
POOL CORP,73278L105,390000,124156500,DFND,
POOL CORP,73278L105,1074000,341907900,DFND,
SIRIUS XM HOLDINGS INC,829933100,15984890,360379345,DFND,
SIRIUS XM HOLDINGS INC,829933100,96120221,2167030382,DFND,
SIRIUS XM HOLDINGS INC,829933100,1326491,29905740,DFND,
SIRIUS XM HOLDINGS INC,829933100,6345090,143050054,DFND,
T-MOBILE US INC,872590104,3883145,1035673603,DFND,
VERISIGN INC,92343E102,5272947,1338643055,DFND,
VERISIGN INC,92343E102,8016933,2035258781,DFND,
VISA INC,92826C839,8297460,2907927832,DFND,
AON PLC,G0403H108,2304000,919503360,DFND,
AON PLC,G0403H108,43806,17482537,DFND,
AON PLC,G0403H108,1752194,699283103,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,1005607,6365492,DFND,
LIBERTY LATIN AMERICA LTD,G9001E102,1625185,10287421,DFND,
LIBERTY LATIN AMERICA LTD,G9001E128,1284020,7973764,DFND,
CHUBB LIMITED,H1467J104,27033784,8163932430,DFND,
