Company,CUSIP,Shares,Value,Discretion
"Agilent Technologies, Inc. (A)",00846U101,10700,1387041,SOLE
Arrow Electronics Inc (ARW),042735100,1882880,227376589,SOLE
Avnet Inc (AVT),053807103,3922338,201961184,SOLE
Berkshire Hathaway Inc. Class B (BRK/B),084670702,1001,407207,SOLE
Citigroup Inc (C),172967424,16640846,1056028087,SOLE
CRH PLC  (CRH),G25508105,11120064,833782399,SOLE
"D R Horton, Inc. (DHI)",23331A109,3669893,517198020,SOLE
Genpact LTD (G),G3922B107,1240775,39940547,SOLE
General Motors Co (GM),35045V100,23266658,1080968931,SOLE
Goldman Sachs (GS),38141G104,57259,25899391,SOLE
International Paper Co (IP),460146103,5403885,233177638,SOLE
J P Morgan Chase (JPM),46625H100,7500,1516950,SOLE
Lear Corporation (LEA),521865204,1816880,207505865,SOLE
Lennar Corporation - A (LEN),526057104,8972532,1344713371,SOLE
Lennar Corporation - B SHS (LEN/B),526057302,482750,67309833,SOLE
3M Company (MMM),88579Y101,2368,241986,SOLE
Morgan Stanley (MS),617446448,10000,971900,SOLE
Meritage Homes Corp (MTH),59001A102,772153,124972963,SOLE
NOV INC (NOV),62955J103,1798976,34198534,SOLE
Oshkosh Corp (OSK),688239201,2517042,272343944,SOLE
PulteGroup Inc. (PHM),745867101,5576308,613951511,SOLE
Charles Schwab Corporation (SCHW),808513105,20000,1473800,SOLE
Terex Corp (TEX),880779103,1499671,82241958,SOLE
"Toll Brothers, Inc. (TOL)",889478103,5565787,641067347,SOLE
Union Pacific Corp (UNP),907818108,2032,459760,SOLE
