Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,160900,43169470,SOLE,
ACI WORLDWIDE INC,004498101,367700,17579737,SOLE,
ALPHABET INC,02079K107,347900,109171020,SOLE,
AMAZON COM INC,023135106,222500,51357450,SOLE,
ANALOG DEVICES INC,032654105,132800,36015360,SOLE,
AON PLC,G0403H108,218735,77187207,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,286850,144185153,SOLE,
BIO-TECHNE CORP,09073M104,802950,47221490,SOLE,
CDW CORP,12514G108,56250,7661250,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,650,135688,SOLE,
COMCAST CORP NEW,20030N101,85000,2540650,SOLE,
COSTAR GROUP INC,22160N109,719850,48402714,SOLE,
DANAHER CORPORATION,235851102,513950,117653434,SOLE,
DIAGEO PLC,25243Q205,23800,2053226,SOLE,
EQUIFAX INC,294429105,214880,46624662,SOLE,
EURONET WORLDWIDE INC,298736109,160000,12177600,SOLE,
FORTIVE CORP,34959J108,45400,2506534,SOLE,
GARTNER INC,366651107,24425,6161939,SOLE,
GLOBAL PMTS INC,37940X102,505000,39087000,SOLE,
HEICO CORP NEW,422806208,162779,41090303,SOLE,
IDEX CORP,45167R104,391475,69659062,SOLE,
IDEXX LABS INC,45168D104,35300,23881509,SOLE,
LABCORP HOLDINGS INC,504922105,99750,25025280,SOLE,
LIBERTY BROADBAND CORP,530307107,140000,6759200,SOLE,
LIBERTY BROADBAND CORP,530307305,651000,31638600,SOLE,
LINDE PLC,G54950103,7200,3070008,SOLE,
LKQ CORP,501889208,441000,13318200,SOLE,
MARTIN MARIETTA MATLS INC,573284106,41275,25700292,SOLE,
MASTERCARD INCORPORATED,57636Q104,155900,89000192,SOLE,
MERCADOLIBRE INC,58733R102,3700,7452762,SOLE,
META PLATFORMS INC,30303M102,108710,71758384,SOLE,
MICROSOFT CORP,594918104,145975,70596430,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,208800,32739840,SOLE,
ORACLE CORP,68389X105,70000,13643700,SOLE,
PERIMETER SOLUTIONS INC,71385M107,509400,14023782,SOLE,
ROPER TECHNOLOGIES INC,776696106,36550,16269502,SOLE,
S&P GLOBAL INC,78409V104,7140,3731293,SOLE,
SALESFORCE COM INC,79466L302,87500,23179625,SOLE,
SIRIUSXM HOLDINGS INC,829933100,1384000,27673080,SOLE,
TEXAS INSTRS INC,882508104,165100,28643199,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,134950,78196778,SOLE,
VERALTO CORP,92338C103,38000,3791640,SOLE,
VISA INC,92826C839,270580,94895112,SOLE,
VULCAN MATLS CO,929160109,210200,59953244,SOLE,
