Company,CUSIP,Shares,Value,Discretion,PutCall
ADT INC DEL,00090Q103,38191,248242,OTR,
ADT INC DEL,00090Q103,984248,6397612,OTR,
ADT INC DEL,00090Q103,16835936,109433584,SOLE,
AFFILIATED MANAGERS GROUP,008252108,55890,18913176,OTR,
AFFILIATED MANAGERS GROUP,008252108,943786,319377182,SOLE,
AFLAC INC,001055102,2035,238604,OTR,
AFLAC INC,001055102,234181,27457722,SOLE,
ALGONQUIN POWER & UTILITIES,015857105,6608611,38726460,SOLE,
APA CORPORATION,03743Q108,186521,6074989,SOLE,
AT&T INC,00206R102,1924404,39835163,SOLE,
AXALTA COATING SYS LTD,G0750C108,10029,343192,OTR,
AXALTA COATING SYS LTD,G0750C108,195134,6677485,OTR,
AXALTA COATING SYS LTD,G0750C108,3256847,111449304,SOLE,
BANK OF AMER CORP,060505104,492572,28066753,SOLE,
BARRICK MNG CORP,06849F108,194488,7143544,SOLE,
BIO RAD LABS INC,090572207,1232,361728,OTR,
BIO RAD LABS INC,090572207,22735,6675223,OTR,
BIO RAD LABS INC,090572207,792784,232769310,SOLE,
BOK FINL CORP,05561Q201,65857,9146220,OTR,
BOK FINL CORP,05561Q201,1561559,216869314,SOLE,
BORGWARNER INC,099724106,55049,3655254,SOLE,
BOYD GAMING CORP,103304101,112203,9910891,OTR,
BOYD GAMING CORP,103304101,2070139,182855378,SOLE,
BRADY CORP,104674106,2747,251543,OTR,
BRINKS CO,109696104,8666,818850,OTR,
BRINKS CO,109696104,141139,13336224,OTR,
BRINKS CO,109696104,761516,71955647,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,696430,40128297,SOLE,
CAPITAL ONE FINL CORP,14040H105,108339,21734970,SOLE,
CARLYLE GROUP INC,14316J108,7673,323110,OTR,
CARLYLE GROUP INC,14316J108,275675,11608674,OTR,
CARLYLE GROUP INC,14316J108,4265335,179613257,SOLE,
CARMAX INC,143130102,3485,184322,OTR,
CARMAX INC,143130102,343053,18144073,SOLE,
CBRE GROUP INC,12504L109,1913,257662,OTR,
CBRE GROUP INC,12504L109,16050,2161775,OTR,
CBRE GROUP INC,12504L109,325564,43850215,SOLE,
CENTERPOINT ENERGY INC,15189T107,460132,20264213,SOLE,
CHARLES RIV LABS INTL INC,159864107,2511,569470,OTR,
CHARLES RIV LABS INTL INC,159864107,55706,12633564,OTR,
CHARLES RIV LABS INTL INC,159864107,1447968,328384663,SOLE,
CHEVRON CORPORATION,166764100,34626,5739606,SOLE,
COLUMBIA ETF TR II,19762B202,16671,881562,SOLE,
CORE LABORATORIES INC,21867A105,428559,4992712,OTR,
