Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2356719,572918389,SOLE,
ALPHABET INC,02079K107,1254571,305550765,SOLE,
AMENTUM HOLDINGS INC,023939101,2423748,58048765,SOLE,
AMERICAN EXPRESS CO,025816109,932,309573,SOLE,
APPLE INC,037833100,891,226875,SOLE,
ATAI LIFE SCIENCES NV,N0731H103,42112,222772,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,117,88241400,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,322552,162159792,SOLE,
BIO-TECHNE CORP,09073M104,1473755,81984991,SOLE,
BLACKROCK INC,09290D101,186,216852,SOLE,
CAPITAL ONE FINL CORP,14040H105,2098124,446019200,SOLE,
CARMAX INC,143130102,4469,200524,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,373432,102733010,SOLE,
COPA HOLDINGS SA,P31076105,2555,303585,SOLE,
CREDIT ACCEP CORP MICH,225310101,578459,270099861,SOLE,
DOLLAR GEN CORP NEW,256677105,2170,224270,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1448283,467969203,SOLE,
EQUITABLE HLDGS INC,29452E101,40636,2063496,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1000,224580,SOLE,
GCI LIBERTY INC,36164V602,133200,5002326,SOLE,
GCI LIBERTY INC,36164V800,374670,13963951,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,3610,1579411,SOLE,
ICON PLC,G4705A100,1700994,297673950,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,2743291,462189668,SOLE,
JACOBS SOLUTIONS INC,46982L108,9349,1401041,SOLE,
KASPI KZ JSC,48581R205,3712,303196,SOLE,
LIBERTY BROADBAND CORP,530307107,669160,42377903,SOLE,
LIBERTY BROADBAND CORP,530307305,1874237,119089019,SOLE,
LIBERTY MEDIA CORP DEL,531229771,742310,70682758,SOLE,
LIBERTY MEDIA CORP DEL,531229755,5568989,581680901,SOLE,
LITHIA MTRS INC,536797103,2716,858256,SOLE,
META PLATFORMS INC,30303M102,244021,179204142,SOLE,
MICRON TECHNOLOGY INC,595112103,2162,361746,SOLE,
MICROSOFT CORP,594918104,689,356868,SOLE,
MSA SAFETY INC,553498106,1705286,293428562,SOLE,
NETFLIX INC,64110L106,604,724148,SOLE,
RIMINI STR INC DEL,76674Q107,37141,173820,SOLE,
S&P GLOBAL INC,78409V104,531,258443,SOLE,
SAP SE,803054204,46000,12291660,SOLE,
SCHWAB CHARLES CORP,808513105,6315561,602946609,SOLE,
SINCLAIR INC,829242106,17959,271181,SOLE,
SMITH DOUGLAS HOMES CORP,83207R107,12209,215611,SOLE,
STELLANTIS N.V,N82405106,27313,255103,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1881721,525545858,SOLE,
UNITEDHEALTH GROUP INC,91324P102,758223,261814402,SOLE,
VANGUARD STAR FDS,921909768,5301,389411,SOLE,
VANGUARD INDEX FDS,922908769,2647,868666,SOLE,
