Company,CUSIP,Shares,Value,Discretion,PutCall
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,29993708,487097818,SOLE,
ADVANCED MICRO DEVICES INC,007903107,3742191,801427625,SOLE,
AIR PRODS & CHEMS INC,009158106,4782534,1181381549,SOLE,
ALPHABET INC,02079K305,2666272,834543136,SOLE,
AMAZON COM INC,023135106,3126816,721731669,SOLE,
AMER SPORTS INC,G0260P102,4814290,179813732,SOLE,
AON PLC,G0403H108,783650,276534412,SOLE,
API GROUP CORP,00187Y100,11537518,441425439,SOLE,
BANK AMERICA CORP,060505104,4494629,247204595,SOLE,
BIOMARIN PHARMACEUTICAL INC,09061G101,6036936,358775106,SOLE,
BOEING CO,097023105,3953087,858294249,SOLE,
BOSTON SCIENTIFIC CORP,101137107,2509808,239310193,SOLE,
BRIDGEBIO PHARMA INC,10806X102,14393934,1100992012,SOLE,
CAMDEN PPTY TR,133131102,4764495,524475610,SOLE,
CAPITAL ONE FINL CORP,14040H105,2952317,715523548,SOLE,
CARNIVAL CORP,143658300,14061827,429448197,SOLE,
CARVANA CO,146869102,1061533,447988157,SOLE,
CELESTICA INC,15101Q207,1699236,502311154,SOLE,
CHEWY INC,16679L109,13536645,447386117,SOLE,
CHUBB LIMITED,H1467J104,1013839,316439429,SOLE,
COSTAR GROUP INC,22160N109,1442582,96999214,SOLE,
CSX CORP,126408103,13817539,500885789,SOLE,
DICKS SPORTING GOODS INC,253393102,2572969,509370673,SOLE,
DIGITAL RLTY TR INC,253868103,1507988,233300823,SOLE,
DISNEY WALT CO,254687106,11193504,1273484950,SOLE,
DRAFTKINGS INC NEW,26142V105,19119912,658872168,SOLE,
FIGMA INC,316841105,5752388,214966740,SOLE,
FORTIVE CORP,34959J108,19228265,1061592511,SOLE,
GALLAGHER ARTHUR J & CO,363576109,1040977,269394438,SOLE,
GENERAL MTRS CO,37045V100,6806095,553471645,SOLE,
GINKGO BIOWORKS HOLDINGS INC,37611X209,3577128,29725934,SOLE,
HCA HEALTHCARE INC,40412C101,999180,466477175,SOLE,
INHIBRX BIOSCIENCES INC,45720N103,1437705,113578695,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,4803197,777925786,SOLE,
IQVIA HLDGS INC,46266C105,619236,139581987,SOLE,
ITAU UNIBANCO HLDG S A,465562106,28396545,203319262,SOLE,
JOHNSON CTLS INTL PLC,G51502105,5918707,708765163,SOLE,
JPMORGAN CHASE & CO.,46625H100,1905982,614145520,SOLE,
LENNOX INTL INC,526107107,621311,301696195,SOLE,
LOWES COS INC,548661107,912040,219947566,SOLE,
MASIMO CORP,574795100,514340,66895060,SOLE,
MCDONALDS CORP,580135101,3619215,1106140680,SOLE,
MEDLINE INC,58507V107,6959157,292284594,SOLE,
MICROSOFT CORP,594918104,3217642,1556116024,SOLE,
MID-AMER APT CMNTYS INC,59522J103,3880048,538977468,SOLE,
NEWAMSTERDAM PHARMA COMPANY,N62509109,4203567,147461130,SOLE,
ORIC PHARMACEUTICALS INC,68622P109,6572691,53764612,SOLE,
ORUKA THERAPEUTICS INC,687604108,2666690,80827374,SOLE,
PEPGEN INC,713317105,3482434,22670645,SOLE,
PHARVARIS N V,N69605108,3653310,101379353,SOLE,
PNC FINL SVCS GROUP INC,693475105,7287068,1521029704,SOLE,
PROGRESSIVE CORP,743315103,1331538,303217833,SOLE,
RALLIANT CORP,750940108,3162630,161009493,SOLE,
RALLYBIO CORP,75120L100,4194777,2878037,SOLE,
REGAL REXNORD CORPORATION,758750103,3223940,452383261,SOLE,
RIOT PLATFORMS INC,767292105,12428894,157474087,SOLE,
ROIVANT SCIENCES LTD,G76279101,6443191,139817245,SOLE,
ROSS STORES INC,778296103,3167479,570589667,SOLE,
SAIA INC,78709Y105,1088582,355443795,SOLE,
SCHWAB CHARLES CORP,808513105,13872905,1386041939,SOLE,
SEA LTD,81141R100,3671545,468378996,SOLE,
SHERWIN WILLIAMS CO,824348106,3172308,1027922961,SOLE,
SIONNA THERAPEUTICS INC,829401108,3195181,131449746,SOLE,
STANDARD BIOTOOLS INC,34385P108,58651170,75073498,SOLE,
STELLANTIS N.V,N82405106,39062551,434319598,SOLE,
T-MOBILE US INC,872590104,3754218,762256423,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,4914896,1493587745,SOLE,
TESLA INC,88160R101,1699741,764407523,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,793187,459612207,SOLE,
TIC SOLUTIONS INC,00510N102,34360000,347379600,SOLE,
TRADEWEB MKTS INC,892672106,2768659,297741589,SOLE,
TREVI THERAPEUTICS INC,89532M101,3198644,40047023,SOLE,
UBS GROUP AG,H42097107,9128817,425957677,SOLE,
UNITEDHEALTH GROUP INC,91324P102,1197273,395231790,SOLE,
VISA INC,92826C839,3984205,1397300536,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,295028,81174004,SOLE,
