Company,CUSIP,Shares,Value,Discretion,PutCall
CBRE GROUP INC,12504L109,2470748,240255536,SOLE,
DISNEY WALT CO,254687106,5418631,663023689,SOLE,
EXPEDIA GROUP INC,30212P303,3414568,470356742,SOLE,
FISERV INC,337738108,3655641,584244545,SOLE,
FLUTTER ENTMT PLC,G3643J108,495135,78181817,SOLE,
ILLUMINA INC,452327109,243777,33475458,SOLE,
INSIGHT ENTERPRISES INC,45765U103,4511739,837017819,SOLE,
KKR & CO INC,48251W104,1904808,191585588,SOLE,
NEW YORK TIMES CO,650111107,2094392,90519622,SOLE,
ROBLOX CORP,771049103,2300000,87814000,SOLE,
SALESFORCE INC,79466L302,3486309,1050006545,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,820553,216543937,SOLE,
