Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,943420,253119586,SOLE,
ALIGN TECHNOLOGY INC,016255101,1222534,190898684,SOLE,
ALPHABET INC,02079K107,1142353,358470368,SOLE,
ALPHABET INC,02079K305,2174821,680718973,SOLE,
AMENTUM HOLDINGS INC,023939101,2394129,69429741,SOLE,
AMERICAN EXPRESS CO,025816109,932,344793,SOLE,
APPLE INC,037833100,891,242227,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,316106,158890681,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,115,86802000,SOLE,
BIO-TECHNE CORP,09073M104,1465935,86211637,SOLE,
CAPITAL ONE FINL CORP,14040H105,2068023,501206054,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,362000,75567500,SOLE,
COPA HOLDINGS SA,P31076105,2555,308159,SOLE,
CREDIT ACCEP CORP MICH,225310101,536132,237753097,SOLE,
DOLLAR GEN CORP NEW,256677105,2170,288111,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1422506,498659478,SOLE,
EQUITABLE HLDGS INC,29452E101,40636,1936305,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1000,222630,SOLE,
GCI LIBERTY INC,36164V602,131168,4836164,SOLE,
GCI LIBERTY INC,36164V800,539071,20058832,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,3610,1419813,SOLE,
ICON PLC,G4705A100,1679590,306054890,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,2703907,437924778,SOLE,
INVESCO EXCHANGE TRADED FD T,46137Y609,11029,439321,SOLE,
JACOBS SOLUTIONS INC,46982L108,6487,859268,SOLE,
KASPI KZ JSC,48581R205,4112,321271,SOLE,
LIBERTY BROADBAND CORP,530307107,652780,31516218,SOLE,
LIBERTY BROADBAND CORP,530307305,1841624,89502926,SOLE,
LIBERTY MEDIA CORP DEL,531229771,738880,66041094,SOLE,
LIBERTY MEDIA CORP DEL,531229755,5491118,540930034,SOLE,
LITHIA MTRS INC,536797103,3049,1013274,SOLE,
META PLATFORMS INC,30303M102,239018,157773392,SOLE,
MICRON TECHNOLOGY INC,595112103,2162,617056,SOLE,
MICROSOFT CORP,594918104,689,333214,SOLE,
MSA SAFETY INC,553498106,1811635,290115229,SOLE,
NETFLIX INC,64110L106,5220,489427,SOLE,
RIMINI STR INC DEL,76674Q107,37141,144107,SOLE,
S&P GLOBAL INC,78409V104,531,277495,SOLE,
SAP SE,803054204,45927,11156128,SOLE,
SCHWAB CHARLES CORP,808513105,5594948,558991255,SOLE,
SINCLAIR INC,829242106,17959,274773,SOLE,
SMITH DOUGLAS HOMES CORP,83207R107,12209,204745,SOLE,
STELLANTIS N.V,N82405106,25581,278577,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1421721,432046795,SOLE,
UNITEDHEALTH GROUP INC,91324P102,745999,246261730,SOLE,
VANGUARD INDEX FDS,922908769,2678,897853,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,1426,201152,SOLE,
VANGUARD STAR FDS,921909768,5438,410243,SOLE,
