Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,201303,39262093,SOLE,
APPLE INC,037833100,161857,32913651,SOLE,
BOOKING HOLDINGS INC,09857L108,5655,30968872,SOLE,
CDW CORP,12514G108,116123,19989385,SOLE,
COPART INC,217204106,480291,21968510,SOLE,
EDWARDS LIFESCIENCES CORP,28176E108,178034,14258743,SOLE,
META PLATFORMS INC,30303M102,68330,53049206,SOLE,
MICROSOFT CORP,594918104,76605,41032945,SOLE,
MOTOROLA SOLUTIONS INC,620076307,55591,24458277,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,85320,12316851,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,185210,18774738,SOLE,
PAYPAL HLDGS INC,70450Y103,465841,31681846,SOLE,
POOL CORP,73278L105,31244,9679737,SOLE,
S&P GLOBAL INC,78409V104,33482,18851188,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,197500,47202444,SOLE,
TRACTOR SUPPLY CO,892356106,472766,28129559,SOLE,
UNITED RENTALS INC,911363109,26063,22637730,SOLE,
VISA INC,92826C839,85603,29289143,SOLE,
ZOETIS INC,98978V103,123343,18724701,SOLE,
