Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1377293,SOLE,
ALPHABET INC,02079K305,2028223,357433739,SOLE,
AMERICAN EXPRESS CO,025816109,10200,3253596,SOLE,
BROWN FORMAN CORP,115637100,2733341,75084877,SOLE,
BROWN FORMAN CORP,115637209,1649764,44395149,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,13300,1054291,SOLE,
CME GROUP INC,12572Q105,7400,2039588,SOLE,
COCA COLA CO,191216100,19000,1344250,SOLE,
COLGATE PALMOLIVE CO,194162103,15000,1363500,SOLE,
DISNEY WALT CO,254687106,4087276,506863097,SOLE,
EBAY INC.,278642103,3284654,244575337,SOLE,
EQUIFAX INC,294429105,10300,2671511,SOLE,
FAIR ISAAC CORP,303250104,223114,407843467,SOLE,
HERSHEY CO,427866108,5100,846345,SOLE,
INTUIT,461202103,665786,524393027,SOLE,
LAUDER ESTEE COS INC,518439104,14425,1165540,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,689535,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,4810000,85666100,SOLE,
MONDELEZ INTL INC,609207105,5709287,385034315,SOLE,
NIKE INC,654106103,20400,1449216,SOLE,
ORACLE CORP,68389X105,17500,3826025,SOLE,
PAYPAL HLDGS INC,70450Y103,4527838,336508920,SOLE,
PEPSICO INC,713448108,2427210,320488808,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1158000,SOLE,
S&P GLOBAL INC,78409V104,5900,3111011,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,854612,346510982,SOLE,
TKO GROUP HOLDINGS INC,87256C101,3173662,577447801,SOLE,
VERISK ANALYTICS INC,92345Y106,6600,2055900,SOLE,
VISA INC,92826C839,10000,3550500,SOLE,
